,RAC1P,SEX,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
18728,9,2,2,5,1,0,1
18729,9,2,1,6,1,0,3
18730,1,2,12,1,4,0,3
18731,1,1,3,6,1,0,1
18732,1,1,7,3,3,1,1
18733,8,2,4,4,5,1,1
18734,1,1,4,2,3,1,1
18735,2,1,3,2,3,0,1
18736,1,2,4,7,1,0,1
18737,8,1,5,5,5,0,1
18738,1,1,4,3,1,0,1
18739,1,2,7,8,4,2,1
18740,3,1,9,0,1,0,3
18741,2,2,1,0,5,0,3
18742,1,1,1,5,3,1,1
18743,2,1,5,2,1,0,1
18744,2,2,7,0,5,0,1
18745,1,1,8,3,1,0,1
18746,9,1,10,7,1,0,1
18747,1,2,9,6,5,0,3
18748,1,2,9,2,3,0,1
18749,9,1,7,7,1,0,1
18750,1,1,10,2,1,0,3
18751,8,1,4,5,3,0,2
18752,1,2,5,5,4,1,1
18753,2,1,3,8,3,0,3
18754,1,2,11,9,6,2,1
18755,6,2,6,1,1,1,1
18756,1,2,8,2,6,0,1
18757,1,2,3,2,6,2,1
18758,1,2,7,4,5,2,1
18759,1,2,5,1,5,0,1
18760,1,2,4,0,6,0,1
18761,1,2,8,7,2,1,1
18762,6,1,7,3,3,1,1
18763,4,1,4,5,2,1,1
18764,1,1,9,5,4,1,1
18765,1,1,1,3,3,0,2
18766,1,1,6,4,6,2,1
18767,3,2,10,2,6,0,1
18768,1,2,5,3,4,1,1
18769,1,2,3,8,1,0,3
18770,1,1,3,2,6,0,3
18771,9,2,6,9,1,0,1
18772,6,1,4,0,4,2,1
18773,1,1,7,4,4,0,2
18774,1,2,7,4,3,2,1
18775,1,1,8,2,1,0,1
18776,1,2,6,1,4,0,1
18777,7,2,4,5,5,1,1
18778,1,1,3,0,1,1,3
18779,2,1,10,0,1,0,3
18780,1,1,9,6,1,1,1
18781,1,2,5,0,5,0,1
18782,1,1,1,9,4,2,1
18783,1,1,11,1,1,0,3
18784,1,2,8,3,5,0,1
18785,1,2,7,2,6,0,1
18786,9,1,9,7,2,0,2
18787,1,1,8,4,2,0,3
18788,2,1,5,9,1,1,1
18789,1,2,7,9,1,0,1
18790,1,1,5,3,1,0,1
18791,1,1,5,9,3,0,1
18792,1,1,9,3,1,0,1
18793,1,1,4,1,4,2,1
18794,9,1,5,0,2,1,1
18795,1,2,9,0,1,0,3
18796,1,2,7,5,1,0,1
18797,8,2,8,1,6,1,1
18798,1,2,7,5,3,0,3
18799,2,1,3,4,3,1,3
18800,1,2,8,0,1,2,1
18801,9,2,9,2,1,0,1
18802,1,1,8,2,1,2,1
18803,1,1,7,5,1,2,1
18804,1,2,6,7,1,0,1
18805,5,2,2,7,1,1,1
18806,1,1,5,4,6,1,1
18807,1,2,12,1,1,0,3
18808,9,1,7,5,3,1,1
18809,1,1,10,3,1,2,1
18810,9,1,9,6,6,0,1
18811,1,2,9,0,1,0,3
18812,1,2,5,2,4,0,2
18813,1,1,5,0,2,1,1
18814,1,1,4,6,1,1,1
18815,1,1,6,4,6,1,1
18816,1,2,9,3,1,1,1
18817,2,2,3,6,3,1,1
18818,6,1,12,4,4,2,1
18819,6,2,5,1,5,1,1
18820,9,1,9,1,1,0,2
18821,2,2,8,3,4,1,1
18822,1,1,8,2,6,0,1
18823,1,2,12,3,2,0,1
18824,1,1,7,8,2,0,2
18825,1,1,4,7,6,1,1
18826,6,1,4,3,4,0,2
18827,1,2,2,4,4,1,1
18828,1,2,4,4,3,1,1
18829,9,2,12,3,1,0,1
18830,9,1,5,1,3,1,3
18831,1,2,9,2,1,0,3
18832,1,2,8,7,1,1,1
18833,1,2,4,5,1,2,1
18834,1,1,11,2,1,0,3
18835,1,1,9,0,1,0,3
18836,1,2,10,0,1,0,3
18837,1,1,7,9,6,0,1
18838,5,2,4,4,1,1,1
18839,1,1,6,6,3,0,1
18840,1,2,7,9,1,1,1
18841,1,1,5,3,4,0,2
18842,2,1,6,0,3,0,3
18843,1,2,4,0,2,1,1
18844,1,2,5,4,5,1,1
18845,4,2,4,1,1,2,1
18846,1,2,1,5,6,1,1
18847,1,1,4,0,6,0,1
18848,1,1,9,4,4,0,1
18849,1,2,9,0,1,0,3
18850,9,1,8,7,5,1,1
18851,1,1,5,6,6,0,1
18852,1,2,4,2,3,1,1
18853,1,1,7,7,2,1,2
18854,1,1,5,0,6,0,1
18855,1,2,11,5,5,1,2
18856,1,1,3,5,5,0,3
18857,1,2,11,1,6,0,1
18858,6,1,6,0,5,1,1
18859,4,1,9,4,6,0,2
18860,1,2,2,6,1,2,1
18861,1,1,11,8,1,1,1
18862,1,1,5,0,5,1,1
18863,1,2,6,1,3,1,1
18864,1,2,1,4,5,1,1
18865,1,1,5,0,4,2,1
18866,6,1,9,4,1,0,1
18867,1,1,5,8,6,0,1
18868,3,2,5,6,1,1,1
18869,1,2,6,2,5,1,1
18870,1,1,5,2,1,0,1
18871,9,1,12,6,4,0,2
18872,2,2,6,4,1,0,2
18873,9,2,5,5,2,0,2
18874,1,2,9,4,1,1,1
18875,1,1,1,5,5,2,1
18876,1,2,9,4,1,1,1
18877,4,1,8,6,1,0,1
18878,1,2,7,3,2,0,2
18879,1,2,8,2,4,0,2
18880,5,2,2,1,4,1,1
18881,1,2,4,2,2,0,1
18882,2,2,8,4,6,2,2
18883,7,1,7,2,1,1,1
18884,1,1,9,1,1,0,3
18885,6,2,4,9,1,1,1
18886,1,1,3,4,3,2,1
18887,1,2,5,9,5,2,1
18888,1,2,4,2,4,2,1
18889,6,2,4,1,1,2,1
18890,3,2,5,4,4,2,1
18891,8,1,9,4,6,2,1
18892,7,1,9,2,6,0,1
18893,4,1,7,2,5,2,1
18894,1,1,8,0,1,0,1
18895,1,1,3,1,1,2,1
18896,1,1,3,7,5,1,1
18897,2,1,5,7,2,2,1
18898,1,1,6,1,2,0,1
18899,1,1,5,6,1,0,1
18900,1,2,6,2,1,0,2
18901,1,2,7,7,1,0,1
18902,1,2,2,6,6,0,1
18903,1,2,8,3,1,2,1
18904,2,1,5,7,1,1,1
18905,1,1,4,3,6,2,1
18906,2,2,3,4,2,1,1
18907,6,2,1,9,6,2,1
18908,1,2,3,5,6,0,3
18909,1,2,2,4,1,1,1
18910,1,1,5,4,1,1,1
18911,9,2,5,4,4,1,1
18912,1,1,3,2,1,1,1
18913,1,1,10,1,1,0,3
18914,1,1,5,4,5,0,2
18915,1,1,5,7,1,1,1
18916,1,1,12,4,1,1,1
18917,1,1,5,7,1,2,1
18918,9,2,12,4,6,0,2
18919,1,1,4,7,3,0,1
18920,1,2,9,5,5,0,1
18921,1,1,2,3,4,0,3
18922,1,2,6,1,2,0,1
18923,8,2,6,3,4,0,1
18924,1,2,4,2,5,2,1
18925,1,1,7,2,4,1,1
18926,1,2,9,9,2,0,1
18927,9,1,11,1,2,0,3
18928,1,2,1,7,5,1,1
18929,4,2,11,1,1,1,1
18930,1,1,4,4,4,0,3
18931,1,2,3,4,2,2,1
18932,8,1,4,4,1,2,1
18933,2,2,7,8,4,1,1
18934,1,1,4,5,6,1,3
18935,1,2,1,4,1,0,1
18936,1,1,5,6,5,1,1
18937,1,1,3,9,6,0,1
18938,1,2,11,6,2,1,1
18939,1,1,9,8,1,1,2
18940,2,1,10,7,3,1,1
18941,2,2,5,2,1,2,1
18942,2,2,9,2,1,2,1
18943,1,2,12,3,3,0,1
18944,8,2,6,2,2,2,2
18945,2,1,5,0,1,0,1
18946,1,2,5,2,1,2,1
18947,9,1,10,7,5,2,1
18948,1,1,5,3,6,1,1
18949,1,1,10,2,1,0,3
18950,1,2,5,2,1,1,1
18951,2,1,1,1,3,0,2
18952,1,2,9,0,1,0,3
18953,4,2,6,9,1,1,1
18954,3,1,11,0,3,1,1
18955,2,1,4,9,5,1,1
18956,5,2,11,0,1,0,1
18957,9,2,7,8,4,0,2
18958,2,2,9,6,5,1,1
18959,1,1,7,1,1,2,1
18960,1,2,3,0,6,0,1
18961,1,1,4,4,1,0,3
18962,2,2,6,3,5,1,3
18963,1,2,9,2,1,0,3
18964,1,2,3,7,5,1,2
18965,1,2,10,0,1,0,3
18966,2,1,8,2,2,0,1
18967,6,1,10,3,1,2,1
18968,1,2,11,8,6,0,2
18969,1,2,5,4,1,0,1
18970,1,2,6,7,1,0,3
18971,2,2,3,5,1,2,1
18972,1,2,8,2,1,0,1
18973,1,1,9,3,3,0,1
18974,1,1,10,5,5,0,2
18975,9,2,10,0,1,0,3
18976,1,2,1,7,1,0,3
18977,6,1,4,6,2,0,1
18978,1,2,6,0,6,1,1
18979,1,2,9,0,1,0,3
18980,2,1,10,0,2,1,1
18981,1,1,8,6,5,0,3
18982,2,2,6,4,6,2,1
18983,9,2,1,2,1,0,1
18984,1,1,4,1,4,0,3
18985,1,1,11,2,3,0,1
18986,2,2,2,5,5,2,1
18987,1,2,4,9,6,0,1
18988,1,1,5,4,4,2,1
18989,2,2,5,4,5,0,2
18990,1,2,7,1,1,0,1
18991,5,2,9,1,1,0,3
18992,9,1,1,6,5,0,1
18993,1,1,1,4,1,1,1
18994,1,1,5,7,1,1,1
18995,1,1,8,8,4,0,2
18996,1,2,10,9,6,0,1
18997,1,1,9,2,6,0,1
18998,2,1,9,2,1,0,3
18999,9,2,1,3,6,2,3
19000,1,1,7,8,1,0,1
19001,1,1,8,7,1,1,1
19002,6,2,9,4,3,0,2
19003,1,2,6,8,5,2,2
19004,1,2,5,3,4,0,1
19005,1,2,6,5,6,0,1
19006,9,2,5,8,4,2,1
19007,9,2,3,2,2,0,3
19008,2,2,11,0,1,0,3
19009,1,1,5,4,6,1,1
19010,1,2,9,8,4,0,1
19011,1,2,6,9,1,1,1
19012,1,1,9,6,6,0,2
19013,2,1,2,1,1,0,1
19014,8,2,5,5,1,0,1
19015,2,1,10,2,1,0,3
19016,8,1,1,6,4,0,1
19017,7,1,9,6,4,0,1
19018,1,2,7,0,3,0,1
19019,1,2,4,2,5,2,2
19020,2,2,4,1,2,2,1
19021,1,2,5,1,3,2,1
19022,1,2,8,3,6,2,1
19023,7,2,2,0,1,0,1
19024,1,1,7,3,4,1,3
19025,1,1,7,2,6,0,1
19026,1,2,5,4,1,1,1
19027,1,2,3,7,3,0,2
19028,1,1,3,0,1,2,3
19029,1,2,5,0,3,0,2
19030,1,1,4,6,1,2,1
19031,1,1,6,2,1,2,1
19032,1,1,3,9,6,0,1
19033,1,2,1,3,3,1,1
19034,1,1,9,0,1,0,3
19035,1,1,5,3,4,1,1
19036,9,1,1,7,3,0,1
19037,1,2,5,0,1,1,1
19038,1,2,7,7,3,0,2
19039,1,1,10,2,1,0,3
19040,1,1,5,4,6,0,1
19041,1,1,8,4,3,0,2
19042,1,1,5,9,1,2,1
19043,1,1,8,6,1,2,1
19044,1,2,6,2,2,1,1
19045,1,2,7,4,2,2,1
19046,1,1,9,1,1,0,3
19047,1,2,2,2,5,0,1
19048,2,1,10,0,6,0,2
19049,1,1,4,7,6,1,3
19050,1,1,3,3,1,0,1
19051,1,2,8,3,4,0,1
19052,1,1,9,2,1,0,3
19053,6,1,8,9,1,1,1
19054,1,2,6,4,2,2,1
19055,1,2,3,6,6,1,2
19056,9,2,7,2,1,0,1
19057,6,1,9,2,1,2,1
19058,1,2,4,3,4,1,1
19059,1,2,1,8,1,0,3
19060,8,2,11,7,1,1,1
19061,9,2,12,9,3,1,1
19062,6,2,5,7,4,0,1
19063,1,1,5,2,1,0,1
19064,3,1,11,6,3,0,2
19065,1,2,5,4,6,0,1
19066,1,1,7,9,2,2,1
19067,6,2,4,4,2,0,1
19068,9,2,8,5,1,1,1
19069,1,1,3,4,5,1,1
19070,9,1,9,8,1,0,3
19071,1,1,4,9,1,1,1
19072,1,1,7,7,1,1,1
19073,1,2,7,0,3,0,3
19074,1,2,4,3,6,2,1
19075,7,2,9,2,3,0,1
19076,9,1,12,2,5,0,3
19077,1,1,9,1,1,0,3
19078,2,1,1,8,1,0,1
19079,1,1,7,3,5,0,1
19080,2,1,7,0,1,1,1
19081,4,2,4,5,5,2,2
19082,1,1,9,0,5,0,2
19083,6,1,5,0,5,0,1
19084,1,1,5,2,5,0,1
19085,1,2,9,2,1,0,1
19086,2,2,3,6,1,1,1
19087,2,1,6,2,4,1,1
19088,1,2,8,7,1,2,1
19089,1,2,9,1,3,1,1
19090,9,2,9,3,1,2,1
19091,1,1,5,6,1,2,1
19092,1,2,7,8,1,0,1
19093,1,2,8,8,3,0,2
19094,1,2,7,1,1,1,1
19095,8,2,5,0,5,2,1
19096,1,1,10,0,5,0,2
19097,1,1,9,4,5,0,2
19098,1,1,12,2,1,1,1
19099,9,2,8,4,4,2,3
19100,1,2,2,2,3,0,3
19101,2,1,9,5,1,1,1
19102,1,2,5,8,1,1,1
19103,1,1,12,5,1,1,1
19104,1,1,8,5,6,2,1
19105,1,1,8,4,4,1,1
19106,1,1,5,5,1,0,1
19107,1,1,5,0,2,0,1
19108,2,1,5,6,4,2,1
19109,1,2,3,4,3,1,1
19110,2,2,7,4,4,0,1
19111,1,2,9,1,1,0,3
19112,1,2,1,7,1,0,3
19113,1,1,5,5,4,0,2
19114,1,2,11,6,3,1,1
19115,6,1,9,2,3,1,1
19116,1,2,5,1,1,2,1
19117,2,2,9,2,1,0,3
19118,1,1,6,2,5,1,1
19119,1,1,10,2,1,0,3
19120,4,1,8,4,2,1,1
19121,2,2,3,7,5,2,1
19122,1,2,5,1,2,0,3
19123,1,1,4,4,3,0,1
19124,1,1,1,6,1,0,3
19125,8,2,7,0,2,0,1
19126,4,2,3,3,1,1,1
19127,2,1,1,8,1,0,3
19128,2,2,4,1,5,0,1
19129,1,2,5,4,1,0,3
19130,1,1,7,6,1,2,1
19131,5,1,9,6,3,1,1
19132,1,2,4,1,6,0,2
19133,1,2,10,1,1,0,3
19134,9,2,9,6,6,0,2
19135,1,2,5,0,4,2,1
19136,9,1,10,5,1,2,1
19137,1,2,2,2,1,2,1
19138,2,1,4,5,5,2,2
19139,1,2,4,0,1,1,1
19140,1,1,7,0,3,1,1
19141,2,1,6,7,2,1,2
19142,7,1,9,1,3,1,1
19143,9,1,7,1,1,1,1
19144,2,1,1,5,6,1,2
19145,1,2,5,3,6,2,2
19146,1,2,7,9,6,0,2
19147,1,1,9,0,1,0,3
19148,4,2,6,1,6,0,2
19149,1,1,4,8,1,0,3
19150,2,1,5,3,1,0,2
19151,1,2,6,3,1,0,3
19152,1,2,3,1,4,0,1
19153,6,1,5,3,4,0,1
19154,1,2,3,2,1,1,1
19155,1,1,7,6,2,0,1
19156,9,2,11,6,1,2,1
19157,1,2,9,0,1,0,3
19158,1,2,5,0,1,0,3
19159,1,1,10,8,3,0,1
19160,6,1,7,0,2,0,2
19161,1,2,5,3,4,2,1
19162,1,1,5,7,1,0,1
19163,1,2,7,1,1,0,3
19164,1,1,7,6,4,0,1
19165,1,2,2,4,3,1,2
19166,1,2,11,2,1,0,3
19167,2,2,5,5,6,2,1
19168,1,2,4,7,1,2,1
19169,1,2,5,7,6,0,3
19170,2,1,8,6,2,1,1
19171,1,1,7,1,4,2,1
19172,1,1,9,2,1,0,3
19173,1,2,7,5,4,0,1
19174,1,2,2,3,3,2,1
19175,1,2,3,4,4,0,1
19176,8,2,3,7,4,0,1
19177,2,1,8,6,5,1,3
19178,1,1,3,0,1,0,1
19179,4,1,5,2,6,0,3
19180,1,1,5,0,6,0,2
19181,1,1,5,4,1,2,1
19182,1,1,4,2,3,0,3
19183,1,2,6,0,4,0,1
19184,1,1,6,6,1,2,3
19185,1,1,5,6,5,1,2
19186,2,1,9,3,3,1,1
19187,1,1,5,1,6,0,2
19188,1,1,5,4,4,1,1
19189,3,2,9,4,3,2,1
19190,1,2,9,0,1,0,3
19191,1,2,1,9,1,0,3
19192,1,2,4,9,6,1,1
19193,1,2,5,3,1,1,1
19194,1,2,4,2,5,2,1
19195,2,2,5,4,1,2,1
19196,1,2,5,6,1,1,1
19197,1,1,5,8,6,1,1
19198,9,1,12,2,1,1,1
19199,1,1,10,4,1,2,1
19200,1,2,1,2,4,0,1
19201,1,1,5,8,4,0,2
19202,9,1,7,8,2,0,1
19203,9,2,5,2,4,0,1
19204,1,1,9,0,1,0,3
19205,1,2,5,9,3,0,1
19206,1,1,1,2,4,2,1
19207,9,1,3,6,2,0,2
19208,1,2,7,0,2,0,3
19209,2,1,8,5,5,1,2
19210,1,2,3,3,4,1,1
19211,1,2,8,9,6,0,1
19212,1,2,11,9,3,1,1
19213,1,1,6,9,1,1,1
19214,1,2,2,1,3,2,1
19215,1,1,5,9,4,1,1
19216,6,1,4,9,1,2,1
19217,1,1,1,5,1,0,3
19218,1,1,7,0,2,0,1
19219,8,1,4,6,1,2,1
19220,1,1,5,5,3,2,1
19221,1,2,10,3,4,0,1
19222,1,2,2,7,5,2,1
19223,1,2,4,4,1,1,3
19224,4,2,4,5,6,2,1
19225,1,2,5,0,2,2,1
19226,1,2,3,2,4,2,1
19227,9,2,3,8,6,2,1
19228,1,2,3,6,1,1,3
19229,2,2,3,3,4,0,2
19230,6,2,5,4,1,0,1
19231,1,2,8,7,4,0,1
19232,1,2,1,7,1,0,1
19233,2,2,10,4,3,1,1
19234,1,2,7,4,1,1,1
19235,8,2,10,0,5,0,2
19236,1,2,9,1,1,0,3
19237,1,1,3,1,2,0,3
19238,1,2,5,7,6,0,1
19239,1,1,8,5,1,1,1
19240,1,1,2,8,1,0,1
19241,9,1,6,5,6,2,1
19242,3,1,4,2,5,0,3
19243,2,2,3,4,3,1,1
19244,2,1,2,0,4,1,1
19245,2,1,5,3,3,0,2
19246,6,1,5,3,1,2,1
19247,1,2,4,1,3,2,1
19248,1,1,6,2,1,1,1
19249,9,1,11,0,1,2,1
19250,1,1,5,0,2,1,1
19251,4,1,4,5,2,2,1
19252,1,1,4,6,1,0,1
19253,6,2,8,0,4,0,1
19254,9,2,8,5,5,0,2
19255,1,2,9,6,3,2,1
19256,1,2,7,0,4,1,1
19257,6,1,7,8,2,0,1
19258,1,2,1,2,3,2,1
19259,9,2,4,7,6,0,2
19260,1,2,3,9,6,2,1
19261,1,1,10,2,1,0,3
19262,9,2,3,4,2,0,1
19263,1,1,4,1,6,0,1
19264,2,1,9,6,5,0,3
19265,1,2,9,0,1,0,3
19266,1,2,9,1,2,0,1
19267,1,2,4,0,5,0,1
19268,1,2,3,9,6,1,1
19269,3,1,7,4,1,0,1
19270,1,1,6,7,3,1,1
19271,1,2,5,4,6,1,2
19272,9,1,4,7,1,2,3
19273,2,2,7,5,1,0,1
19274,1,1,8,0,1,1,1
19275,1,2,6,1,4,2,1
19276,1,2,7,7,4,0,1
19277,1,2,5,3,1,2,1
19278,6,2,1,8,1,0,3
19279,1,1,6,0,1,2,3
19280,1,1,6,4,5,0,1
19281,6,1,11,8,1,1,1
19282,1,1,5,7,5,0,1
19283,1,1,5,1,3,1,1
19284,1,1,10,1,1,0,3
19285,2,2,10,7,5,1,2
19286,1,1,6,1,3,0,1
19287,2,1,7,3,1,1,1
19288,2,2,7,6,5,1,3
19289,1,2,1,6,4,1,2
19290,2,2,5,3,1,2,1
19291,2,2,6,8,1,0,1
19292,2,1,7,2,4,1,1
19293,1,2,5,6,1,2,1
19294,4,1,4,5,1,2,1
19295,6,2,2,8,2,0,1
19296,1,1,8,0,2,0,3
19297,2,1,5,3,5,1,1
19298,1,2,6,5,1,0,1
19299,2,2,8,4,1,0,1
19300,1,2,11,4,3,1,1
19301,1,1,6,6,2,2,3
19302,2,1,2,0,4,0,3
19303,1,2,4,1,4,2,1
19304,1,1,4,7,2,1,1
19305,1,2,5,2,1,1,1
19306,9,1,4,5,6,1,1
19307,1,1,4,1,1,0,3
19308,9,1,10,1,1,0,3
19309,1,2,6,5,2,1,1
19310,1,1,9,1,1,0,3
19311,1,2,3,3,3,2,3
19312,1,1,7,5,1,0,1
19313,8,1,5,6,5,2,1
19314,1,1,4,0,5,2,1
19315,1,2,6,1,5,0,3
19316,1,2,8,4,1,0,3
19317,2,1,11,0,1,0,3
19318,9,1,4,2,5,2,1
19319,1,1,7,0,6,1,1
19320,3,1,3,2,6,2,1
19321,1,1,9,4,6,2,1
19322,2,2,10,0,1,0,3
19323,2,1,12,2,4,1,1
19324,1,1,5,0,1,0,1
19325,7,1,5,1,4,1,1
19326,1,2,4,6,1,1,3
19327,2,2,9,0,1,0,3
19328,1,1,4,2,1,1,1
19329,1,1,9,2,1,0,1
19330,1,2,4,5,6,1,1
19331,1,2,5,5,1,0,1
19332,1,2,7,1,5,1,1
19333,1,1,7,5,6,1,1
19334,1,2,9,1,1,0,3
19335,9,2,9,1,1,0,3
19336,1,2,2,9,3,1,1
19337,1,1,4,4,6,2,1
19338,6,1,5,4,6,0,1
19339,4,2,3,4,5,2,1
19340,1,2,5,2,1,1,1
19341,9,1,11,5,3,0,2
19342,8,2,5,5,2,2,1
19343,1,1,7,3,2,2,2
19344,2,1,10,1,1,0,3
19345,1,1,4,5,1,2,1
19346,9,1,7,4,2,0,1
19347,9,2,5,3,6,0,1
19348,1,2,11,2,1,2,1
19349,1,2,2,3,1,2,1
19350,1,1,6,3,3,2,1
19351,9,2,11,9,5,2,1
19352,6,2,2,1,6,1,3
19353,2,1,7,4,4,1,1
19354,1,2,6,0,1,2,1
19355,1,2,5,1,5,2,1
19356,1,2,5,3,6,1,1
19357,1,2,7,5,4,0,2
19358,1,2,5,5,1,1,1
19359,9,1,1,7,5,0,2
19360,1,2,6,5,6,0,1
19361,1,2,9,2,1,0,3
19362,1,1,7,0,5,0,1
19363,1,1,10,4,1,2,1
19364,2,2,11,3,2,1,1
19365,1,2,9,9,5,0,1
19366,1,1,6,1,3,1,1
19367,1,2,1,9,3,1,1
19368,2,2,5,2,3,1,1
19369,1,1,4,4,1,1,1
19370,9,2,3,0,5,2,3
19371,5,2,1,6,4,0,1
19372,1,2,9,0,1,0,3
19373,1,1,3,2,1,2,1
19374,1,2,3,5,5,0,1
19375,1,1,5,6,1,0,1
19376,9,1,11,9,6,0,3
19377,1,2,9,3,2,0,1
19378,9,1,6,8,4,2,1
19379,9,2,5,3,4,0,1
19380,1,1,9,1,1,0,3
19381,1,1,5,1,5,0,3
19382,1,2,4,2,1,2,1
19383,9,2,1,6,2,0,1
19384,1,1,5,0,1,0,1
19385,8,1,2,3,6,0,1
19386,1,2,8,0,4,0,2
19387,1,2,7,0,2,0,1
19388,6,1,7,3,2,0,1
19389,2,2,5,2,3,2,1
19390,1,2,4,1,4,0,3
19391,1,1,9,1,1,0,3
19392,8,2,2,8,4,1,3
19393,8,2,8,0,6,0,1
19394,1,2,2,4,6,2,1
19395,1,2,3,2,1,1,2
19396,9,2,11,9,1,1,1
19397,1,1,4,2,3,1,1
19398,9,2,10,6,1,2,1
19399,1,2,2,3,6,0,2
19400,1,1,9,3,6,0,1
19401,1,1,9,4,5,0,2
19402,1,2,7,7,2,0,3
19403,1,1,7,7,4,2,1
19404,1,2,10,1,1,0,3
19405,1,2,5,0,4,0,1
19406,1,1,5,1,6,2,1
19407,1,2,1,2,4,1,1
19408,1,2,5,5,1,1,1
19409,1,1,12,8,5,0,1
19410,9,1,9,1,1,0,3
19411,1,1,7,2,6,0,2
19412,1,1,5,1,1,0,1
19413,1,2,6,7,6,0,1
19414,1,1,2,9,6,1,1
19415,5,2,11,1,1,0,1
19416,6,2,3,9,1,0,1
19417,2,2,7,5,4,2,1
19418,1,2,5,5,1,1,1
19419,2,2,8,4,4,0,2
19420,1,1,2,3,2,2,1
19421,2,2,6,7,6,0,2
19422,1,1,7,2,5,0,1
19423,1,1,7,1,2,0,1
19424,9,1,6,0,6,0,1
19425,1,2,3,2,1,2,1
19426,1,1,3,2,1,2,1
19427,1,2,6,2,1,2,1
19428,1,2,5,3,1,1,1
19429,1,1,4,4,4,0,1
19430,1,2,1,5,1,0,3
19431,1,1,5,4,6,2,3
19432,3,2,5,2,3,0,1
19433,1,2,9,1,1,0,3
19434,1,1,6,5,3,2,1
19435,1,1,9,7,1,1,1
19436,2,2,4,4,3,2,1
19437,1,2,5,4,6,2,1
19438,3,2,9,0,1,0,3
19439,2,2,1,7,5,0,1
19440,1,1,4,0,6,2,1
19441,1,1,9,5,3,1,1
19442,1,2,5,3,1,0,1
19443,9,2,11,7,5,0,2
19444,1,1,4,6,6,1,1
19445,1,1,5,5,6,1,1
19446,9,1,1,1,4,0,1
19447,1,2,6,1,3,1,1
19448,1,1,6,0,4,0,1
19449,7,1,4,1,1,1,1
19450,1,2,5,8,5,1,1
19451,1,2,2,5,3,0,1
19452,1,1,3,6,5,0,2
19453,1,1,5,5,2,0,2
19454,1,1,7,9,1,0,1
19455,1,1,5,0,4,2,1
19456,9,2,7,2,6,2,1
19457,1,2,1,3,1,0,1
19458,2,1,7,1,4,1,1
19459,1,2,7,4,1,2,1
19460,1,1,3,2,1,1,1
19461,1,1,7,1,4,0,1
19462,1,1,3,2,5,1,1
19463,1,1,1,3,1,2,2
19464,2,1,6,3,5,0,2
19465,1,1,3,1,6,0,3
19466,1,1,9,3,3,0,2
19467,1,2,10,1,1,0,3
19468,1,1,5,4,4,1,1
19469,1,1,4,4,1,0,3
19470,1,2,8,9,4,1,1
19471,2,2,7,8,6,1,2
19472,8,1,9,4,6,2,1
19473,1,1,1,0,5,0,1
19474,1,2,9,8,2,2,1
19475,1,1,5,6,1,2,1
19476,1,1,10,9,4,2,1
19477,7,2,5,4,2,2,1
19478,9,1,9,0,1,0,3
19479,3,1,7,3,1,2,1
19480,1,1,5,5,4,1,1
19481,2,2,5,5,5,0,1
19482,1,2,5,3,5,1,1
19483,1,2,11,2,1,0,2
19484,1,2,6,1,3,0,1
19485,2,2,4,2,4,0,2
19486,1,1,4,4,6,0,1
19487,1,2,7,6,1,0,1
19488,1,2,8,1,3,0,3
19489,9,2,2,0,1,0,1
19490,1,1,4,3,5,0,1
19491,1,2,5,1,6,2,2
19492,1,1,11,8,1,2,1
19493,1,2,10,1,3,0,1
19494,1,1,7,8,3,1,1
19495,1,2,8,3,1,0,1
19496,1,1,5,4,1,2,1
19497,1,1,5,3,5,0,1
19498,1,2,2,4,1,0,1
19499,9,1,7,5,3,2,1
19500,2,1,7,7,4,2,1
19501,1,1,7,7,5,1,2
19502,1,1,3,1,3,1,1
19503,7,1,3,3,1,1,1
19504,7,1,12,1,6,0,1
19505,1,2,5,7,4,2,1
19506,1,2,7,2,6,2,1
19507,1,1,4,6,4,1,1
19508,2,1,7,0,1,2,1
19509,9,2,6,3,4,2,1
19510,1,2,3,6,4,0,2
19511,9,1,1,8,5,0,3
19512,1,1,5,3,6,2,1
19513,1,2,12,1,1,0,3
19514,2,1,7,3,2,1,1
19515,1,1,5,1,1,1,1
19516,1,2,5,0,2,0,2
19517,9,1,9,1,1,0,3
19518,2,1,12,3,5,0,3
19519,4,2,3,1,1,1,1
19520,1,2,9,0,1,0,3
19521,1,2,6,5,5,0,1
19522,1,1,8,1,1,2,1
19523,1,1,10,1,1,0,3
19524,9,2,10,1,1,0,3
19525,1,1,9,4,3,2,1
19526,1,2,3,3,6,2,1
19527,1,2,10,3,3,0,1
19528,1,2,2,3,5,2,1
19529,1,1,7,1,3,0,3
19530,2,2,5,0,6,1,1
19531,8,1,8,2,1,1,1
19532,1,2,9,2,1,0,3
19533,1,2,6,2,4,0,1
19534,1,2,6,9,1,0,1
19535,1,2,6,9,1,1,1
19536,9,2,9,2,1,0,3
19537,1,1,5,2,1,0,1
19538,9,2,4,1,6,2,1
19539,2,2,7,0,1,1,1
19540,2,2,4,1,4,2,1
19541,1,2,4,9,1,2,1
19542,1,2,6,4,5,1,1
19543,1,1,4,2,1,2,1
19544,1,1,8,5,6,1,1
19545,1,2,12,4,1,1,1
19546,1,1,5,3,5,2,1
19547,1,1,2,6,5,0,1
