,SEX,RAC1P,MSP,EDU,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
17797,2,3,3,3,2,1,1
17798,2,1,2,6,4,1,0
17799,2,2,5,4,2,1,1
17800,1,1,3,6,3,1,1
17801,2,1,1,6,3,1,1
17802,1,1,2,6,2,1,1
17803,2,1,2,5,3,1,1
17804,1,1,3,5,3,1,1
17805,2,9,4,7,4,1,1
17806,2,1,4,2,4,3,2
17807,1,2,2,5,0,1,0
17808,2,2,1,5,0,1,0
17809,2,8,4,1,1,1,0
17810,1,1,1,3,3,1,1
17811,2,1,4,6,2,1,1
17812,1,2,3,6,3,2,1
17813,2,1,1,8,0,2,2
17814,1,1,1,2,3,1,1
17815,2,1,2,7,2,1,1
17816,1,1,3,2,5,1,1
17817,2,6,2,5,0,1,1
17818,2,1,6,8,2,1,0
17819,2,1,6,2,1,2,1
17820,1,2,5,5,5,1,1
17821,1,1,1,12,7,1,1
17822,1,1,1,11,1,1,1
17823,2,1,1,8,4,1,1
17824,2,1,2,5,3,2,2
17825,2,1,4,3,4,1,1
17826,2,2,1,5,0,1,0
17827,2,1,5,4,4,2,1
17828,1,1,1,10,5,1,1
17829,1,1,1,6,4,1,1
17830,2,2,3,6,0,1,0
17831,1,1,2,5,2,1,1
17832,1,1,6,2,4,1,1
17833,2,5,4,3,5,1,0
17834,2,1,1,7,1,3,2
17835,2,2,3,7,2,2,1
17836,1,1,1,5,7,2,1
17837,1,2,3,1,2,1,1
17838,1,2,1,2,3,2,1
17839,2,2,6,3,5,1,1
17840,1,6,1,5,0,1,0
17841,1,5,1,3,1,2,0
17842,1,2,1,8,1,1,1
17843,1,2,2,6,1,1,1
17844,2,9,2,3,3,1,1
17845,2,1,4,6,6,1,0
17846,2,2,1,5,0,1,0
17847,2,8,1,6,3,1,1
17848,1,8,1,8,0,1,1
17849,1,8,6,3,0,3,1
17850,2,1,5,3,0,2,2
17851,2,2,1,7,3,1,0
17852,1,1,1,4,5,1,1
17853,2,6,6,8,0,1,0
17854,2,1,1,3,3,1,1
17855,1,2,1,5,0,1,0
17856,2,3,3,7,4,1,0
17857,1,1,2,6,6,1,1
17858,1,1,1,7,1,2,0
17859,1,6,1,3,1,1,0
17860,2,2,4,1,7,2,0
17861,1,6,6,2,4,1,0
17862,1,2,1,5,0,1,0
17863,2,1,5,5,1,2,1
17864,1,1,4,4,0,1,1
17865,2,6,3,5,1,2,1
17866,2,6,1,8,0,1,1
17867,1,4,1,4,4,1,1
17868,2,2,6,7,1,1,0
17869,1,6,5,5,2,2,1
17870,2,1,5,4,3,2,2
17871,1,8,1,3,3,1,1
17872,2,1,4,6,3,3,1
17873,1,1,1,7,1,1,1
17874,1,1,1,7,2,1,0
17875,1,1,3,7,4,1,1
17876,2,5,1,5,2,1,1
17877,2,1,2,5,7,1,1
17878,1,1,1,6,1,1,2
17879,2,6,1,3,4,2,0
17880,2,9,1,4,2,1,0
17881,1,1,4,2,0,3,0
17882,2,1,1,5,2,1,0
17883,2,1,2,5,0,2,2
17884,1,2,1,6,2,1,1
17885,2,1,3,6,4,1,1
17886,1,2,1,4,5,2,1
17887,2,3,5,1,4,2,1
17888,1,8,2,3,0,2,1
17889,2,2,5,2,0,1,1
17890,2,4,4,4,2,1,1
17891,2,1,2,1,0,2,0
17892,1,1,6,4,4,1,0
17893,2,3,6,8,3,1,1
17894,1,2,4,5,3,2,1
17895,1,1,2,7,3,1,1
17896,1,8,2,5,0,1,1
17897,1,1,3,8,4,1,1
17898,1,1,5,3,2,2,1
17899,1,1,1,5,3,1,0
17900,1,1,3,5,3,1,0
17901,2,1,1,2,2,1,0
17902,2,1,6,5,1,1,1
17903,2,1,3,9,5,2,1
17904,1,1,4,4,4,3,0
17905,1,1,1,9,3,1,2
17906,2,1,1,3,0,1,1
17907,2,1,1,1,2,1,1
17908,1,6,3,5,2,1,1
17909,1,1,2,5,5,1,1
17910,2,1,4,5,3,1,0
17911,2,1,4,7,1,2,0
17912,2,1,1,5,3,1,0
17913,2,1,5,4,4,3,2
17914,2,1,3,6,3,1,1
17915,1,2,4,3,3,2,1
17916,1,3,6,4,9,1,0
17917,1,1,1,5,0,2,0
17918,1,1,1,1,3,1,1
17919,1,2,1,6,1,1,1
17920,1,2,6,3,9,2,0
17921,2,1,1,5,2,2,1
17922,1,8,1,5,0,1,0
17923,1,1,3,2,2,2,2
17924,1,1,1,5,4,1,1
17925,1,1,1,4,2,2,1
17926,1,6,3,6,3,2,0
17927,2,1,1,3,2,1,1
17928,2,1,4,4,3,2,1
17929,2,5,5,3,4,1,2
17930,1,2,4,2,4,1,0
17931,1,1,1,6,3,1,2
17932,1,1,1,8,2,1,1
17933,2,6,5,2,5,1,0
17934,2,1,3,5,2,2,1
17935,1,1,2,4,0,3,0
17936,2,2,2,4,2,2,0
17937,1,1,1,5,3,1,0
17938,2,1,4,3,0,1,1
17939,1,2,3,3,3,1,0
17940,2,1,1,2,1,1,0
17941,1,1,5,5,2,2,0
17942,1,1,4,6,1,1,2
17943,2,5,6,9,5,1,0
17944,2,7,6,9,5,1,0
17945,2,1,1,11,2,3,2
17946,1,1,3,1,0,1,0
17947,2,1,2,6,3,2,0
17948,1,1,3,4,0,2,0
17949,1,1,1,6,1,2,1
17950,2,2,5,4,2,2,2
17951,2,1,1,6,1,1,1
17952,2,1,4,4,3,1,0
17953,1,1,2,5,2,2,2
17954,2,2,1,5,0,1,0
17955,2,1,6,5,6,3,1
17956,2,6,5,6,3,2,1
17957,2,8,1,5,0,1,1
17958,2,1,4,2,0,1,1
17959,2,1,1,4,4,3,1
17960,1,1,1,8,5,1,1
17961,1,1,3,5,5,1,1
17962,1,1,3,6,2,1,1
17963,2,6,3,9,4,2,1
17964,1,2,4,7,4,3,2
17965,1,2,1,6,6,1,1
17966,2,6,6,3,5,1,0
17967,2,1,1,2,1,1,0
17968,1,2,1,11,1,1,0
17969,1,1,5,6,3,1,1
17970,1,5,1,8,2,2,2
17971,2,1,1,5,6,1,1
17972,2,1,6,5,5,3,1
17973,1,1,4,3,3,1,1
17974,1,2,1,7,2,1,1
17975,2,4,1,5,7,1,1
17976,2,6,2,7,1,1,1
17977,2,1,5,7,1,2,1
17978,1,1,4,4,3,2,2
17979,1,1,2,5,0,1,1
17980,2,2,4,7,3,1,1
17981,2,8,1,1,2,1,1
17982,1,1,1,5,3,1,1
17983,2,1,4,5,2,1,1
17984,2,1,3,5,4,1,1
17985,2,1,1,5,5,1,0
17986,2,4,5,3,4,1,1
17987,2,8,1,4,3,1,1
17988,2,2,1,4,3,1,0
17989,1,1,1,6,2,1,1
17990,2,1,5,6,3,2,0
17991,2,1,1,8,2,3,2
17992,1,1,6,6,5,1,0
17993,1,1,2,5,0,2,0
17994,1,1,2,5,3,2,1
17995,2,2,6,3,4,1,1
17996,1,1,1,8,3,1,0
17997,2,1,6,3,3,1,1
17998,2,7,6,10,6,1,0
17999,1,1,3,6,2,2,0
18000,2,1,4,4,4,1,0
18001,1,1,3,5,0,1,1
18002,2,1,1,9,1,1,1
18003,2,6,1,12,5,1,1
18004,1,1,1,3,2,1,0
18005,1,2,4,5,0,1,0
18006,2,1,2,7,1,1,1
18007,2,2,1,3,0,1,0
18008,2,2,1,7,4,1,2
18009,2,1,1,5,4,2,0
18010,1,1,2,3,4,3,2
18011,2,2,1,2,2,1,0
18012,2,2,3,2,4,1,1
18013,2,1,1,5,1,2,0
18014,1,1,1,2,2,1,0
18015,2,9,6,3,0,2,0
18016,2,1,2,5,4,3,0
18017,1,3,1,5,8,3,1
18018,2,1,6,3,0,1,0
18019,1,1,3,2,5,1,0
18020,2,6,4,5,0,1,0
18021,2,8,2,7,0,1,0
18022,2,1,5,7,2,1,1
18023,1,1,2,6,5,1,1
18024,1,1,5,3,5,2,0
18025,2,1,1,7,5,1,1
18026,2,1,3,2,5,1,1
18027,1,1,3,4,1,1,0
18028,2,1,2,7,5,1,1
18029,1,1,2,5,3,2,0
18030,1,2,5,2,2,1,1
18031,2,1,1,7,0,1,0
18032,2,7,2,4,4,2,0
18033,2,7,3,7,1,3,0
18034,2,1,3,5,1,1,1
18035,1,8,2,5,0,1,0
18036,1,2,1,5,0,1,1
18037,1,1,4,3,3,1,1
18038,2,2,6,7,2,1,0
18039,2,8,2,5,0,1,0
18040,2,2,2,4,2,2,1
18041,2,2,4,3,5,2,0
18042,1,3,1,5,5,1,0
18043,1,1,5,2,6,1,1
18044,1,1,3,3,2,1,1
18045,2,9,5,3,3,3,0
18046,2,6,3,3,5,2,0
18047,1,1,2,4,3,2,2
18048,2,7,1,6,4,1,2
18049,2,1,5,6,2,1,1
18050,1,1,3,3,2,1,1
18051,2,2,1,6,4,3,2
18052,1,1,5,4,6,2,0
18053,1,1,1,2,3,3,1
18054,2,7,1,4,1,1,0
18055,2,2,1,3,2,1,1
18056,1,1,4,3,0,1,1
18057,2,4,4,5,4,2,1
18058,2,1,3,3,1,1,1
18059,2,1,5,2,0,2,1
18060,1,1,3,7,1,1,1
18061,1,1,1,4,1,1,0
18062,2,1,5,7,7,1,0
18063,2,2,1,9,1,2,0
18064,2,1,1,7,2,1,2
18065,1,6,5,3,3,2,0
18066,2,1,2,5,5,2,2
18067,1,1,1,3,3,1,1
18068,1,1,6,3,1,1,0
18069,1,1,2,5,3,1,0
18070,1,2,2,5,0,1,0
18071,2,2,2,6,3,1,1
18072,2,1,3,7,3,3,1
18073,2,1,1,2,4,1,1
18074,1,6,1,5,2,1,1
18075,2,1,3,5,4,1,1
18076,1,1,6,7,9,3,1
18077,1,8,3,2,0,1,0
18078,1,1,1,6,1,1,1
18079,2,5,5,12,6,2,1
18080,2,1,4,7,3,1,1
18081,1,6,6,6,1,1,0
18082,1,1,1,11,0,1,2
18083,2,1,3,8,2,2,0
18084,1,1,6,5,3,1,1
18085,2,1,6,2,4,1,1
18086,1,9,1,3,9,1,1
18087,2,1,4,3,2,3,2
18088,2,1,3,6,3,1,1
18089,1,4,5,1,3,1,2
18090,2,8,4,6,0,1,2
18091,2,1,3,4,1,1,1
18092,2,1,5,11,2,3,1
18093,1,1,1,3,0,1,0
18094,1,5,4,11,3,3,1
18095,2,1,1,2,3,1,1
18096,1,6,2,7,2,1,1
18097,1,2,6,2,2,3,1
18098,1,1,2,5,0,3,0
18099,1,1,1,4,6,3,0
18100,2,1,2,4,7,1,2
18101,2,1,1,1,7,1,0
18102,1,7,5,1,0,1,0
18103,2,7,2,4,7,3,1
18104,1,1,1,7,4,1,0
18105,2,6,2,5,0,1,0
18106,1,1,2,5,5,2,1
18107,2,2,4,3,1,3,1
18108,2,8,6,6,2,1,0
18109,2,5,1,5,0,1,0
18110,2,2,4,3,2,2,0
18111,2,1,3,3,4,1,1
18112,2,1,1,1,1,1,1
18113,2,6,6,6,2,1,1
18114,1,2,6,5,2,1,0
18115,1,7,2,5,1,2,2
18116,2,1,5,6,0,2,0
18117,1,1,2,6,4,1,0
18118,2,2,6,7,5,1,1
18119,2,1,5,5,4,2,1
18120,1,4,3,3,0,1,0
18121,2,1,1,8,1,1,1
18122,1,1,1,1,5,3,1
18123,2,1,1,9,1,1,2
18124,1,1,1,5,6,1,1
18125,2,1,1,3,5,2,0
18126,1,5,2,5,5,1,1
18127,1,1,1,1,4,1,1
18128,2,1,4,11,2,2,2
18129,2,1,4,7,5,1,1
18130,1,1,3,3,3,2,0
18131,2,7,1,7,7,3,0
18132,1,2,3,5,6,1,1
18133,1,1,6,3,5,3,1
18134,2,1,1,7,4,1,1
18135,2,2,5,7,5,3,1
18136,2,1,1,7,3,1,1
18137,1,9,1,2,5,1,0
18138,2,1,2,4,3,2,0
18139,2,1,6,8,1,1,0
18140,2,1,4,10,5,3,1
18141,2,8,5,7,1,1,1
18142,2,1,1,3,3,1,1
18143,1,2,1,3,5,1,0
18144,1,1,4,6,0,3,2
18145,2,8,2,6,0,1,1
18146,1,2,6,5,4,2,0
18147,2,1,6,7,3,3,1
18148,1,1,1,3,0,1,0
18149,2,1,2,6,7,2,0
18150,2,1,5,3,0,1,1
18151,2,1,1,5,5,1,1
18152,2,1,1,6,2,1,2
18153,2,5,4,12,5,1,1
18154,1,3,6,7,3,1,0
18155,1,2,4,4,0,1,1
18156,1,1,1,2,1,1,1
18157,2,4,6,9,5,3,1
18158,2,1,1,5,4,2,0
18159,2,2,1,5,2,2,0
18160,1,5,2,5,2,2,0
18161,2,2,1,5,3,2,1
18162,1,1,3,4,0,1,1
18163,2,9,4,4,3,2,0
18164,1,1,3,5,2,2,1
18165,2,1,1,7,2,1,1
18166,2,2,4,7,3,3,2
18167,1,6,4,8,2,1,0
18168,2,2,1,3,4,2,1
18169,1,6,2,5,0,1,0
18170,2,8,6,3,4,1,1
18171,1,1,1,9,4,2,0
18172,1,1,2,6,0,1,1
18173,1,3,1,6,0,1,0
18174,2,1,1,7,1,1,1
18175,2,1,6,5,2,3,1
18176,1,1,1,6,3,1,1
18177,1,2,5,3,5,2,2
18178,1,1,1,5,1,2,0
18179,2,2,5,5,2,1,1
18180,2,2,1,12,2,1,2
18181,2,8,4,5,0,1,0
18182,1,1,1,6,3,1,2
18183,1,1,2,7,2,2,0
18184,2,1,3,11,5,1,1
18185,2,6,1,6,0,1,1
18186,2,4,4,4,1,2,2
18187,2,1,3,3,1,1,1
18188,1,2,6,7,4,1,0
18189,2,2,6,7,0,1,0
18190,2,2,1,6,1,1,1
18191,2,1,6,7,7,1,0
18192,1,1,2,4,3,3,1
18193,2,1,6,3,2,1,1
18194,2,1,3,2,6,2,1
18195,1,1,1,5,4,1,1
18196,1,1,1,6,6,3,1
18197,2,2,1,6,1,1,2
18198,1,1,2,7,4,3,1
18199,1,1,1,7,6,1,0
18200,1,2,5,2,0,1,2
18201,1,1,1,3,5,1,0
18202,2,1,5,3,1,2,2
18203,2,3,4,1,0,2,1
18204,1,1,5,4,1,1,0
18205,1,1,6,6,5,3,0
18206,2,1,4,8,7,1,1
18207,2,1,2,6,1,3,2
18208,1,5,2,6,8,1,2
18209,2,1,1,6,3,1,0
18210,1,1,1,5,6,1,0
18211,1,1,1,9,6,1,1
18212,2,2,3,5,9,2,0
18213,1,1,6,3,1,1,0
18214,1,6,2,3,4,3,0
18215,2,2,1,5,3,1,0
18216,1,1,4,7,3,2,1
18217,2,1,1,3,1,3,1
18218,2,4,6,7,2,2,0
18219,1,2,5,1,3,1,1
18220,2,8,5,8,5,1,1
18221,1,1,4,3,1,3,1
18222,1,8,1,5,0,1,0
18223,1,6,1,7,5,1,1
18224,2,1,1,6,5,1,2
18225,2,8,3,8,0,1,0
18226,2,1,3,4,1,2,2
18227,1,3,6,5,1,1,1
18228,1,1,4,6,2,2,1
18229,2,1,3,1,5,3,0
18230,1,1,1,5,1,2,0
18231,1,2,4,9,1,1,1
18232,2,6,6,11,5,1,0
18233,2,1,3,7,5,2,0
18234,1,2,3,5,0,1,0
18235,2,7,1,7,2,1,1
18236,2,1,5,5,3,2,0
18237,2,1,1,5,0,1,0
18238,1,1,3,3,2,2,1
18239,2,1,1,5,6,1,0
18240,1,3,3,3,1,1,0
18241,1,2,6,7,5,3,1
18242,1,6,2,6,0,1,0
18243,2,1,5,7,2,1,1
18244,2,2,6,2,5,1,1
18245,1,5,6,8,3,1,0
18246,2,2,1,5,3,1,0
18247,1,1,6,1,0,1,0
18248,2,1,5,4,4,2,1
18249,2,1,1,7,3,3,1
18250,2,2,6,1,2,1,0
18251,1,3,6,11,5,1,0
18252,1,8,1,5,0,1,0
18253,2,1,5,7,3,1,1
18254,1,1,3,3,5,1,1
18255,2,1,1,3,4,1,1
18256,1,1,1,5,2,1,1
18257,2,1,1,3,4,1,1
18258,2,6,5,5,3,1,1
18259,2,1,6,2,3,2,1
18260,1,1,5,6,2,3,0
18261,1,1,3,3,0,1,0
18262,1,4,3,5,2,1,1
18263,2,2,1,6,3,1,1
18264,2,4,5,5,3,1,0
18265,2,2,1,3,2,1,0
18266,1,4,2,6,1,1,1
18267,1,2,2,6,0,1,0
18268,2,1,1,3,5,1,0
18269,2,3,3,3,0,2,0
18270,1,1,1,5,3,1,1
18271,2,1,3,7,1,1,1
18272,1,1,2,3,0,1,0
18273,1,1,5,1,4,1,1
18274,2,2,3,5,0,1,0
18275,2,1,3,7,2,1,1
18276,1,6,1,8,0,2,1
18277,2,1,1,4,4,1,0
18278,1,1,1,2,4,1,1
18279,2,1,5,5,2,2,1
18280,2,2,4,5,5,1,0
18281,1,3,5,4,1,1,0
18282,2,6,1,5,0,1,1
18283,1,6,3,5,0,1,0
18284,1,8,1,7,2,2,1
18285,1,1,5,6,4,1,1
18286,2,2,1,2,1,1,0
18287,1,1,2,4,1,2,0
18288,1,2,3,3,6,1,2
18289,1,5,1,7,0,1,0
18290,1,1,3,6,3,2,0
18291,2,1,1,5,4,1,1
18292,2,2,2,5,0,1,0
18293,2,1,1,4,0,1,1
18294,2,1,1,4,5,3,1
18295,2,1,6,4,4,2,0
18296,1,1,5,3,0,1,1
18297,2,1,2,5,0,1,0
18298,2,1,3,4,0,1,1
18299,2,1,6,3,5,1,1
18300,1,1,1,6,4,3,2
18301,2,1,6,3,2,1,0
18302,2,1,1,3,4,2,1
18303,2,1,6,3,4,1,1
18304,1,1,1,4,4,1,1
18305,2,1,1,3,1,1,0
18306,1,1,4,6,1,2,1
18307,1,1,1,4,3,3,1
18308,1,2,6,7,0,2,0
18309,2,1,6,3,5,1,1
18310,2,1,1,6,1,1,0
18311,2,1,3,2,1,2,0
18312,1,6,3,3,2,2,0
18313,2,1,1,6,5,1,0
18314,2,2,6,7,7,1,1
18315,1,1,2,4,1,1,0
18316,2,6,1,7,0,1,0
18317,2,1,1,5,4,1,0
18318,2,1,1,5,3,1,0
18319,2,8,2,5,0,1,1
18320,1,2,4,5,2,1,1
18321,1,1,3,5,5,1,1
18322,1,1,6,3,5,1,0
18323,1,9,4,5,2,2,0
18324,2,1,4,3,0,2,1
18325,2,1,5,3,6,2,1
18326,1,1,1,6,1,1,2
18327,1,1,3,2,3,2,0
18328,1,1,1,3,4,2,1
18329,2,8,6,4,3,1,0
18330,2,2,6,5,6,3,1
18331,1,2,3,3,0,2,0
18332,2,1,2,5,1,1,1
18333,1,1,1,9,3,1,1
18334,2,1,1,5,6,1,0
18335,2,2,2,5,0,1,1
18336,1,1,2,5,3,2,0
18337,2,1,5,3,3,1,1
18338,1,2,1,7,0,1,1
18339,2,8,1,5,0,1,0
18340,1,1,3,3,3,2,1
18341,1,1,1,6,6,1,1
18342,2,2,6,7,1,3,1
18343,1,1,5,1,0,2,0
18344,1,2,2,5,3,1,1
18345,2,1,1,5,5,1,0
18346,1,1,1,5,6,1,0
18347,1,6,4,3,5,1,1
18348,1,1,1,3,3,1,1
18349,2,2,5,5,4,1,0
18350,1,1,2,8,0,1,0
18351,1,1,6,4,5,1,0
18352,2,8,1,8,0,1,0
18353,2,2,3,9,5,3,1
18354,1,2,1,3,5,1,1
18355,1,8,1,6,0,1,0
18356,1,1,5,3,3,1,1
18357,1,2,1,5,3,1,0
18358,1,2,1,6,5,1,0
18359,1,1,1,5,3,1,0
18360,1,7,4,6,0,2,0
18361,2,2,1,8,0,1,0
18362,2,2,2,5,0,1,1
18363,2,1,5,3,1,2,1
18364,1,1,1,7,3,1,0
18365,1,2,2,5,0,1,1
18366,1,1,4,2,2,1,1
18367,2,9,6,2,2,1,1
18368,2,2,2,3,0,2,1
18369,2,1,6,5,0,1,0
18370,2,1,1,10,6,1,1
18371,2,1,2,5,7,2,2
18372,2,3,6,12,6,1,1
18373,1,7,1,5,4,2,0
18374,2,8,1,1,2,2,1
18375,1,1,4,4,5,1,0
18376,1,8,4,5,5,2,0
18377,1,2,3,2,3,2,0
18378,1,2,3,5,0,1,0
18379,2,1,2,6,5,1,1
18380,1,6,1,3,2,1,0
18381,2,3,5,7,6,2,1
18382,1,1,5,9,1,1,1
18383,2,2,1,7,1,1,0
18384,1,2,1,5,0,1,0
18385,2,1,1,2,3,1,1
18386,2,2,4,3,3,2,1
18387,2,1,6,3,5,1,0
18388,2,1,1,8,9,1,0
18389,2,1,4,8,2,1,2
18390,1,1,2,1,2,1,1
18391,1,1,1,5,4,1,1
18392,2,1,3,5,5,2,0
18393,1,1,2,8,9,2,0
18394,1,1,1,2,3,1,0
18395,1,2,1,7,0,1,0
18396,1,1,4,2,4,2,0
18397,1,1,1,7,5,1,0
18398,1,1,1,2,1,1,1
18399,2,1,2,7,9,1,1
18400,2,1,3,1,3,1,1
18401,2,1,1,5,0,3,1
18402,2,1,4,4,2,2,1
18403,1,1,1,10,2,1,2
18404,2,1,6,5,4,3,1
18405,2,1,1,4,1,2,1
18406,2,1,6,4,2,1,0
18407,1,1,4,3,6,1,1
18408,1,1,6,7,3,3,1
18409,1,1,1,2,5,1,1
18410,1,1,3,7,4,1,1
18411,1,1,2,4,2,2,2
18412,1,2,3,2,5,1,1
18413,1,1,1,5,7,1,0
18414,2,1,4,4,0,2,1
18415,1,2,6,7,4,3,1
18416,2,1,4,7,2,1,2
18417,2,1,3,7,6,1,1
18418,2,1,1,3,0,1,0
18419,2,1,4,8,1,2,1
18420,2,5,4,7,4,2,0
18421,2,1,2,4,5,1,0
18422,2,1,4,5,4,2,1
18423,2,2,6,7,4,1,1
18424,2,2,4,7,3,2,1
18425,1,2,1,2,3,1,0
18426,2,1,1,5,4,1,0
18427,2,5,4,4,1,3,2
18428,2,1,1,5,0,1,0
18429,2,1,5,4,2,2,0
18430,2,2,3,2,5,1,1
18431,1,1,1,5,4,1,0
18432,1,1,5,7,3,1,0
18433,1,1,1,5,6,1,1
18434,2,1,1,3,1,2,0
18435,1,2,6,9,8,1,1
18436,1,1,3,5,5,1,1
18437,2,2,2,5,0,1,0
18438,2,1,1,5,3,1,0
18439,1,1,1,2,5,1,1
18440,2,1,3,3,6,2,1
18441,2,2,1,3,3,3,1
18442,2,1,1,3,4,1,1
18443,2,6,1,5,2,1,0
18444,1,2,1,5,4,1,1
18445,2,2,6,5,5,1,1
18446,1,1,6,4,1,1,0
18447,2,6,1,11,2,1,0
18448,1,5,3,6,4,2,0
18449,2,2,5,1,6,3,0
18450,1,1,1,6,6,1,2
18451,1,2,1,7,2,1,2
18452,2,6,1,2,4,1,0
18453,1,8,3,1,4,2,0
18454,2,8,1,6,3,1,2
18455,2,7,1,4,2,2,1
18456,1,2,2,8,0,2,2
18457,2,1,5,4,0,1,0
18458,1,2,1,5,0,1,0
18459,2,5,4,8,4,3,1
18460,2,4,2,5,2,3,2
18461,1,1,1,5,3,1,0
18462,1,6,4,5,4,1,1
18463,2,6,1,6,0,1,0
18464,2,6,2,5,0,1,0
18465,2,2,1,3,1,1,0
18466,2,2,4,2,1,2,1
18467,2,1,4,4,1,2,1
18468,1,1,1,7,1,3,1
18469,2,1,1,4,5,1,0
18470,2,2,1,5,0,1,0
18471,2,2,1,2,5,1,1
18472,1,9,1,2,5,1,1
18473,2,1,3,3,7,3,1
18474,1,1,1,6,2,1,2
18475,1,4,1,7,1,1,1
18476,1,1,1,8,5,1,0
18477,2,1,1,3,5,3,0
18478,2,2,6,6,4,3,1
18479,1,4,4,3,0,2,2
18480,2,2,6,4,7,1,0
18481,2,1,5,5,4,3,1
18482,1,1,6,5,4,2,0
18483,2,4,3,3,2,2,0
18484,2,1,1,6,2,1,2
18485,1,1,1,4,5,1,1
18486,1,1,1,3,1,1,1
18487,2,1,2,4,0,1,0
18488,1,1,1,8,3,1,2
18489,2,1,3,4,2,2,2
18490,2,2,5,4,1,1,0
18491,2,1,6,2,3,1,1
18492,2,2,6,7,2,2,0
18493,2,6,5,5,1,2,1
18494,2,2,6,5,2,1,0
18495,2,1,2,2,0,1,0
18496,1,5,4,3,6,1,1
18497,1,1,3,3,4,2,0
18498,2,1,2,5,0,3,0
18499,2,1,4,4,2,3,2
18500,2,1,1,3,1,1,1
18501,1,6,3,5,0,1,1
18502,1,1,3,4,3,1,1
18503,1,1,1,5,4,1,0
18504,1,2,3,2,5,1,1
18505,2,1,3,6,0,2,0
18506,1,1,6,4,4,1,1
18507,1,6,2,6,0,1,0
18508,2,1,2,3,2,1,0
18509,1,9,4,5,3,2,0
18510,2,1,5,3,1,3,0
18511,2,9,4,6,0,3,0
18512,1,1,4,5,2,1,1
18513,2,2,4,2,0,1,0
18514,1,1,4,3,2,1,0
18515,2,1,1,5,5,1,0
18516,2,1,1,3,4,1,1
18517,2,1,5,5,3,3,0
18518,2,2,1,5,0,1,1
18519,1,1,1,6,3,1,0
18520,2,1,6,7,5,3,1
18521,2,4,6,7,5,1,0
18522,1,7,3,7,2,1,1
18523,2,3,5,7,3,2,0
18524,1,1,1,5,3,2,1
18525,1,4,4,4,1,2,2
18526,1,1,2,3,2,3,0
18527,2,1,6,1,3,1,1
18528,1,1,2,2,4,3,1
18529,1,2,5,6,3,1,1
18530,1,2,4,5,6,1,1
18531,1,2,6,5,3,3,1
18532,2,1,5,4,0,2,1
18533,2,1,2,5,2,1,1
18534,1,1,1,7,3,1,2
18535,2,1,2,7,2,1,1
18536,1,1,1,7,5,1,0
18537,2,2,1,9,3,1,1
18538,1,1,1,5,2,2,1
18539,1,2,1,3,5,1,1
18540,2,1,6,3,4,1,1
18541,1,6,1,5,0,1,0
18542,2,5,1,10,2,1,2
18543,1,1,1,8,2,2,0
18544,2,3,4,4,0,2,2
18545,1,3,3,2,1,3,0
18546,1,2,4,5,2,1,1
18547,1,1,1,3,4,1,1
18548,2,1,6,4,5,1,0
18549,1,2,4,5,0,1,0
18550,1,2,1,5,0,1,0
18551,2,1,6,8,2,1,1
18552,2,6,5,6,1,2,0
18553,2,1,1,4,4,1,1
18554,2,8,2,6,0,1,0
18555,2,1,1,7,3,1,1
18556,2,3,1,3,2,1,1
18557,1,1,4,6,2,1,1
18558,2,2,3,5,1,1,1
18559,2,6,1,3,1,2,0
18560,1,2,4,9,2,2,1
18561,1,1,1,6,2,3,0
18562,1,2,1,5,0,1,0
18563,1,8,1,5,0,1,0
18564,2,2,4,6,3,1,2
18565,1,1,3,3,0,1,2
18566,2,5,5,2,2,2,1
18567,2,1,2,4,0,1,0
18568,1,1,1,8,2,1,1
18569,1,2,1,5,5,1,0
18570,2,2,1,6,3,1,0
18571,2,1,5,1,2,1,2
18572,2,1,4,4,0,3,1
18573,1,1,2,5,6,1,1
18574,1,1,2,11,4,1,1
18575,1,1,2,4,2,3,1
18576,2,4,1,4,5,1,0
18577,1,1,3,7,2,1,1
18578,1,1,2,2,1,2,0
18579,1,2,4,6,2,2,2
18580,1,6,2,3,1,3,0
18581,2,8,3,8,0,1,0
18582,1,1,5,4,3,1,1
18583,1,1,1,3,6,3,1
18584,2,2,6,7,1,1,1
18585,2,1,1,4,2,1,0
18586,1,2,1,3,3,1,0
18587,1,6,3,5,0,2,1
18588,2,1,2,5,6,1,1
18589,1,1,5,4,1,2,2
18590,1,1,1,5,0,2,0
18591,2,1,2,6,5,2,2
18592,2,1,4,8,2,2,0
18593,2,1,3,6,1,1,1
18594,1,1,1,4,4,1,0
18595,1,1,6,3,1,1,0
18596,2,1,5,4,2,3,1
18597,1,8,6,6,4,3,1
18598,1,6,2,7,0,1,0
18599,2,1,1,5,6,1,0
18600,1,1,2,5,0,2,0
18601,2,7,1,7,5,2,0
18602,2,1,4,2,1,1,1
18603,1,2,3,5,0,1,0
18604,2,1,4,4,4,1,1
18605,1,1,1,3,3,2,1
18606,1,6,1,3,1,2,0
18607,1,1,1,2,2,1,0
18608,2,1,1,2,4,3,1
18609,1,1,4,5,4,3,0
18610,2,1,3,1,1,1,1
18611,2,2,1,5,0,1,1
18612,1,7,2,4,1,3,1
18613,1,4,4,5,0,1,0
18614,2,1,1,9,3,1,0
18615,1,1,6,2,4,1,0
18616,1,6,1,3,7,1,1
