,RAC1P,SEX,EDU,PINCP_DECILE,HOUSING_TYPE,MSP,OWN_RENT
17008,6,1,2,0,1,3,0
17009,5,1,2,0,1,5,2
17010,9,1,8,4,2,4,0
17011,1,1,6,4,1,6,1
17012,7,1,5,1,2,1,2
17013,9,2,7,1,3,4,0
17014,6,1,3,2,1,5,2
17015,1,2,5,3,1,6,1
17016,1,2,3,8,1,2,0
17017,9,1,9,6,1,1,1
17018,1,2,7,0,1,6,2
17019,7,2,5,4,1,5,1
17020,1,2,7,4,1,3,2
17021,1,2,5,3,1,1,1
17022,1,1,5,5,3,1,1
17023,1,2,9,1,1,2,2
17024,1,2,4,4,1,4,2
17025,1,1,7,6,1,3,1
17026,2,2,8,3,1,2,0
17027,1,2,2,1,1,6,2
17028,2,1,5,6,1,1,1
17029,1,2,5,2,1,1,2
17030,1,1,5,1,1,4,1
17031,1,2,2,1,3,4,0
17032,1,1,5,2,1,1,1
17033,8,2,1,8,1,4,2
17034,1,2,7,7,3,2,2
17035,1,2,5,3,3,1,0
17036,1,1,8,3,1,4,1
17037,2,1,4,3,1,1,0
17038,1,2,2,1,2,4,0
17039,2,1,7,9,1,4,1
17040,1,1,7,2,1,3,2
17041,1,2,9,6,1,1,1
17042,1,2,7,7,1,4,1
17043,1,1,5,2,1,1,2
17044,9,1,1,2,1,6,0
17045,9,2,10,3,1,2,1
17046,1,2,4,5,1,2,0
17047,1,1,5,1,1,1,1
17048,1,2,5,9,3,1,0
17049,9,2,10,5,1,6,1
17050,1,1,5,0,1,6,1
17051,1,2,6,7,1,1,1
17052,1,1,1,0,1,4,1
17053,1,1,6,4,1,4,0
17054,1,1,6,6,1,1,1
17055,1,1,1,5,2,3,0
17056,1,1,4,5,2,1,0
17057,1,2,4,7,1,6,2
17058,7,2,12,9,1,3,1
17059,1,1,2,1,1,5,0
17060,6,1,5,3,1,3,2
17061,1,2,9,7,2,6,1
17062,1,2,6,4,3,1,0
17063,1,2,6,0,3,1,0
17064,6,1,4,4,3,1,0
17065,1,2,8,0,3,1,0
17066,7,2,3,6,1,4,2
17067,1,2,5,3,3,4,0
17068,1,2,12,9,2,4,0
17069,6,2,7,5,1,2,0
17070,1,2,11,7,3,3,0
17071,9,2,2,0,1,4,0
17072,6,2,2,5,1,5,2
17073,2,2,4,4,1,3,0
17074,9,2,5,1,2,3,0
17075,1,1,4,4,1,1,1
17076,1,1,6,6,1,1,1
17077,1,2,8,6,3,1,1
17078,1,2,5,5,1,1,1
17079,2,1,4,2,1,2,1
17080,9,1,7,4,1,3,2
17081,9,2,4,1,1,5,0
17082,2,2,5,2,1,6,0
17083,1,1,10,9,3,6,0
17084,1,1,10,4,1,1,1
17085,1,1,8,6,1,2,1
17086,9,2,9,5,3,3,1
17087,1,2,8,4,2,4,1
17088,6,1,9,6,3,4,1
17089,8,1,6,4,3,3,1
17090,1,2,9,5,1,3,2
17091,1,1,7,4,1,1,1
17092,1,2,5,4,1,4,0
17093,1,2,9,4,1,4,2
17094,2,1,7,9,1,1,1
17095,6,2,4,3,1,6,2
17096,1,1,6,0,1,1,1
17097,1,1,5,2,3,1,2
17098,1,2,7,5,1,4,1
17099,1,2,5,1,2,1,0
17100,5,2,5,9,1,4,0
17101,1,2,12,4,2,6,0
17102,1,2,3,7,3,1,1
17103,1,1,5,1,1,6,2
17104,1,2,11,6,1,1,1
17105,1,2,7,3,1,5,2
17106,1,1,1,4,1,1,1
17107,1,2,5,4,1,6,2
17108,1,1,5,3,1,1,2
17109,2,2,6,5,1,6,1
17110,1,2,8,5,3,6,1
17111,2,1,4,1,1,4,0
17112,1,1,8,5,1,1,0
17113,7,2,7,3,3,2,2
17114,1,1,9,6,1,4,2
17115,1,1,5,3,2,2,0
17116,8,2,8,5,1,1,1
17117,1,1,6,2,1,2,1
17118,9,2,3,2,2,2,0
17119,1,1,6,3,1,2,2
17120,1,2,7,8,1,6,2
17121,1,1,6,3,1,1,2
17122,1,1,5,4,1,4,1
17123,1,2,9,3,1,1,2
17124,5,1,5,2,3,4,1
17125,1,2,5,5,1,1,2
17126,9,2,4,4,1,6,1
17127,1,1,6,4,1,3,2
17128,1,2,5,4,1,4,2
17129,1,1,8,3,1,1,1
17130,1,1,8,8,1,5,0
17131,8,1,3,3,1,2,0
17132,1,1,9,8,3,6,1
17133,9,2,3,1,2,2,0
17134,1,1,10,8,1,1,1
17135,1,2,5,8,1,6,1
17136,1,2,6,4,1,1,1
17137,1,2,3,7,1,2,1
17138,2,1,5,0,3,1,0
17139,1,1,8,4,3,4,1
17140,1,2,8,7,3,2,0
17141,1,1,5,3,3,5,1
17142,9,1,1,1,1,1,1
17143,5,1,7,0,1,3,0
17144,1,2,5,5,1,1,2
17145,6,2,12,6,1,1,0
17146,2,2,8,5,3,4,1
17147,8,2,9,9,2,2,0
17148,6,1,3,2,1,5,0
17149,1,2,8,3,1,1,2
17150,1,1,11,5,1,1,1
17151,1,1,5,9,1,4,2
17152,1,1,6,4,1,1,1
17153,2,2,5,3,1,1,2
17154,9,2,4,3,1,3,2
17155,2,1,4,4,1,1,2
17156,1,1,5,2,1,3,2
17157,1,2,8,4,1,6,0
17158,1,2,5,8,1,5,2
17159,1,1,7,4,1,3,2
17160,1,1,7,1,1,1,1
17161,1,2,1,0,1,6,2
17162,5,2,6,9,1,2,2
17163,2,2,6,4,2,4,2
17164,1,2,4,0,1,1,2
17165,1,2,5,2,2,5,0
17166,1,2,5,5,1,1,1
17167,1,1,4,1,3,1,1
17168,1,2,7,7,3,1,2
17169,9,2,4,6,1,1,1
17170,1,1,1,0,1,5,0
17171,2,2,6,1,1,4,1
17172,2,2,3,6,1,2,2
17173,7,2,5,6,3,6,1
17174,1,1,5,7,1,3,1
17175,1,1,7,2,2,1,2
17176,1,2,1,1,1,4,0
17177,1,1,9,4,1,3,1
17178,1,1,7,4,1,1,2
17179,1,2,4,5,1,1,0
17180,1,2,5,5,1,1,1
17181,2,2,6,2,1,1,1
17182,1,2,5,2,3,1,2
17183,1,2,3,0,1,3,0
17184,1,2,5,0,1,3,1
17185,1,1,9,4,1,3,1
17186,1,1,5,1,1,3,2
17187,1,2,9,4,2,1,0
17188,1,2,6,4,1,1,1
17189,9,2,10,3,1,6,1
17190,2,1,6,1,1,5,1
17191,9,1,3,0,2,2,0
17192,2,1,9,9,1,1,1
17193,1,2,5,8,1,6,1
17194,1,2,2,8,1,3,1
17195,1,2,5,9,1,1,1
17196,2,2,3,2,1,4,2
17197,2,1,6,1,1,3,2
17198,1,1,6,6,1,4,1
17199,1,1,12,7,1,6,0
17200,1,1,5,0,1,3,2
17201,5,1,7,1,1,2,1
17202,1,2,5,6,3,4,1
17203,1,2,12,5,1,6,0
17204,1,2,3,0,3,2,0
17205,1,2,9,7,1,6,2
17206,6,2,12,8,1,6,2
17207,1,1,7,3,1,4,2
17208,1,2,7,8,2,4,1
17209,2,1,8,4,1,6,1
17210,1,1,5,7,1,1,1
17211,1,1,5,4,1,5,0
17212,2,2,6,2,1,6,2
17213,1,1,8,5,1,1,2
17214,6,1,5,4,1,1,1
17215,1,1,2,0,3,2,0
17216,1,2,3,0,3,6,2
17217,9,1,10,5,1,1,1
17218,1,2,4,3,1,3,0
17219,1,1,8,3,1,1,1
17220,1,2,8,7,1,6,1
17221,1,1,7,4,1,4,1
17222,4,1,7,1,1,3,0
17223,1,2,7,0,1,5,2
17224,1,1,5,5,3,1,2
17225,2,2,5,3,3,1,2
17226,8,1,9,6,3,4,1
17227,1,1,8,0,1,1,2
17228,9,2,12,6,1,3,0
17229,1,1,11,4,1,3,1
17230,2,2,8,0,1,1,2
17231,6,1,3,6,1,6,0
17232,5,1,8,2,1,6,1
17233,1,1,7,3,1,6,2
17234,6,1,8,6,1,3,1
17235,1,2,4,5,1,1,2
17236,5,2,4,9,3,1,0
17237,1,2,7,3,2,1,1
17238,1,2,5,3,1,3,1
17239,1,1,5,6,1,4,1
17240,1,1,5,5,1,6,1
17241,7,1,4,4,1,5,0
17242,8,2,6,5,2,4,1
17243,1,1,9,8,1,1,1
17244,1,2,5,4,3,4,0
17245,1,2,7,8,1,3,1
17246,1,2,7,1,2,3,0
17247,8,2,5,6,3,5,1
17248,2,2,5,5,1,1,1
17249,1,1,5,3,1,4,0
17250,9,2,6,4,1,2,1
17251,5,1,7,5,1,1,2
17252,1,2,6,5,1,1,1
17253,1,1,5,0,3,1,0
17254,1,1,5,0,3,4,0
17255,1,1,5,4,1,4,2
17256,1,1,4,5,1,3,1
17257,1,2,7,6,1,2,0
17258,9,1,9,6,1,1,1
17259,1,2,5,4,2,3,0
17260,1,1,7,9,1,1,1
17261,1,1,12,5,1,1,1
17262,4,2,5,5,3,4,2
17263,1,2,7,8,1,6,1
17264,1,2,3,1,1,2,0
17265,1,1,6,4,1,3,1
17266,2,2,8,0,2,1,2
17267,8,1,7,0,1,3,0
17268,1,1,4,4,1,5,2
17269,1,2,3,0,1,5,1
17270,1,2,5,7,1,1,1
17271,1,2,1,2,1,6,1
17272,1,2,7,2,1,6,2
17273,1,1,3,0,1,3,2
17274,1,1,7,4,3,6,1
17275,1,1,2,1,3,4,1
17276,2,1,7,7,1,1,1
17277,1,2,7,4,1,6,1
17278,1,2,4,3,1,6,0
17279,1,2,7,5,1,1,0
17280,1,2,4,5,1,4,1
17281,9,1,7,6,1,2,0
17282,1,1,5,7,1,4,0
17283,1,2,5,4,1,1,1
17284,1,2,5,3,1,3,2
17285,1,1,5,3,1,6,1
17286,2,2,8,1,1,3,1
17287,1,1,5,6,1,4,1
17288,1,2,5,0,1,5,0
17289,9,2,3,6,3,2,0
17290,1,1,4,3,1,1,1
17291,1,1,5,4,1,6,1
17292,6,2,5,6,1,2,0
17293,1,2,11,5,1,2,2
17294,1,2,8,3,1,1,1
17295,4,1,6,0,3,4,0
17296,1,1,10,3,3,1,0
17297,1,1,4,3,1,2,1
17298,2,2,7,4,2,6,2
17299,1,2,7,6,1,1,0
17300,7,1,7,0,1,3,2
17301,1,1,8,2,2,1,0
17302,1,2,6,5,1,3,1
17303,7,1,7,1,1,4,1
17304,3,1,6,5,1,6,1
17305,1,1,9,3,1,1,1
17306,1,1,9,5,1,1,1
17307,1,2,8,8,1,3,1
17308,2,2,8,7,1,5,1
17309,8,2,5,6,1,6,0
17310,2,1,8,9,3,3,2
17311,1,2,1,2,3,6,2
17312,6,1,7,6,1,1,2
17313,1,2,3,1,3,2,0
17314,1,2,5,5,1,5,1
17315,1,1,7,3,3,1,1
17316,1,2,5,6,1,2,1
17317,1,2,5,4,1,6,2
17318,1,2,5,2,1,4,1
17319,1,1,8,5,1,1,0
17320,1,2,2,1,1,4,1
17321,1,1,8,6,1,3,1
17322,1,2,4,4,1,4,0
17323,1,2,11,4,1,2,0
17324,1,1,6,6,1,1,1
17325,1,2,9,5,1,1,1
17326,1,2,2,7,3,6,0
17327,9,1,4,8,2,2,0
17328,1,1,2,1,3,5,2
17329,1,2,5,0,1,3,2
17330,1,1,9,6,1,5,1
17331,6,1,5,1,3,2,1
17332,1,1,5,5,2,4,1
17333,1,1,6,3,1,2,2
17334,1,2,9,7,3,5,2
17335,8,1,4,3,1,6,1
17336,2,2,3,9,1,4,1
17337,1,1,7,0,1,1,1
17338,1,1,7,6,1,6,1
17339,1,1,5,1,1,1,2
17340,1,1,7,4,1,3,0
17341,2,1,5,0,2,1,0
17342,9,1,5,4,3,1,2
17343,2,1,6,4,1,5,1
17344,1,2,5,5,1,1,1
17345,1,1,5,4,1,1,2
17346,1,1,1,0,1,2,2
17347,2,2,7,3,1,1,1
17348,9,2,12,6,1,1,1
17349,1,1,4,5,1,5,1
17350,1,1,8,2,1,1,1
17351,2,2,4,5,1,5,0
17352,1,1,1,1,1,3,1
17353,1,2,9,8,1,1,1
17354,1,1,5,2,1,2,1
17355,2,1,12,3,3,1,0
17356,2,2,6,0,1,1,2
17357,9,1,1,0,1,6,2
17358,1,1,7,8,3,6,0
17359,1,2,7,1,1,2,2
17360,9,2,3,5,1,6,0
17361,1,1,7,4,1,4,0
17362,2,1,5,3,1,5,0
17363,2,1,4,3,1,6,2
17364,9,2,10,8,1,6,1
17365,1,2,5,2,1,6,2
17366,6,1,5,3,1,3,0
17367,1,2,7,4,1,4,0
17368,2,2,5,8,1,3,1
17369,1,2,7,9,1,1,1
17370,2,1,6,3,1,2,2
17371,4,1,6,7,1,1,1
17372,1,1,5,4,1,6,1
17373,1,2,1,1,1,5,2
17374,3,1,8,2,1,3,2
17375,8,1,6,8,1,1,1
17376,9,1,11,6,1,6,0
17377,2,1,2,1,1,3,2
17378,9,2,7,1,2,1,1
17379,3,1,3,2,1,5,2
17380,1,2,7,9,1,5,0
17381,9,2,11,9,1,6,0
17382,1,1,7,8,1,1,1
17383,6,1,1,2,1,4,2
17384,9,2,3,3,1,4,2
17385,1,1,9,3,1,3,0
17386,1,2,5,4,3,1,2
17387,2,1,8,6,1,1,1
17388,3,1,2,5,1,4,0
17389,1,2,5,3,1,3,1
17390,1,2,5,9,1,6,1
17391,2,1,4,5,1,6,1
17392,1,1,5,0,1,1,1
17393,1,2,1,3,1,4,1
17394,2,1,8,5,1,2,1
17395,1,1,3,3,1,6,0
17396,1,2,9,4,1,6,2
17397,5,2,3,5,1,1,2
17398,1,2,7,7,1,1,0
17399,2,2,9,6,1,1,1
17400,8,2,8,3,1,3,2
17401,1,2,2,3,3,6,2
17402,5,2,6,6,1,1,1
17403,1,2,8,5,1,6,1
17404,1,1,4,7,1,6,0
17405,1,2,3,4,1,5,1
17406,1,1,10,7,1,5,1
17407,9,2,10,3,1,4,2
17408,9,1,1,3,1,3,1
17409,1,2,10,8,1,6,1
17410,2,1,8,0,3,5,0
17411,6,2,9,7,3,4,0
17412,2,2,9,4,3,4,2
17413,1,1,8,0,1,1,1
17414,3,1,3,2,1,5,0
17415,1,2,5,3,2,5,0
17416,1,1,10,8,1,4,1
17417,1,2,4,6,1,5,2
17418,1,1,5,5,2,1,1
17419,1,2,4,4,1,4,2
17420,8,2,6,8,1,2,1
17421,1,2,4,7,3,1,0
17422,1,2,3,0,1,4,1
17423,1,1,6,4,1,3,1
17424,9,2,7,9,1,1,1
17425,1,1,5,1,1,6,0
17426,9,1,6,8,2,3,2
17427,1,2,3,6,3,1,0
17428,1,2,7,2,3,6,0
17429,1,1,2,0,2,2,0
17430,1,1,7,2,1,6,0
17431,1,2,5,3,1,6,2
17432,1,1,7,0,1,5,0
17433,1,2,6,0,1,3,1
17434,1,2,6,5,1,1,2
17435,1,2,6,0,3,1,0
17436,2,1,4,3,2,3,2
17437,9,2,5,6,3,4,0
17438,1,2,8,4,3,1,2
17439,1,1,7,3,1,2,1
17440,1,1,6,2,1,1,0
17441,1,1,8,7,1,2,1
17442,2,2,6,2,1,1,2
17443,1,1,9,9,1,4,2
17444,1,1,3,2,1,6,2
17445,6,1,6,0,2,5,2
17446,2,2,4,6,1,2,2
17447,1,1,5,2,2,2,0
17448,1,1,5,4,3,1,1
17449,2,1,7,1,1,2,2
17450,8,1,7,3,2,1,1
17451,1,1,8,3,1,1,1
17452,9,2,5,7,1,1,1
17453,1,2,9,5,1,3,1
17454,1,1,8,7,1,2,2
17455,1,1,5,3,1,1,0
17456,1,1,9,6,1,2,0
17457,1,2,7,3,2,6,1
17458,1,1,5,2,1,3,1
17459,8,1,7,9,1,5,1
17460,1,2,3,3,1,1,1
17461,9,1,6,8,1,1,0
17462,1,2,7,7,1,2,2
17463,1,1,9,3,2,1,2
17464,2,1,7,2,1,2,1
17465,9,2,3,7,1,4,1
17466,1,1,4,2,1,5,1
17467,1,2,5,0,1,6,2
17468,1,2,1,1,1,1,2
17469,1,1,9,4,1,4,0
17470,1,1,9,3,1,6,1
17471,9,1,3,4,3,5,2
17472,9,1,7,3,1,1,2
17473,2,2,9,5,2,4,0
17474,9,1,3,5,2,5,0
17475,1,2,9,8,1,3,1
17476,1,2,6,4,3,4,2
17477,1,2,6,3,2,3,0
17478,1,1,5,3,1,1,2
17479,1,1,5,0,1,4,0
17480,2,1,6,6,1,5,0
17481,1,2,3,2,1,2,1
17482,7,2,10,4,1,1,1
17483,1,1,8,3,3,1,1
17484,1,1,5,4,1,4,2
17485,8,2,11,6,3,1,0
17486,2,2,5,3,3,1,1
17487,8,2,3,5,1,4,0
17488,2,1,8,4,1,4,2
17489,1,2,8,2,1,4,2
17490,2,1,4,4,3,3,2
17491,1,1,4,1,1,6,0
17492,2,1,7,4,1,1,0
17493,1,1,2,0,1,2,0
17494,2,2,7,8,1,4,2
17495,1,2,7,0,2,1,0
17496,1,2,9,4,1,6,0
17497,1,1,6,8,1,2,1
17498,8,1,4,4,3,5,2
17499,1,1,5,3,2,1,0
17500,1,1,5,4,1,4,0
17501,1,2,5,5,1,5,2
17502,2,1,7,2,1,1,0
17503,1,1,9,7,1,1,1
17504,1,1,3,2,1,3,1
17505,7,1,5,0,1,3,1
17506,1,2,7,0,1,4,1
17507,2,2,7,3,1,1,0
17508,9,2,5,8,1,6,2
17509,9,1,1,2,1,5,1
17510,6,1,9,9,1,1,1
17511,1,2,6,8,1,3,0
17512,8,1,6,6,1,3,1
17513,2,2,7,0,1,1,1
17514,1,2,4,0,1,2,0
17515,1,1,9,7,1,1,1
17516,2,2,8,5,1,6,1
17517,9,1,4,7,1,6,0
17518,7,1,5,0,1,3,1
17519,1,2,1,0,1,6,2
17520,8,1,5,0,1,3,0
17521,1,2,7,2,1,2,0
17522,6,1,5,6,1,1,1
17523,9,1,2,1,2,3,2
17524,7,1,8,4,1,2,1
17525,1,1,3,5,1,4,2
17526,1,1,9,5,2,3,2
17527,1,2,5,0,1,1,1
17528,1,1,6,7,1,1,1
17529,1,1,5,9,1,2,1
17530,1,2,3,1,1,4,2
17531,2,1,6,4,1,3,2
17532,9,2,1,5,1,6,2
17533,2,2,9,4,1,1,1
17534,1,2,6,5,1,3,2
17535,2,2,8,4,1,4,1
17536,1,1,5,2,1,1,1
17537,1,2,5,4,1,3,2
17538,1,2,5,9,1,6,1
17539,2,1,7,4,1,6,0
17540,1,2,5,5,1,3,1
17541,1,2,4,3,3,6,2
17542,1,1,5,4,1,5,1
17543,1,2,1,2,1,2,1
17544,7,1,10,4,1,2,2
17545,2,1,7,4,1,1,0
17546,1,1,3,1,1,3,2
17547,8,2,6,2,1,6,0
17548,1,1,8,5,1,1,0
17549,1,1,8,0,1,1,2
17550,6,2,9,6,3,4,1
17551,9,1,9,4,3,6,2
17552,2,2,9,5,1,3,1
17553,1,2,2,2,1,4,1
17554,2,2,4,2,1,5,2
17555,1,1,5,6,1,3,0
17556,2,1,5,6,1,4,1
17557,1,2,5,3,1,3,2
17558,1,2,10,9,1,1,1
17559,8,2,6,4,1,6,2
17560,1,2,4,3,1,3,0
17561,1,2,5,3,1,1,1
17562,1,1,6,2,1,1,0
17563,1,2,1,6,1,3,1
17564,1,1,7,5,2,6,0
17565,1,2,5,4,1,1,2
17566,2,1,5,1,1,4,2
17567,1,2,6,3,1,6,0
17568,9,2,7,1,1,1,2
17569,6,2,7,5,3,3,2
17570,1,2,5,9,3,6,0
17571,2,2,5,4,1,6,1
17572,1,1,10,6,3,5,1
17573,1,2,5,3,1,1,1
17574,1,2,6,3,1,6,2
17575,1,1,4,7,1,6,0
17576,4,1,7,0,1,2,0
17577,1,2,10,5,1,1,1
17578,1,1,10,7,1,1,1
17579,1,1,4,6,1,2,1
17580,1,1,7,6,1,1,2
17581,1,1,10,7,3,4,1
17582,1,1,5,8,3,3,0
17583,1,2,4,2,1,1,1
17584,1,2,8,3,3,1,0
17585,1,2,7,3,3,5,0
17586,1,1,3,2,3,4,0
17587,1,2,9,6,1,1,1
17588,2,1,1,2,1,1,1
17589,1,2,5,4,1,4,2
17590,6,2,7,4,3,1,1
17591,1,2,7,7,3,1,2
17592,9,2,5,4,1,5,1
17593,1,1,10,1,1,2,0
17594,2,1,2,1,2,5,0
17595,1,1,7,2,1,1,2
17596,9,2,4,5,1,3,1
17597,1,2,4,3,1,5,1
17598,5,2,5,4,1,1,0
17599,1,2,7,9,1,1,1
17600,1,2,9,8,1,1,1
17601,1,2,6,5,3,4,1
17602,1,2,4,9,3,2,2
17603,1,1,1,0,1,2,0
17604,1,1,5,0,1,6,0
17605,1,2,7,5,1,2,1
17606,2,1,8,8,1,4,0
17607,6,1,12,4,1,6,2
17608,6,2,7,2,3,6,2
17609,1,1,10,9,1,4,1
17610,1,2,5,3,1,6,2
17611,9,1,12,9,1,1,1
17612,2,1,7,3,1,6,2
17613,1,1,5,4,1,5,0
17614,1,2,5,1,1,5,1
17615,9,2,5,2,3,2,0
17616,2,2,5,2,1,1,2
17617,3,1,5,7,3,1,2
17618,1,2,5,3,3,6,0
17619,1,2,1,9,2,5,0
17620,9,2,2,0,3,5,1
17621,1,2,8,3,1,4,2
17622,9,1,3,0,2,1,0
17623,1,1,5,8,1,3,2
17624,1,2,6,1,1,6,2
17625,1,1,9,6,1,1,2
17626,1,1,5,0,1,6,2
17627,2,2,5,3,1,6,1
17628,1,1,5,0,1,5,0
17629,1,2,7,8,1,1,1
17630,1,2,10,8,2,4,1
17631,9,2,9,1,1,3,1
17632,1,2,5,3,1,3,0
17633,1,2,5,6,1,3,0
17634,1,1,5,8,1,1,1
17635,7,1,5,4,1,5,2
17636,1,2,2,3,3,6,2
17637,1,2,6,2,1,1,2
17638,1,1,3,2,2,1,2
17639,1,2,7,1,3,6,2
17640,9,2,5,1,3,3,0
17641,1,1,7,3,1,4,1
17642,1,2,3,2,2,4,2
17643,1,2,7,7,1,6,1
17644,1,1,9,2,3,5,0
17645,1,1,9,3,1,4,0
17646,1,2,4,1,3,6,0
17647,9,1,1,1,1,4,2
17648,2,2,3,4,2,1,0
17649,2,1,4,4,1,4,1
17650,5,1,7,0,3,2,0
17651,1,1,5,8,1,3,0
17652,1,1,1,9,1,5,1
17653,1,1,12,8,1,4,0
17654,6,1,11,8,3,1,0
17655,1,2,5,4,2,1,2
17656,1,1,3,4,1,1,1
17657,1,2,5,9,3,5,2
17658,1,2,8,4,1,3,1
17659,9,2,3,0,2,3,0
17660,1,2,4,9,1,5,2
17661,2,2,5,6,1,1,1
17662,1,1,6,6,2,2,1
17663,1,1,8,5,1,6,1
17664,1,1,5,4,1,1,1
17665,1,2,4,6,2,3,1
17666,1,2,7,7,1,5,1
17667,1,2,4,5,1,3,1
17668,2,1,2,5,1,2,1
17669,6,1,2,2,1,5,2
17670,9,1,4,4,1,3,2
17671,9,2,8,1,1,5,1
17672,6,2,8,4,2,3,1
17673,1,2,5,7,1,3,1
17674,9,2,5,4,2,3,0
17675,2,2,11,6,2,3,1
17676,1,1,3,2,1,4,2
17677,1,1,10,9,1,1,1
17678,1,2,5,7,1,1,1
17679,6,1,10,9,1,5,1
17680,1,1,5,1,1,1,1
17681,1,2,11,1,1,4,1
17682,2,2,5,2,2,4,2
17683,1,1,7,8,1,1,1
17684,1,1,5,1,1,2,1
17685,5,1,2,2,1,5,2
17686,1,1,7,4,1,4,2
17687,1,2,3,8,2,1,1
17688,9,1,3,2,3,4,0
17689,2,1,8,2,1,5,2
17690,1,1,7,3,1,1,1
17691,1,2,5,6,1,1,1
17692,1,1,4,4,1,1,1
17693,1,1,8,2,1,1,2
17694,2,1,1,2,1,5,0
17695,1,1,12,8,2,4,0
17696,3,2,12,4,1,3,0
17697,9,1,9,4,3,4,0
17698,2,2,11,7,1,6,1
17699,1,1,7,0,1,5,2
17700,1,2,7,1,1,3,1
17701,2,1,9,5,1,4,1
17702,2,1,5,4,3,6,2
17703,1,1,10,0,3,6,0
17704,8,1,2,3,1,6,0
17705,8,1,1,5,2,3,0
17706,1,1,8,7,1,3,1
17707,1,1,3,7,1,1,1
17708,1,1,2,5,1,4,1
17709,1,1,6,6,1,6,1
17710,2,2,8,3,1,5,1
17711,1,2,7,2,3,4,0
17712,1,2,7,4,1,1,1
17713,3,1,12,7,3,1,0
17714,1,1,7,2,1,2,2
17715,1,1,8,8,3,1,0
17716,1,1,9,5,3,4,0
17717,8,1,10,8,1,5,0
17718,1,1,5,6,1,6,1
17719,1,1,7,4,1,5,1
17720,1,2,3,4,1,4,0
17721,2,1,8,5,1,1,1
17722,1,2,5,0,1,4,2
17723,2,2,1,1,2,3,0
17724,1,1,6,5,1,1,1
17725,1,1,4,3,1,1,0
17726,9,2,7,2,3,2,1
17727,9,2,8,6,1,2,1
17728,4,2,11,5,1,2,1
17729,1,2,5,4,3,4,2
17730,9,2,3,3,2,3,0
17731,9,2,5,7,1,6,1
17732,2,2,7,2,1,5,0
17733,8,2,11,7,2,5,0
17734,1,1,6,5,1,4,2
17735,1,2,9,5,1,4,1
17736,1,1,9,6,1,4,2
17737,2,1,7,1,1,4,2
17738,6,2,1,4,1,4,2
17739,1,1,5,4,1,1,2
17740,1,1,3,0,1,3,2
17741,9,1,5,3,1,2,0
17742,1,2,5,5,1,6,2
17743,1,1,5,4,1,4,0
17744,9,1,6,6,1,2,1
17745,1,2,9,4,1,1,2
17746,1,1,5,3,1,4,1
17747,1,1,6,0,1,6,0
17748,1,1,2,2,1,2,2
17749,1,1,7,3,1,1,1
17750,5,1,1,4,1,6,1
17751,1,1,9,1,2,6,0
17752,9,2,1,1,1,4,2
17753,1,2,5,8,1,5,1
17754,1,2,8,2,1,4,0
17755,8,2,5,4,1,3,1
17756,1,2,7,0,1,1,1
17757,1,1,5,5,1,1,0
17758,1,1,7,3,1,1,0
17759,2,2,10,0,3,3,0
17760,8,1,5,4,1,4,0
17761,1,1,2,4,1,1,0
17762,1,1,5,5,2,1,2
17763,1,1,5,5,1,4,1
17764,1,1,5,1,1,1,1
17765,1,1,9,6,1,1,1
17766,1,1,7,0,1,4,2
17767,1,1,1,6,2,6,0
17768,8,1,7,5,1,1,2
17769,1,2,4,6,1,3,1
17770,1,2,6,9,1,6,1
17771,1,2,10,7,3,3,1
17772,1,1,4,7,1,4,0
17773,2,1,8,0,1,3,1
17774,8,2,4,8,3,4,0
17775,1,2,5,8,3,2,1
17776,1,2,3,0,1,6,1
17777,1,1,6,4,1,1,0
17778,1,2,5,6,2,4,2
17779,1,2,5,8,3,3,0
17780,2,1,10,6,1,4,1
17781,6,2,12,6,1,4,0
17782,1,2,3,4,1,3,2
17783,2,1,5,2,1,4,2
17784,1,2,10,4,1,5,1
17785,8,1,10,9,1,6,1
17786,2,2,1,2,1,4,2
17787,1,1,7,4,2,1,0
17788,1,1,5,5,1,1,1
17789,1,2,6,1,3,1,0
17790,1,1,12,5,1,4,0
17791,7,1,4,3,1,4,0
17792,1,2,5,3,1,4,1
17793,1,2,5,2,1,1,1
17794,2,1,9,7,3,1,2
17795,1,1,4,3,1,1,0
17796,1,1,8,4,1,4,0
17797,1,2,6,1,1,5,0
17798,1,1,9,8,3,1,2
17799,1,1,2,0,1,2,2
17800,1,2,9,4,1,1,1
17801,1,2,7,4,1,1,2
17802,1,1,5,7,1,1,0
17803,2,1,6,4,1,3,1
17804,1,2,7,7,1,4,1
17805,1,2,8,0,1,1,2
17806,1,2,6,6,3,1,1
17807,9,2,1,2,1,6,1
17808,2,2,6,2,1,5,2
17809,1,1,4,2,1,6,0
17810,9,2,6,3,3,5,0
17811,1,2,5,5,1,1,0
17812,2,2,4,5,1,6,1
17813,1,1,3,7,1,1,1
17814,1,1,10,4,1,5,2
17815,1,1,9,2,1,1,2
17816,1,1,5,2,1,2,1
17817,8,1,3,9,1,5,1
17818,2,2,7,7,1,1,1
17819,1,2,7,6,1,2,0
17820,1,2,8,4,1,6,2
17821,2,2,8,1,3,1,0
17822,1,2,8,7,1,1,1
17823,1,1,10,5,1,5,1
17824,1,1,9,0,1,1,2
17825,2,2,3,0,1,1,0
17826,1,2,7,3,1,5,2
17827,2,2,2,6,3,6,1
