,SEX,RAC1P,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
20251,1,1,1,5,2,0,2
20252,2,2,5,5,6,1,1
20253,2,2,4,9,6,2,1
20254,2,1,4,8,6,1,1
20255,1,6,10,7,3,2,1
20256,1,6,5,3,4,2,1
20257,2,1,7,2,4,2,1
20258,1,1,2,3,1,1,1
20259,2,1,6,7,4,1,1
20260,2,1,2,4,2,2,2
20261,1,1,5,0,2,2,1
20262,2,1,6,2,1,2,1
20263,1,1,7,1,6,1,1
20264,1,1,5,4,6,0,3
20265,2,2,6,9,5,2,1
20266,2,1,6,4,2,2,1
20267,1,1,10,4,4,2,1
20268,2,1,8,6,1,2,1
20269,2,1,5,2,1,2,1
20270,1,9,9,4,5,2,1
20271,2,2,8,7,5,1,1
20272,1,2,5,3,3,0,1
20273,1,1,5,1,2,2,1
20274,1,1,9,0,1,1,2
20275,2,1,4,2,1,1,3
20276,2,2,4,2,6,2,1
20277,1,5,7,4,1,1,1
20278,1,1,5,5,1,1,1
20279,2,1,1,2,3,1,3
20280,2,1,3,5,2,1,3
20281,1,1,7,9,1,1,1
20282,1,2,3,3,6,0,1
20283,1,1,4,5,6,2,2
20284,2,6,3,5,3,1,2
20285,1,1,3,5,6,2,1
20286,1,1,1,4,3,1,1
20287,1,1,3,4,1,1,1
20288,2,8,3,3,5,1,1
20289,2,2,5,5,6,2,1
20290,2,1,11,9,1,1,1
20291,1,2,3,3,1,1,1
20292,1,1,7,1,4,0,2
20293,2,9,12,6,4,2,1
20294,1,9,8,1,1,0,3
20295,1,1,5,5,2,1,1
20296,1,2,3,0,6,2,3
20297,2,1,7,9,6,1,1
20298,1,1,6,6,3,2,1
20299,2,1,6,3,6,2,1
20300,2,1,5,9,2,1,1
20301,2,2,11,4,5,2,1
20302,2,1,6,2,6,1,1
20303,2,1,5,2,2,0,2
20304,1,1,1,0,1,0,1
20305,2,2,1,2,2,1,1
20306,2,1,9,9,6,2,1
20307,2,1,9,5,4,2,1
20308,1,1,4,5,1,2,1
20309,1,2,5,0,1,1,1
20310,1,1,4,4,5,0,1
20311,1,3,3,5,2,2,3
20312,2,1,7,3,3,2,1
20313,1,1,9,7,1,1,1
20314,2,1,5,4,1,2,1
20315,2,2,2,0,6,0,1
20316,2,2,7,1,1,2,1
20317,1,1,6,4,1,2,1
20318,1,1,1,1,3,1,1
20319,1,1,4,6,1,1,3
20320,2,1,5,4,6,1,1
20321,1,6,4,7,1,1,1
20322,1,2,9,7,2,2,1
20323,2,1,5,5,4,2,2
20324,2,1,4,2,4,2,1
20325,2,1,7,5,1,1,1
20326,1,1,5,3,3,2,1
20327,1,2,4,4,2,1,1
20328,2,9,7,5,1,2,1
20329,2,1,2,0,1,1,1
20330,2,1,4,3,2,1,1
20331,2,5,2,2,6,2,1
20332,1,1,4,8,5,1,1
20333,2,9,2,2,2,1,1
20334,1,1,4,2,2,2,2
20335,1,1,6,7,6,2,1
20336,2,1,10,9,1,1,1
20337,2,1,5,5,1,1,1
20338,1,2,1,3,6,2,1
20339,2,1,1,5,5,1,1
20340,1,2,1,9,4,1,1
20341,2,1,1,1,1,2,1
20342,2,1,2,0,5,2,2
20343,2,1,2,5,1,1,3
20344,1,1,7,4,4,0,2
20345,2,9,6,0,4,1,1
20346,1,1,3,4,4,2,1
20347,1,9,3,4,5,1,2
20348,2,1,12,8,1,1,1
20349,2,2,7,1,1,2,1
20350,2,2,5,8,5,2,1
20351,2,2,5,3,1,1,1
20352,2,1,2,5,3,0,3
20353,1,1,6,9,3,2,1
20354,1,1,1,1,6,0,1
20355,1,2,1,5,1,1,1
20356,1,1,5,2,1,2,1
20357,1,1,8,7,3,2,1
20358,2,1,8,5,4,1,1
20359,1,1,7,6,1,2,1
20360,2,1,3,4,4,2,1
20361,2,1,3,2,6,0,1
20362,1,9,9,3,1,0,1
20363,2,1,2,4,2,1,1
20364,1,4,5,4,4,1,3
20365,2,1,8,1,1,1,1
20366,2,1,9,6,2,2,1
20367,1,1,2,1,6,1,1
20368,1,1,4,4,3,1,3
20369,1,1,5,2,4,0,1
20370,2,1,2,1,2,2,1
20371,2,1,3,3,2,1,1
20372,1,1,4,2,6,2,1
20373,1,1,5,3,6,1,1
20374,2,2,1,4,1,1,1
20375,1,1,5,5,2,2,1
20376,1,4,9,2,4,2,1
20377,2,1,1,3,5,1,3
20378,2,1,4,2,2,1,2
20379,1,6,3,3,1,2,1
20380,1,1,5,5,1,1,1
20381,2,1,3,1,4,2,1
20382,2,2,5,5,2,2,1
20383,1,2,8,1,1,2,1
20384,2,1,3,4,1,1,1
20385,2,1,8,5,1,1,1
20386,1,1,7,0,2,1,1
20387,2,1,7,3,2,1,3
20388,2,1,2,5,2,1,1
20389,1,1,7,6,3,2,1
20390,2,1,9,8,4,2,1
20391,1,1,8,2,1,2,1
20392,1,1,5,6,3,1,1
20393,2,6,5,2,4,2,1
20394,2,9,1,2,1,0,2
20395,1,1,5,6,4,0,1
20396,1,9,4,3,5,1,1
20397,1,9,5,2,5,2,1
20398,1,2,10,8,6,1,1
20399,1,8,4,5,1,2,1
20400,2,1,4,3,2,1,1
20401,1,2,5,6,1,1,1
20402,1,1,5,7,2,2,1
20403,2,2,2,2,6,1,3
20404,2,1,2,2,1,1,1
20405,2,1,6,0,1,2,1
20406,1,1,3,3,3,2,1
20407,2,1,5,5,2,1,1
20408,2,2,6,6,1,2,1
20409,1,1,6,1,1,2,1
20410,1,1,5,6,4,1,1
20411,2,6,4,3,1,1,1
20412,2,1,7,0,4,1,1
20413,2,1,7,2,1,0,1
20414,1,1,5,0,1,1,1
20415,2,1,8,5,2,2,1
20416,1,9,4,2,6,1,3
20417,2,1,10,3,3,0,1
20418,2,1,4,2,6,2,1
20419,2,9,6,6,2,2,1
20420,1,1,5,2,6,2,1
20421,2,1,5,3,1,0,1
20422,1,1,5,4,4,2,2
20423,2,1,5,2,1,1,1
20424,2,1,2,4,2,1,3
20425,2,9,2,3,1,2,1
20426,2,2,2,3,1,2,1
20427,2,1,2,4,3,2,1
20428,1,1,5,2,6,2,2
20429,2,1,5,5,5,2,1
20430,1,1,9,2,5,0,2
20431,2,6,1,1,1,2,1
20432,1,1,5,3,1,1,1
20433,2,1,4,4,2,2,1
20434,2,1,11,4,1,2,1
20435,1,9,11,6,4,2,1
20436,1,1,4,3,1,1,3
20437,2,1,3,6,4,2,1
20438,1,1,5,2,1,1,3
20439,2,1,5,0,4,2,1
20440,1,5,5,4,4,1,1
20441,1,8,5,2,6,1,1
20442,2,1,7,3,1,1,1
20443,1,1,2,2,1,1,1
20444,2,8,5,5,4,2,3
20445,2,9,10,8,4,1,1
20446,1,1,5,3,1,0,3
20447,2,1,9,4,5,1,2
20448,1,8,5,1,6,1,2
20449,1,1,4,6,1,2,1
20450,1,1,5,4,3,1,1
20451,2,1,5,3,1,1,1
20452,2,9,2,0,3,2,3
20453,2,2,4,3,6,0,2
20454,1,1,1,1,2,1,1
20455,2,9,3,3,2,1,1
20456,1,1,5,8,4,0,1
20457,1,2,8,2,4,1,1
20458,1,2,5,0,4,2,1
20459,1,2,1,4,1,1,1
20460,1,8,5,2,1,2,1
20461,2,1,5,0,1,2,1
20462,2,1,5,2,2,2,1
20463,2,2,8,2,1,1,1
20464,1,1,6,5,1,1,1
20465,1,1,8,6,1,1,1
20466,2,1,1,4,2,0,1
20467,1,1,5,0,5,1,1
20468,1,1,7,2,2,2,1
20469,2,1,2,3,4,1,1
20470,1,1,5,1,5,2,1
20471,2,1,7,2,1,2,1
20472,2,1,9,1,3,1,1
20473,1,1,3,4,3,2,1
20474,1,6,1,1,1,2,1
20475,1,1,3,4,2,2,1
20476,2,2,4,8,4,2,1
20477,2,1,5,3,1,1,1
20478,2,9,1,3,6,2,1
20479,2,1,10,9,6,1,1
20480,2,1,4,1,6,2,1
20481,1,9,12,9,2,2,1
20482,1,1,8,0,1,1,1
20483,2,1,1,5,2,0,1
20484,2,1,2,4,1,1,1
20485,2,1,3,2,2,2,1
20486,2,1,5,6,4,2,1
20487,1,9,9,4,1,1,1
20488,1,1,5,1,1,2,1
20489,1,9,9,1,1,1,1
20490,2,6,5,9,1,2,1
20491,2,1,5,7,1,1,1
20492,2,6,5,6,1,2,1
20493,2,6,5,0,1,2,1
20494,2,1,5,7,1,2,1
20495,1,6,1,5,4,1,3
20496,2,1,4,4,2,1,3
20497,2,1,6,7,6,1,1
20498,1,1,4,8,6,1,1
20499,2,1,1,1,4,1,1
20500,1,1,4,1,2,1,1
20501,2,1,1,5,2,2,1
20502,2,1,5,4,5,2,1
20503,2,1,8,6,4,2,1
20504,2,2,4,1,6,2,2
20505,2,1,2,3,6,2,2
20506,2,2,9,6,1,0,1
20507,2,8,7,6,1,1,1
20508,1,1,9,6,6,2,3
20509,1,6,5,1,2,1,1
20510,2,1,3,7,2,1,2
20511,2,9,9,2,1,2,1
20512,2,1,5,3,1,1,1
20513,1,2,9,6,5,0,1
20514,2,1,1,4,6,2,1
20515,2,1,5,1,6,2,3
20516,2,9,2,6,1,0,1
20517,2,9,1,0,6,2,1
20518,2,1,5,1,4,2,1
20519,1,3,4,1,1,0,1
20520,1,2,5,5,3,1,1
20521,1,1,4,3,3,2,2
20522,1,8,5,6,1,1,1
20523,1,1,6,1,3,1,1
20524,2,1,9,5,4,1,1
20525,2,2,6,6,1,1,1
20526,1,1,9,7,1,2,1
20527,1,1,7,4,1,2,3
20528,2,5,2,5,2,1,2
20529,2,1,4,5,6,0,1
20530,1,1,7,7,6,2,1
20531,1,9,8,0,6,1,1
20532,1,9,1,0,4,1,1
20533,2,1,9,6,1,0,1
20534,2,1,3,6,3,1,1
20535,2,9,7,4,1,2,1
20536,1,1,4,4,6,2,3
20537,2,6,6,7,4,1,1
20538,2,6,10,8,5,2,1
20539,2,1,1,2,5,1,2
20540,2,1,1,5,4,2,2
20541,1,1,4,5,4,1,1
20542,1,6,4,3,4,2,1
20543,2,1,2,3,4,2,1
20544,1,1,3,4,6,2,1
20545,2,9,4,0,3,1,1
20546,2,1,6,1,5,1,2
20547,2,1,5,4,1,1,1
20548,1,2,5,4,1,1,1
20549,1,1,4,2,1,1,1
20550,1,1,5,6,6,2,1
20551,2,1,5,6,4,2,1
20552,1,1,5,7,6,2,1
20553,1,1,2,2,6,0,1
20554,2,1,5,2,5,2,3
20555,1,9,4,5,2,1,3
20556,1,1,5,1,4,2,1
20557,2,2,4,2,1,1,3
20558,1,1,4,3,1,2,1
20559,2,6,8,4,2,2,1
20560,2,1,4,5,6,1,1
20561,1,1,5,2,4,2,3
20562,1,1,5,2,1,2,1
20563,2,1,8,6,1,2,1
20564,1,9,5,2,6,1,2
20565,2,1,11,4,1,2,1
20566,1,1,5,7,3,2,1
20567,2,9,2,4,6,2,1
20568,1,1,5,7,1,2,1
20569,2,1,8,9,4,1,1
20570,2,9,5,3,1,2,1
20571,1,1,9,9,1,1,1
20572,1,1,5,7,2,2,1
20573,1,1,6,4,1,1,1
20574,1,9,4,0,5,1,3
20575,2,6,8,0,5,0,2
20576,1,1,7,1,1,2,1
20577,2,1,7,3,4,2,1
20578,2,8,3,3,2,1,1
20579,1,1,1,8,1,1,1
20580,1,1,5,3,1,1,1
20581,1,1,6,5,1,1,1
20582,2,6,5,1,2,2,2
20583,2,2,5,4,1,1,2
20584,1,8,5,5,1,1,1
20585,2,1,3,2,2,2,3
20586,1,1,5,3,4,1,1
20587,2,1,5,6,1,1,1
20588,2,2,8,8,5,2,1
20589,1,1,9,4,6,1,1
20590,2,1,6,3,1,2,1
20591,2,2,9,6,1,2,1
20592,2,1,6,8,4,2,1
20593,2,2,8,4,6,0,1
20594,2,1,4,5,4,2,1
20595,2,2,3,1,2,0,2
20596,1,2,5,4,6,1,1
20597,2,1,3,2,3,1,3
20598,2,1,4,3,1,2,3
20599,2,2,7,1,6,0,1
20600,2,6,12,7,1,2,1
20601,2,1,4,3,4,0,3
20602,1,1,4,7,6,1,1
20603,1,9,3,3,2,1,1
20604,2,9,4,6,1,1,2
20605,1,9,4,2,1,1,3
20606,1,1,7,8,1,1,1
20607,1,1,5,4,3,2,1
20608,1,1,5,3,1,0,1
20609,1,1,4,5,1,1,1
20610,1,9,5,5,6,2,1
20611,2,1,1,5,4,2,1
20612,2,1,1,3,2,1,1
20613,2,1,4,8,1,1,1
20614,1,2,10,9,1,1,1
20615,2,1,2,5,6,0,3
20616,2,6,4,1,6,1,3
20617,1,2,3,7,4,1,1
20618,1,2,4,4,1,1,1
20619,1,2,9,2,3,0,2
20620,2,1,2,1,3,2,2
20621,2,1,12,9,1,1,1
20622,2,1,7,3,4,1,1
20623,2,1,7,8,5,0,2
20624,2,1,5,8,1,2,1
20625,1,1,5,7,1,2,1
20626,2,1,7,7,1,2,1
20627,1,1,5,4,6,1,2
20628,2,1,9,8,1,1,1
20629,1,2,4,5,1,1,1
20630,2,6,4,4,1,1,2
20631,1,1,4,6,1,1,1
20632,1,1,2,2,3,0,2
20633,1,1,1,4,6,2,2
20634,2,6,3,4,6,0,1
20635,2,1,7,1,1,2,1
20636,2,1,6,1,6,0,1
20637,1,1,5,4,4,1,1
20638,1,1,1,5,5,1,2
20639,1,9,7,4,6,1,1
20640,2,2,1,4,5,2,1
20641,2,1,5,8,1,1,1
20642,2,1,3,1,2,2,3
20643,2,1,1,3,6,2,1
20644,1,9,7,1,4,2,1
20645,2,1,4,2,6,0,1
20646,2,1,12,7,4,2,1
20647,1,1,3,3,3,0,2
20648,1,1,5,1,4,2,1
20649,1,1,5,1,1,1,3
20650,1,1,4,3,2,2,1
20651,2,1,6,3,1,0,1
20652,2,1,5,2,1,0,1
20653,1,1,5,4,1,1,1
20654,2,3,5,6,3,1,1
20655,1,1,6,1,3,2,1
20656,1,9,3,0,6,1,3
20657,2,1,5,3,5,0,3
20658,2,1,3,5,6,2,1
20659,1,1,5,5,4,1,3
20660,2,1,7,1,1,2,1
20661,2,1,12,3,1,2,1
20662,2,1,1,5,5,2,1
20663,1,6,5,5,6,0,1
20664,2,1,6,6,6,2,1
20665,2,2,1,4,2,1,1
20666,2,1,5,2,4,0,1
20667,2,1,5,1,4,2,1
20668,1,1,3,6,1,1,1
20669,1,9,8,7,3,2,1
20670,2,3,10,7,3,2,1
20671,2,6,5,3,1,2,1
20672,2,1,3,6,1,1,1
20673,2,9,4,3,4,1,1
20674,1,2,2,6,4,2,1
20675,1,1,1,3,1,1,1
20676,1,1,3,6,6,1,1
20677,2,1,4,0,4,1,1
20678,1,2,1,0,1,1,1
20679,1,1,5,1,5,2,1
20680,1,8,7,5,1,1,1
20681,1,2,3,6,6,2,2
20682,1,2,7,2,3,2,1
20683,2,2,1,5,3,0,1
20684,2,1,2,6,6,2,1
20685,2,1,5,1,1,2,1
20686,2,2,5,4,6,1,1
20687,2,1,3,1,4,0,1
20688,1,9,9,4,6,2,1
20689,2,8,3,7,1,1,1
20690,1,1,9,2,6,2,1
20691,1,1,4,5,6,1,1
20692,2,2,6,1,6,1,3
20693,1,8,5,2,6,1,1
20694,2,1,3,5,1,0,3
20695,2,1,6,4,6,2,2
20696,1,1,7,5,4,1,1
20697,2,1,8,1,1,2,1
20698,1,2,4,5,1,2,1
20699,2,1,2,5,4,2,1
20700,1,1,3,2,4,1,1
20701,1,1,3,1,1,1,1
20702,1,1,5,5,2,2,1
20703,1,1,5,6,1,1,1
20704,2,8,8,5,1,2,1
20705,1,5,3,6,1,2,1
20706,1,1,3,7,4,1,1
20707,1,1,6,7,5,2,1
20708,1,1,1,2,6,1,1
20709,1,1,5,1,1,2,1
20710,1,1,3,5,2,1,3
20711,2,1,5,6,1,1,1
20712,1,2,7,5,1,1,1
20713,1,9,3,0,1,2,3
20714,2,9,1,5,1,1,1
20715,2,2,3,9,4,1,1
20716,1,2,4,9,6,1,1
20717,2,1,5,4,2,2,2
20718,2,1,5,6,5,2,1
20719,1,2,5,1,6,0,1
20720,1,2,9,4,1,2,1
20721,1,9,3,6,5,2,1
20722,2,1,3,3,1,1,1
20723,1,1,5,3,1,0,1
20724,1,9,1,0,3,1,2
20725,1,2,5,3,2,1,2
20726,1,2,3,3,1,0,1
20727,1,9,5,8,3,2,1
20728,2,5,5,3,6,2,1
20729,1,1,3,5,3,1,2
20730,2,8,2,5,6,1,1
20731,2,1,12,5,5,2,1
20732,2,5,5,1,1,2,1
20733,2,9,1,3,1,1,2
20734,1,1,5,6,4,1,1
20735,1,1,6,3,6,1,1
20736,2,6,2,3,4,1,1
20737,2,1,12,2,1,1,1
20738,2,6,5,6,3,1,1
20739,2,1,4,4,1,1,1
20740,2,1,5,3,1,0,1
20741,1,1,3,1,3,2,1
20742,1,9,6,9,3,1,1
20743,1,1,3,1,1,1,1
20744,2,2,10,6,5,2,1
20745,1,1,5,2,2,2,1
20746,1,2,2,4,5,1,1
20747,1,1,6,2,1,2,1
20748,1,1,5,3,3,2,3
20749,1,1,10,8,5,2,1
20750,1,1,7,9,1,1,1
20751,2,4,7,5,1,2,1
20752,2,6,8,5,2,2,1
20753,2,1,4,2,4,1,3
20754,2,1,9,4,2,1,1
20755,1,1,5,5,6,2,2
20756,2,1,9,6,4,2,1
20757,1,1,9,4,3,1,1
20758,1,1,5,5,4,1,1
20759,1,1,1,2,1,2,1
20760,2,1,8,4,6,2,1
20761,1,1,2,4,5,2,2
20762,2,1,5,7,1,1,1
20763,1,1,2,1,4,0,1
20764,1,1,3,3,4,2,3
20765,1,1,5,8,1,2,1
20766,2,1,7,6,1,2,1
20767,1,1,5,2,3,0,3
20768,1,1,9,3,1,2,1
20769,1,1,4,1,6,0,1
20770,2,1,5,3,4,2,1
20771,1,1,7,4,1,1,1
20772,1,8,1,3,2,2,2
20773,1,9,3,4,2,1,2
20774,2,2,3,2,1,0,3
20775,2,1,3,5,6,2,1
20776,2,9,8,6,1,2,1
20777,2,8,8,5,4,2,1
20778,1,2,4,2,6,0,3
20779,1,1,5,8,4,2,1
20780,1,1,5,2,5,2,1
20781,1,2,2,5,4,1,3
20782,2,1,3,4,3,1,1
20783,1,2,5,5,1,2,1
20784,2,2,3,5,2,2,2
20785,2,9,7,0,6,2,1
20786,2,1,4,3,4,2,1
20787,2,1,5,4,1,1,1
20788,1,9,4,1,6,1,1
20789,2,1,4,5,5,2,1
20790,2,1,4,1,6,2,3
20791,1,1,8,6,1,1,2
20792,2,6,1,4,1,1,3
20793,1,1,4,4,3,2,3
20794,1,1,6,0,5,1,1
20795,2,8,5,5,2,1,1
20796,2,2,4,1,1,1,1
20797,1,6,1,2,3,2,1
20798,2,2,11,8,3,2,1
20799,2,6,7,5,1,2,1
20800,2,6,9,7,6,2,1
20801,1,1,4,3,1,1,1
20802,2,9,3,3,6,2,3
20803,1,2,6,8,1,1,1
20804,2,1,4,8,2,1,1
20805,1,1,1,3,1,2,1
20806,1,1,9,4,6,0,1
20807,2,1,5,1,1,1,3
20808,2,1,5,4,6,1,1
20809,1,9,1,5,1,0,3
20810,1,6,5,1,4,1,1
20811,2,1,3,4,2,0,1
20812,2,8,10,3,1,2,1
20813,1,8,9,4,4,0,2
20814,2,1,3,0,4,2,3
20815,2,2,9,2,1,2,1
20816,1,2,4,5,3,1,3
20817,1,7,2,5,2,1,1
20818,1,1,5,3,6,0,3
20819,1,2,3,1,2,2,1
20820,1,1,7,2,4,2,1
20821,1,8,5,3,4,2,2
20822,1,1,7,3,1,2,1
20823,2,1,9,5,6,1,1
20824,1,1,3,5,4,2,1
20825,1,2,2,9,6,2,1
20826,1,1,5,0,5,2,1
20827,1,1,5,4,1,1,1
20828,1,1,10,4,1,1,1
20829,2,1,1,2,2,2,2
20830,1,1,8,9,5,2,1
20831,1,9,8,0,3,2,1
20832,1,1,2,4,2,2,2
20833,1,2,2,4,2,1,3
20834,1,9,9,9,5,1,1
20835,1,1,1,4,3,1,1
20836,1,1,4,2,3,1,1
20837,2,1,4,2,6,2,3
20838,2,2,10,7,1,1,1
20839,2,1,3,4,1,2,1
20840,2,1,5,7,1,2,1
20841,1,1,9,5,6,2,2
20842,2,1,5,2,1,0,1
20843,2,1,2,4,3,2,1
20844,1,1,4,1,6,1,1
20845,2,1,4,2,6,2,1
20846,1,1,5,3,3,0,2
20847,2,9,2,4,1,0,1
20848,1,1,9,8,5,2,1
20849,1,1,4,4,1,1,1
20850,1,1,3,3,2,1,1
20851,1,8,5,4,1,1,1
20852,1,9,5,3,3,1,1
20853,2,2,4,7,1,1,1
20854,2,1,2,2,1,1,3
20855,1,1,5,5,3,1,1
20856,1,1,5,3,5,2,1
20857,2,1,9,4,1,2,1
20858,1,1,4,0,1,1,1
20859,1,1,7,4,1,2,1
20860,2,9,1,1,6,2,1
20861,1,7,5,8,4,1,1
20862,2,1,6,2,6,0,1
20863,2,2,9,7,5,2,1
20864,2,9,1,0,6,2,1
20865,2,1,5,2,6,1,1
20866,1,6,4,2,4,1,1
20867,2,6,7,4,1,2,1
20868,2,1,6,2,1,1,1
20869,2,1,7,0,4,0,2
20870,1,9,5,5,1,1,1
20871,1,5,4,9,6,2,1
20872,1,1,5,4,4,2,3
20873,2,1,5,1,1,1,1
20874,2,1,2,5,3,1,1
20875,1,1,2,3,1,1,1
20876,2,1,6,1,6,2,1
20877,1,1,5,7,4,2,1
20878,1,1,5,5,1,2,1
20879,2,1,4,4,5,1,1
20880,1,1,6,0,5,2,1
20881,1,9,3,4,2,1,1
20882,1,1,3,2,2,2,1
20883,2,6,1,3,5,0,1
20884,1,1,5,5,5,2,2
20885,1,2,6,4,4,1,1
20886,1,6,7,4,5,1,1
20887,1,2,2,3,4,0,3
20888,2,1,8,5,4,2,1
20889,2,9,12,8,4,2,1
20890,1,6,8,4,5,2,1
20891,2,1,4,2,6,0,1
20892,1,1,8,3,4,1,1
20893,2,1,7,9,2,1,1
20894,2,1,7,4,6,2,1
20895,2,1,7,7,1,2,1
20896,2,8,5,6,1,2,1
20897,2,1,7,5,4,1,1
20898,1,1,7,4,1,2,1
20899,1,9,5,1,2,2,1
20900,2,1,4,2,4,2,1
20901,2,1,5,8,4,2,1
20902,1,1,4,2,5,1,3
20903,2,1,5,1,1,1,1
20904,1,1,6,8,2,2,1
20905,1,1,7,5,5,1,1
20906,2,1,6,2,1,0,1
20907,1,1,9,6,1,1,1
20908,2,4,4,2,2,0,3
20909,2,6,7,2,4,2,2
20910,1,5,4,2,6,2,1
20911,1,1,4,2,1,0,3
20912,1,1,7,3,4,0,1
20913,1,6,4,3,1,1,1
20914,1,1,5,9,5,1,1
20915,1,1,3,6,1,1,1
20916,1,8,3,5,2,2,1
20917,2,1,5,4,6,2,2
20918,1,1,2,3,6,1,1
20919,1,1,5,1,3,2,1
20920,2,1,6,7,1,2,1
20921,2,8,3,4,1,1,1
20922,1,1,2,5,1,1,1
20923,1,9,5,4,1,2,1
20924,2,2,1,2,4,1,2
20925,2,1,4,1,1,1,3
20926,2,1,10,4,1,0,1
20927,2,1,4,2,1,1,1
20928,1,2,1,0,6,0,3
20929,2,8,8,2,1,2,1
20930,2,2,5,4,5,0,3
20931,1,1,6,3,2,2,1
20932,1,1,5,4,1,1,1
20933,1,1,7,4,4,1,1
20934,2,1,7,6,1,1,1
20935,2,9,3,2,2,2,1
20936,1,1,6,6,1,2,1
20937,2,1,11,8,3,2,1
20938,1,1,3,4,6,0,1
20939,1,1,3,4,2,1,2
20940,1,8,7,5,4,1,1
20941,1,1,5,3,1,2,1
20942,1,1,8,5,1,2,1
20943,1,1,5,5,4,1,1
20944,2,1,3,5,6,1,2
20945,2,6,5,6,6,1,2
20946,1,1,5,4,4,2,1
20947,2,5,5,1,1,2,1
20948,2,2,2,5,1,1,1
20949,2,8,5,6,2,1,1
20950,2,1,12,3,1,2,1
20951,1,1,3,4,6,1,1
20952,2,4,2,5,4,2,1
20953,2,1,1,4,1,1,1
20954,2,2,4,1,1,1,1
20955,2,1,5,6,4,2,1
20956,1,1,6,8,5,2,1
20957,2,1,1,1,6,1,3
20958,2,1,5,0,6,1,2
20959,1,1,3,5,1,1,1
20960,1,1,9,3,4,2,1
20961,2,8,8,3,1,1,1
20962,2,9,7,5,1,2,1
20963,2,8,7,3,3,1,3
20964,2,1,3,2,5,2,1
20965,1,9,3,5,3,1,3
20966,1,1,6,5,3,2,1
20967,2,9,4,2,6,2,2
20968,1,9,12,8,5,2,1
20969,1,1,5,0,5,2,1
20970,1,9,10,3,6,2,1
20971,2,1,9,6,4,2,1
20972,2,1,6,2,1,2,1
20973,1,6,12,0,1,1,1
20974,2,1,3,5,3,1,1
20975,2,1,6,8,1,1,1
20976,1,1,5,5,4,0,2
20977,1,1,8,0,6,2,1
20978,1,2,11,7,1,2,1
20979,2,1,6,7,4,2,1
20980,2,1,1,0,1,2,3
20981,2,1,9,4,1,2,1
20982,1,1,4,2,6,0,3
20983,2,6,8,2,4,2,2
20984,2,6,5,5,1,1,3
20985,1,9,9,9,1,1,1
20986,2,9,12,8,3,2,1
20987,2,2,7,0,1,1,1
20988,2,1,11,7,1,1,1
20989,1,1,2,5,6,2,1
20990,1,1,5,1,6,1,1
20991,1,1,1,4,2,2,3
20992,1,7,5,5,4,2,1
20993,2,1,12,3,1,2,1
20994,2,2,8,9,6,1,1
20995,1,6,5,0,2,0,1
20996,1,1,5,5,6,2,3
20997,1,1,9,6,2,2,1
20998,2,1,7,4,6,2,2
20999,1,1,10,7,1,2,1
21000,2,1,6,2,4,2,1
21001,2,1,10,9,3,2,1
21002,2,1,4,4,1,1,1
21003,2,1,5,1,5,1,1
21004,1,1,2,2,1,1,1
21005,2,8,8,3,6,0,1
21006,2,1,5,2,6,1,1
21007,2,9,3,6,4,2,1
21008,1,8,6,2,1,2,1
21009,2,2,9,6,1,2,1
21010,2,9,6,8,3,2,1
21011,2,8,3,4,1,1,1
21012,2,1,3,2,1,1,3
21013,1,4,5,5,1,1,1
21014,1,2,3,0,6,2,3
21015,1,9,5,5,4,1,3
21016,2,1,10,6,1,2,1
21017,2,9,7,3,1,1,1
21018,1,1,5,4,1,1,1
21019,1,2,5,6,6,2,1
21020,1,6,10,8,2,2,1
21021,1,1,5,3,3,1,2
21022,1,1,5,2,4,2,1
21023,2,1,7,3,4,1,1
21024,1,1,3,1,3,1,3
21025,2,1,5,3,6,0,1
21026,2,1,3,4,3,1,1
21027,2,1,7,3,5,2,1
21028,2,1,8,3,1,1,1
21029,1,6,5,3,4,1,1
21030,1,2,5,3,4,0,2
21031,1,1,5,3,2,1,1
21032,2,1,1,6,4,1,1
21033,1,1,2,5,6,1,1
21034,2,8,5,3,2,2,1
21035,2,1,4,3,2,2,1
21036,2,2,9,7,3,2,1
21037,2,1,8,0,6,2,2
21038,2,1,5,2,1,2,1
21039,1,8,5,2,4,2,1
21040,2,1,5,3,4,0,1
21041,1,2,3,5,4,2,1
21042,2,1,1,0,1,2,1
21043,1,1,5,5,3,1,1
21044,2,1,5,4,1,2,1
21045,2,1,7,4,4,1,3
21046,1,1,9,3,1,2,1
21047,2,1,5,5,2,1,1
21048,1,1,5,4,4,1,1
21049,1,8,10,7,5,1,1
21050,1,9,5,6,1,2,1
21051,2,1,5,2,3,0,1
21052,1,1,7,2,6,2,3
21053,1,1,9,2,4,2,2
21054,2,1,1,2,5,2,1
21055,2,2,7,6,4,2,1
21056,2,1,6,2,4,0,1
21057,2,1,3,5,2,1,3
21058,2,1,2,7,4,2,1
21059,2,2,5,5,5,1,1
21060,2,1,5,4,2,2,1
21061,1,1,2,0,1,1,1
21062,1,2,1,4,1,1,1
21063,2,1,5,0,6,2,1
21064,2,1,7,1,1,2,1
21065,2,1,7,1,3,2,1
21066,1,1,1,2,6,2,1
21067,1,7,2,4,1,1,1
21068,1,1,8,4,5,2,1
21069,1,1,3,1,4,2,1
21070,2,2,7,5,1,1,1
