,SEX,RAC1P,MSP,PINCP_DECILE,EDU,OWN_RENT,HOUSING_TYPE
17047,2,9,5,5,3,0,2
17048,1,2,3,1,10,1,1
17049,2,1,1,4,7,0,1
17050,1,1,1,3,2,0,1
17051,2,1,3,4,3,1,1
17052,2,1,4,2,3,0,3
17053,2,1,4,3,3,0,2
17054,1,1,5,3,8,1,1
17055,2,1,4,0,3,0,3
17056,1,4,5,1,4,1,3
17057,2,2,3,2,7,1,1
17058,1,2,1,2,4,0,2
17059,1,1,1,1,1,0,2
17060,1,7,1,7,6,0,1
17061,2,1,3,1,3,0,1
17062,1,1,1,5,3,1,1
17063,1,1,4,6,5,0,2
17064,2,2,1,2,3,1,2
17065,1,2,2,4,2,0,3
17066,2,1,1,3,4,1,1
17067,2,1,1,0,1,0,1
17068,1,1,3,4,6,0,1
17069,2,5,3,0,1,0,1
17070,2,8,1,5,3,1,3
17071,1,1,5,3,4,1,2
17072,2,6,5,0,1,0,1
17073,1,2,1,1,4,0,2
17074,2,2,5,3,7,0,2
17075,1,1,3,4,4,1,2
17076,2,3,5,5,6,0,2
17077,1,5,2,0,5,1,1
17078,2,1,1,0,1,0,1
17079,2,6,4,2,3,0,1
17080,1,2,1,1,2,1,1
17081,1,1,1,1,5,0,2
17082,1,1,1,8,2,0,2
17083,2,1,3,0,1,1,1
17084,1,1,6,3,2,1,1
17085,1,1,1,4,7,1,1
17086,1,2,6,5,3,1,1
17087,2,5,1,2,1,1,1
17088,2,8,1,7,4,1,3
17089,1,2,4,4,3,0,1
17090,1,1,1,3,4,1,1
17091,2,1,5,4,4,1,2
17092,1,1,2,1,1,0,1
17093,2,1,3,0,5,0,2
17094,1,1,4,2,2,1,1
17095,2,1,5,4,3,1,1
17096,1,1,5,2,6,1,1
17097,1,1,5,1,4,0,1
17098,2,1,2,2,7,0,1
17099,1,1,1,1,6,1,1
17100,2,1,1,4,9,0,1
17101,1,1,3,1,3,1,1
17102,1,7,1,3,7,1,1
17103,1,5,2,0,3,0,3
17104,1,6,1,0,6,1,1
17105,2,4,4,2,4,1,1
17106,2,1,1,2,9,0,1
17107,2,1,2,0,5,0,1
17108,2,2,4,1,2,1,1
17109,1,1,3,4,5,0,2
17110,1,1,1,2,2,0,1
17111,1,2,3,1,5,0,1
17112,1,1,2,7,4,1,1
17113,1,1,5,2,3,1,2
17114,2,6,4,1,5,1,1
17115,2,7,1,2,7,1,2
17116,1,1,1,4,4,1,1
17117,2,1,1,2,5,0,1
17118,2,1,3,3,2,0,2
17119,2,1,4,1,4,1,3
17120,1,2,1,5,6,1,1
17121,1,1,4,3,2,1,1
17122,1,1,1,2,4,1,1
17123,1,2,1,4,8,1,1
17124,1,1,4,0,1,1,1
17125,1,1,1,1,9,0,1
17126,2,1,6,2,2,0,2
17127,1,1,1,4,3,0,2
17128,2,2,3,1,5,0,3
17129,1,1,5,0,2,0,2
17130,2,1,1,2,4,0,3
17131,2,9,1,0,5,0,1
17132,2,1,2,2,2,0,1
17133,1,1,5,4,4,1,2
17134,2,1,1,2,2,1,1
17135,2,1,4,1,4,0,3
17136,1,2,2,3,5,1,2
17137,2,1,2,4,1,0,1
17138,1,1,1,2,7,1,1
17139,1,5,3,1,3,1,1
17140,2,8,2,2,6,1,1
17141,1,1,1,3,5,0,1
17142,2,1,1,1,5,0,2
17143,1,9,3,1,3,0,1
17144,2,1,2,4,10,0,1
17145,2,4,4,7,5,0,2
17146,2,1,1,8,9,0,1
17147,2,1,1,5,9,1,1
17148,2,1,5,4,4,1,2
17149,2,2,3,1,5,1,1
17150,2,1,2,1,5,1,1
17151,1,7,1,8,10,1,1
17152,1,1,3,2,3,1,1
17153,2,1,4,3,6,1,1
17154,1,1,4,4,1,1,2
17155,2,2,1,3,7,0,1
17156,1,9,5,0,3,0,1
17157,2,1,1,2,1,0,2
17158,1,1,2,3,8,1,3
17159,2,2,1,4,3,0,2
17160,1,1,3,3,2,1,1
17161,1,2,1,7,2,0,2
17162,1,1,3,1,5,1,3
17163,2,1,1,1,2,1,1
17164,2,2,1,5,3,1,2
17165,1,5,1,1,10,0,1
17166,1,1,1,0,5,0,2
17167,1,1,1,2,1,0,2
17168,1,1,5,1,6,1,2
17169,2,1,1,6,2,0,1
17170,2,1,1,1,3,1,2
17171,1,1,3,4,5,0,2
17172,2,2,2,0,1,0,1
17173,1,1,1,4,9,1,1
17174,2,1,3,2,4,0,1
17175,1,2,1,2,5,0,1
17176,2,1,3,2,2,0,2
17177,1,6,4,2,4,0,2
17178,1,5,5,2,5,1,1
17179,1,6,3,5,3,0,2
17180,2,1,2,3,3,1,1
17181,1,1,4,6,4,0,2
17182,2,1,2,2,2,0,1
17183,1,1,1,1,2,1,2
17184,1,1,5,0,3,1,1
17185,1,1,4,3,4,1,1
17186,2,9,2,1,7,0,1
17187,2,1,4,2,8,0,2
17188,2,4,4,4,6,0,2
17189,2,1,5,0,6,1,1
17190,2,1,1,0,1,1,1
17191,2,1,1,0,1,0,2
17192,2,1,4,1,5,1,1
17193,1,1,3,3,6,1,1
17194,1,4,5,4,2,0,3
17195,2,1,1,3,4,1,1
17196,1,1,3,1,3,1,1
17197,1,6,4,3,3,0,2
17198,2,1,3,3,3,0,2
17199,2,1,2,1,2,0,1
17200,2,2,2,4,3,1,1
17201,1,1,1,3,3,0,1
17202,1,2,3,1,6,0,1
17203,2,1,1,4,3,0,2
17204,2,1,3,3,3,1,2
17205,1,7,1,0,1,0,1
17206,2,5,5,4,4,0,3
17207,2,1,5,2,8,1,1
17208,2,5,2,0,6,0,1
17209,1,1,1,0,5,1,3
17210,1,2,5,4,3,1,1
17211,2,1,1,0,1,0,1
17212,2,3,4,5,9,0,3
17213,2,2,1,3,8,0,1
17214,1,1,2,1,4,1,1
17215,2,1,1,1,8,1,3
17216,1,1,5,0,3,1,2
17217,2,2,6,1,2,1,1
17218,2,5,3,3,1,1,1
17219,1,1,1,0,1,1,3
17220,1,1,1,0,3,1,2
17221,1,1,2,3,3,1,1
17222,2,1,3,0,1,0,1
17223,2,2,3,2,3,1,1
17224,1,1,1,2,2,0,1
17225,1,1,1,1,1,0,1
17226,1,7,3,1,7,0,1
17227,2,1,1,2,2,1,1
17228,2,2,2,4,2,0,2
17229,1,2,5,1,1,1,1
17230,2,1,3,0,7,1,1
17231,1,1,2,0,4,0,2
17232,2,1,1,1,2,0,2
17233,2,1,1,3,3,1,1
17234,2,3,3,0,1,0,1
17235,2,1,2,0,2,0,2
17236,2,2,1,0,1,1,1
17237,2,1,1,2,4,0,1
17238,2,1,1,1,4,1,1
17239,1,2,1,2,4,1,1
17240,1,1,1,1,2,0,2
17241,1,1,5,3,4,0,2
17242,2,1,2,3,5,1,1
17243,2,1,4,2,5,0,1
17244,1,8,1,5,5,0,1
17245,2,1,3,2,7,0,2
17246,1,8,1,0,1,0,1
17247,2,1,4,2,6,0,1
17248,1,1,1,2,11,0,3
17249,1,1,2,0,4,1,1
17250,2,9,1,2,4,1,1
17251,2,8,1,4,2,1,1
17252,1,2,1,2,7,1,1
17253,1,2,1,2,6,1,1
17254,1,1,5,1,5,0,1
17255,1,1,4,3,4,0,2
17256,1,1,1,3,3,1,1
17257,1,1,1,1,10,0,2
17258,2,1,1,8,2,0,2
17259,1,2,5,4,7,0,1
17260,1,1,3,0,2,1,1
17261,2,1,2,2,1,0,2
17262,1,1,1,0,1,1,1
17263,1,1,1,0,5,0,2
17264,1,2,1,3,2,1,1
17265,2,1,2,6,3,0,1
17266,2,7,1,0,12,0,1
17267,2,2,2,0,4,0,1
17268,2,1,2,4,4,1,1
17269,1,1,1,3,7,0,1
17270,1,6,4,0,2,1,1
17271,1,1,1,1,5,0,2
17272,1,1,4,3,5,0,2
17273,2,1,3,2,4,1,2
17274,1,2,5,0,7,0,1
17275,2,6,3,3,4,0,2
17276,2,1,1,5,1,1,1
17277,2,1,3,0,2,1,2
17278,1,1,1,3,2,0,2
17279,1,2,1,2,5,0,1
17280,1,1,2,4,2,1,1
17281,2,1,3,1,4,0,2
17282,2,4,1,4,4,0,3
17283,2,1,1,4,5,1,1
17284,2,1,1,1,4,1,1
17285,1,6,4,1,5,1,3
17286,2,1,3,4,4,1,1
17287,2,2,5,3,5,0,1
17288,1,1,3,4,3,0,1
17289,1,6,6,8,9,0,2
17290,2,1,3,5,3,0,1
17291,1,8,5,5,7,0,1
17292,1,1,5,3,4,1,2
17293,2,2,3,3,5,0,1
17294,2,1,4,4,5,1,1
17295,2,5,4,1,2,1,1
17296,1,1,1,2,5,1,3
17297,1,1,1,5,11,0,2
17298,1,1,5,0,2,1,1
17299,1,1,1,6,4,1,1
17300,1,1,4,0,4,1,2
17301,1,1,2,1,2,0,1
17302,2,2,4,0,1,0,2
17303,1,1,3,0,1,1,1
17304,1,2,1,3,1,0,1
17305,2,1,5,0,5,1,1
17306,2,1,1,0,4,0,3
17307,2,1,3,2,2,0,2
17308,1,1,3,1,7,1,1
17309,1,1,3,3,1,1,1
17310,1,2,1,3,2,1,1
17311,1,1,1,3,4,1,1
17312,1,7,1,6,5,0,1
17313,2,2,2,2,2,0,1
17314,2,2,3,2,2,1,1
17315,2,8,2,6,5,0,1
17316,2,1,1,3,1,1,2
17317,2,1,5,3,4,0,2
17318,1,1,5,1,2,1,2
17319,1,1,2,4,1,1,3
17320,2,1,5,3,1,1,2
17321,1,1,6,0,2,1,1
17322,1,1,5,3,4,1,2
17323,2,4,2,2,4,0,2
17324,1,6,1,6,7,0,3
17325,1,1,1,3,4,1,1
17326,2,1,4,6,4,0,2
17327,2,1,3,0,1,1,1
17328,1,2,1,2,3,1,2
17329,1,1,2,3,3,1,1
17330,2,9,4,0,2,1,1
17331,1,7,3,3,8,1,1
17332,1,1,4,3,1,1,1
17333,2,6,1,0,4,0,2
17334,1,7,1,2,6,0,1
17335,2,1,5,0,2,0,2
17336,1,1,3,4,2,1,1
17337,1,1,1,3,3,1,2
17338,1,1,3,3,2,1,1
17339,2,2,1,2,2,0,3
17340,2,1,4,0,1,0,2
17341,2,4,1,1,6,1,1
17342,1,5,1,6,5,0,1
17343,1,1,1,3,2,0,2
17344,2,1,4,1,2,1,1
17345,1,1,3,5,5,0,2
17346,2,1,2,0,2,0,2
17347,2,7,1,0,8,0,1
17348,1,1,2,3,2,1,1
17349,1,1,2,4,2,1,1
17350,1,2,1,3,9,0,1
17351,2,1,3,1,3,1,2
17352,2,1,1,2,7,1,1
17353,2,2,1,1,7,0,1
17354,1,1,1,2,4,0,1
17355,1,1,1,4,4,0,2
17356,2,1,5,1,1,0,2
17357,2,1,2,2,4,1,1
17358,2,1,2,1,5,0,3
17359,2,1,1,1,2,1,1
17360,1,1,2,1,4,0,2
17361,1,1,1,6,5,0,1
17362,1,1,5,1,1,1,1
17363,1,1,2,2,2,1,1
17364,1,1,2,4,2,1,1
17365,1,1,1,5,1,1,1
17366,1,2,4,1,1,0,2
17367,2,1,3,6,4,1,2
17368,1,3,1,3,4,0,1
17369,2,3,2,1,5,1,1
17370,2,1,3,0,3,0,2
17371,1,1,4,2,6,0,1
17372,1,1,2,5,3,0,1
17373,1,2,1,3,6,1,1
17374,2,1,3,1,3,0,1
17375,2,7,1,5,4,1,1
17376,2,1,3,0,2,0,2
17377,1,2,1,2,2,0,2
17378,1,3,3,0,3,1,1
17379,1,2,1,6,5,1,2
17380,1,2,4,2,3,0,2
17381,2,1,3,6,2,0,2
17382,2,4,2,3,4,1,1
17383,1,2,2,3,4,1,1
17384,2,1,4,0,1,1,1
17385,2,4,5,4,5,1,3
17386,1,1,1,3,1,0,1
17387,2,1,3,1,6,0,1
17388,1,1,1,2,2,0,2
17389,2,1,3,0,1,0,2
17390,1,2,1,3,7,1,1
17391,1,9,3,2,4,1,1
17392,2,9,3,3,2,0,1
17393,1,6,2,2,2,0,2
17394,2,1,5,7,7,0,2
17395,2,1,2,1,2,0,1
17396,2,1,5,0,1,0,1
17397,1,1,1,0,7,0,2
17398,2,5,1,0,1,0,1
17399,2,1,3,2,2,1,1
17400,1,1,1,8,3,0,1
17401,2,1,1,3,2,0,1
17402,2,2,2,5,2,1,2
17403,2,1,1,4,1,1,1
17404,2,1,5,7,2,1,1
17405,2,2,1,2,10,1,2
17406,1,9,5,3,4,0,2
17407,2,1,4,1,3,1,1
17408,1,1,3,0,2,0,2
17409,1,1,2,3,1,1,3
17410,2,1,1,0,1,0,1
17411,2,1,1,0,1,0,1
17412,2,1,1,6,3,1,1
17413,2,3,5,7,5,0,2
17414,2,1,2,4,2,1,2
17415,2,6,3,4,5,0,1
17416,2,7,1,3,8,0,1
17417,1,1,5,2,4,1,2
17418,2,1,1,1,4,0,1
17419,2,1,1,1,2,0,1
17420,2,1,4,1,2,0,1
17421,2,1,1,0,7,1,1
17422,1,1,1,1,5,1,3
17423,2,1,1,3,2,0,2
17424,2,1,3,2,2,1,1
17425,2,8,1,1,5,0,1
17426,1,1,1,1,6,1,1
17427,2,7,1,2,11,1,1
17428,1,1,1,4,3,0,1
17429,2,1,5,3,2,1,2
17430,2,1,1,0,1,1,1
17431,1,2,4,0,3,1,1
17432,2,1,3,1,2,0,3
17433,1,1,4,7,4,0,1
17434,1,2,1,4,5,0,1
17435,2,1,2,3,5,0,1
17436,2,2,5,0,1,1,2
17437,2,1,3,5,4,1,1
17438,1,1,3,2,11,0,1
17439,1,6,1,3,2,1,1
17440,2,1,2,4,4,1,3
17441,1,1,4,7,3,0,2
17442,1,2,4,0,4,1,1
17443,2,1,4,5,2,0,1
17444,1,1,5,3,4,1,2
17445,1,1,3,5,5,1,1
17446,1,2,5,5,5,0,2
17447,1,1,1,0,5,1,1
17448,2,7,2,1,3,1,3
17449,2,2,2,3,4,1,1
17450,2,7,3,1,2,0,1
17451,1,1,1,2,6,1,1
17452,1,2,2,4,5,1,1
17453,2,1,1,2,7,0,1
17454,1,1,1,3,2,0,1
17455,1,1,3,3,2,0,1
17456,2,1,1,0,1,1,1
17457,2,1,1,2,1,1,1
17458,2,1,3,0,3,0,2
17459,2,1,1,0,1,1,1
17460,2,6,1,2,7,1,3
17461,2,1,3,7,5,0,2
17462,1,1,1,5,3,1,1
17463,2,1,1,0,4,0,1
17464,1,1,2,3,5,1,3
17465,1,2,5,2,3,0,3
17466,2,1,3,4,1,0,2
17467,1,3,3,3,6,1,1
17468,2,1,2,0,3,0,3
17469,2,5,3,6,2,0,1
17470,2,1,4,0,3,0,2
17471,2,3,1,4,10,1,2
17472,2,2,1,4,5,1,1
17473,2,3,2,6,7,1,3
17474,1,1,4,5,2,1,1
17475,2,2,2,4,5,1,1
17476,2,7,1,3,3,1,3
17477,1,2,3,3,3,0,2
17478,1,6,1,2,2,1,1
17479,2,6,5,8,10,0,2
17480,2,1,1,0,1,0,1
17481,2,1,4,1,4,1,2
17482,1,1,4,3,3,1,1
17483,2,1,1,3,9,0,1
17484,1,1,1,3,5,1,1
17485,1,1,1,1,5,1,1
17486,2,1,1,1,4,1,3
17487,1,1,1,3,4,1,1
17488,2,1,2,0,6,1,1
17489,1,2,1,1,12,1,2
17490,2,1,2,1,5,0,1
17491,1,2,1,3,4,0,2
17492,1,1,2,1,5,0,2
17493,2,1,1,6,2,0,2
17494,1,4,1,5,5,1,1
17495,2,1,3,0,5,1,1
17496,1,1,1,1,5,0,2
17497,1,1,4,9,5,1,1
17498,2,4,6,4,6,0,2
17499,1,5,5,1,1,0,1
17500,2,1,4,8,4,0,1
17501,1,1,1,4,4,1,1
17502,2,2,3,9,3,0,1
17503,1,1,2,1,5,1,1
17504,2,1,6,0,6,0,2
17505,2,2,1,5,5,1,1
17506,2,1,4,0,3,1,1
17507,1,1,1,3,4,0,2
17508,2,3,1,0,6,1,1
17509,1,7,1,0,2,1,1
17510,2,1,1,6,9,1,1
17511,2,1,1,5,2,1,1
17512,2,1,1,5,5,0,1
17513,1,1,2,2,4,0,2
17514,2,1,2,0,1,0,2
17515,1,8,4,0,3,0,2
17516,1,1,6,3,1,0,2
17517,2,4,1,5,4,0,2
17518,2,1,1,6,5,0,3
17519,2,1,3,0,4,0,2
17520,2,1,1,3,2,0,1
17521,2,1,2,4,7,0,1
17522,1,1,2,2,2,1,1
17523,1,1,5,3,4,1,2
17524,2,2,1,2,1,0,2
17525,2,1,5,1,4,1,1
17526,1,1,1,2,9,0,1
17527,2,1,2,2,7,1,1
17528,2,4,2,8,8,0,1
17529,1,9,2,1,3,0,1
17530,1,2,2,2,5,1,1
17531,2,1,2,4,4,0,1
17532,1,4,4,7,3,0,2
17533,2,5,1,4,4,1,1
17534,1,1,5,4,5,1,1
17535,2,1,3,0,2,1,1
17536,1,1,1,4,7,0,1
17537,2,4,1,5,5,0,1
17538,1,3,1,0,1,1,1
17539,2,9,2,4,1,1,2
17540,1,1,3,0,3,1,1
17541,1,2,1,2,7,0,1
17542,1,1,1,3,4,1,1
17543,1,1,2,2,2,0,2
17544,2,5,2,0,3,1,1
17545,1,1,1,4,1,1,3
17546,2,1,2,2,2,1,1
17547,2,1,1,3,1,0,2
17548,2,2,3,0,1,0,1
17549,1,2,1,5,2,0,1
17550,1,1,2,5,6,0,1
17551,1,1,1,3,2,0,1
17552,1,1,1,4,6,1,1
17553,2,1,3,0,2,1,2
17554,2,2,4,1,6,1,1
17555,1,1,3,2,1,0,2
17556,2,2,3,6,5,1,3
17557,2,1,1,4,5,0,1
17558,2,3,2,1,3,1,1
17559,2,1,1,3,3,0,2
17560,1,1,1,3,3,0,2
17561,2,2,5,3,4,0,1
17562,2,1,1,6,3,0,1
17563,1,1,1,1,3,1,2
17564,2,1,2,3,8,1,1
17565,2,2,5,5,5,1,1
17566,2,2,1,4,2,1,1
17567,1,2,2,2,4,1,1
17568,1,2,2,5,7,1,1
17569,2,2,1,2,6,1,3
17570,1,2,1,1,3,1,3
17571,1,2,3,0,2,1,1
17572,1,1,2,5,1,0,1
17573,1,1,2,0,6,1,1
17574,2,1,2,5,6,1,1
17575,2,1,1,3,2,0,2
17576,2,2,4,3,3,0,2
17577,2,1,4,2,5,1,1
17578,2,2,2,1,5,1,1
17579,2,1,1,0,1,1,1
17580,2,7,5,2,11,1,1
17581,1,1,4,1,4,0,1
17582,1,1,4,2,10,1,1
17583,2,1,3,1,2,1,2
17584,2,7,2,8,2,0,1
17585,2,2,2,0,1,1,1
17586,1,1,5,2,3,0,2
17587,1,1,2,2,5,1,1
17588,2,1,3,3,2,0,2
17589,2,1,5,4,4,1,1
17590,1,2,3,0,5,1,1
17591,2,5,3,1,2,1,1
17592,1,1,4,3,2,1,1
17593,1,1,1,3,5,0,3
17594,2,1,5,4,4,1,2
17595,2,2,3,2,6,1,1
17596,1,6,5,2,3,1,2
17597,2,4,2,0,1,1,1
17598,1,1,1,0,5,0,1
17599,2,2,1,1,6,1,1
17600,2,1,3,2,9,1,1
17601,2,4,2,4,10,1,1
17602,2,1,1,4,5,1,2
17603,2,1,3,0,4,0,2
17604,1,1,3,2,5,0,1
17605,1,5,4,2,3,1,2
17606,2,1,1,0,1,1,1
17607,1,4,1,3,5,1,1
17608,1,2,2,2,5,0,1
17609,1,1,1,2,4,0,2
17610,1,1,5,1,2,1,1
17611,2,1,4,2,2,1,1
17612,2,1,3,1,5,0,1
17613,2,1,4,3,2,1,2
17614,2,9,1,1,2,1,1
17615,1,2,4,4,3,1,2
17616,2,8,4,1,2,0,2
17617,2,2,1,0,1,1,1
17618,1,1,1,0,6,1,1
17619,2,3,5,7,6,0,3
17620,1,2,5,1,4,1,2
17621,1,7,1,0,4,1,1
17622,1,1,1,2,10,1,1
17623,1,8,1,6,10,1,1
17624,2,6,2,7,3,1,1
17625,1,2,1,6,5,0,1
17626,2,1,2,2,2,1,1
17627,2,1,1,4,1,1,1
17628,2,1,1,0,1,0,1
17629,1,4,1,4,5,1,1
17630,1,1,5,2,1,0,1
17631,1,1,1,2,11,1,1
17632,1,1,5,3,4,1,2
17633,2,1,3,4,2,0,2
17634,1,4,3,2,2,1,1
17635,1,6,2,3,2,1,1
17636,1,1,1,3,3,1,1
17637,1,2,4,1,4,1,1
17638,1,1,1,4,1,0,1
17639,2,1,5,4,6,0,1
17640,2,1,1,2,9,1,1
17641,1,1,1,1,8,1,1
17642,2,1,3,1,3,0,2
17643,1,1,1,4,4,0,2
17644,2,1,1,0,1,1,1
17645,1,7,3,1,5,0,1
17646,1,1,1,5,2,0,1
17647,2,1,1,4,6,1,1
17648,2,1,4,2,10,1,2
17649,2,1,1,2,7,0,1
17650,2,2,1,5,5,1,1
17651,2,1,3,0,1,0,1
17652,2,1,3,5,3,0,1
17653,1,2,1,7,3,0,2
17654,1,1,2,1,5,0,1
17655,1,1,1,3,12,1,1
17656,2,7,2,0,1,0,3
17657,1,1,3,2,4,0,2
17658,2,2,4,2,4,1,1
17659,2,1,3,0,4,1,2
17660,2,4,1,1,9,1,1
17661,2,2,1,1,7,0,1
17662,2,7,2,0,2,1,1
17663,1,2,1,5,6,0,1
17664,1,1,5,3,1,0,2
17665,1,1,3,2,10,1,2
17666,2,1,1,4,4,1,1
17667,1,1,1,0,1,1,1
17668,2,9,2,5,5,1,2
17669,1,1,2,2,4,1,1
17670,1,1,1,2,2,0,2
17671,1,9,1,2,5,1,1
17672,2,1,2,0,5,1,1
17673,2,1,2,4,1,1,1
17674,2,1,2,6,5,0,1
17675,1,1,1,1,1,0,1
17676,2,1,4,4,7,0,2
17677,2,2,1,2,5,1,1
17678,2,6,3,1,4,0,2
17679,2,1,1,1,4,0,2
17680,1,1,2,2,1,1,1
17681,1,2,1,2,3,0,2
17682,2,1,1,3,5,0,1
17683,2,7,1,1,9,0,1
17684,2,1,3,1,5,1,1
17685,1,1,2,3,3,1,1
17686,1,2,3,1,3,1,1
17687,2,1,5,0,7,1,2
17688,1,1,1,5,2,0,2
17689,1,1,1,3,2,1,1
17690,1,3,6,4,4,0,2
17691,2,1,2,2,11,0,3
17692,1,1,5,1,4,1,2
17693,2,6,5,3,2,1,1
17694,2,1,3,0,5,0,2
17695,2,2,4,3,4,0,2
17696,1,1,1,2,4,0,1
17697,2,2,1,2,3,0,2
17698,2,3,1,6,7,0,2
17699,1,1,2,3,3,1,1
17700,2,6,5,3,4,0,2
17701,1,1,1,4,2,1,1
17702,2,1,1,2,4,0,1
17703,2,1,2,0,1,1,1
17704,1,1,3,2,2,1,1
17705,2,1,1,6,2,1,1
17706,1,2,5,2,2,0,2
17707,2,1,1,2,4,0,3
17708,1,1,3,2,3,1,1
17709,2,3,3,2,5,0,1
17710,1,1,4,4,2,0,1
17711,2,2,3,7,5,0,2
17712,1,1,3,2,6,1,1
17713,1,1,1,3,3,0,2
17714,2,1,1,5,7,1,1
17715,2,1,1,0,1,1,1
17716,1,1,1,6,2,1,1
17717,1,1,5,2,4,0,3
17718,2,8,5,3,4,1,1
17719,2,2,1,4,9,0,1
17720,1,7,5,0,1,0,2
17721,1,1,1,0,2,1,3
17722,1,1,1,7,8,0,1
17723,1,1,3,3,2,0,2
17724,2,1,1,0,1,0,1
17725,1,1,5,4,1,1,2
17726,1,5,4,0,1,1,2
17727,1,1,1,5,3,1,1
17728,1,2,1,5,9,0,2
17729,1,5,3,8,1,0,1
17730,2,1,1,1,4,1,1
17731,2,1,1,3,2,0,1
17732,2,1,1,5,2,0,2
17733,2,5,3,1,4,1,2
17734,2,2,1,0,1,0,1
17735,2,1,2,1,1,1,1
17736,2,1,3,0,7,0,3
17737,2,1,6,5,5,1,1
17738,2,2,2,4,5,1,1
17739,1,2,1,5,9,0,2
17740,1,6,5,0,4,1,1
17741,1,4,5,4,4,0,2
17742,1,7,4,2,5,0,3
17743,2,2,1,5,5,1,1
17744,2,9,2,4,5,1,1
17745,2,1,1,1,5,1,1
17746,2,1,1,2,9,0,1
17747,2,1,2,2,2,0,2
17748,2,1,1,4,5,0,2
17749,2,4,6,1,3,1,1
17750,2,1,1,3,5,0,1
17751,2,1,4,0,3,1,3
17752,2,4,5,3,3,1,2
17753,2,1,4,3,3,1,1
17754,1,1,3,1,2,0,2
17755,1,2,1,1,2,0,1
17756,1,1,1,0,5,1,3
17757,1,1,1,3,5,1,1
17758,1,1,1,6,1,0,1
17759,2,2,2,0,1,0,1
17760,1,8,2,5,2,1,1
17761,2,2,3,0,2,0,2
17762,2,7,1,0,4,0,2
17763,2,9,4,2,3,0,2
17764,2,8,1,0,8,0,2
17765,2,1,3,3,1,1,1
17766,2,1,2,0,2,1,1
17767,2,1,1,0,1,0,2
17768,1,2,1,2,5,0,3
17769,2,1,2,0,4,1,1
17770,2,1,2,1,1,1,1
17771,1,7,2,4,1,0,1
17772,1,2,1,4,3,0,2
17773,2,9,3,1,2,0,3
17774,1,2,1,3,3,1,1
17775,1,3,6,8,10,1,3
17776,1,6,4,1,4,0,2
17777,2,1,2,1,3,1,1
17778,2,1,3,4,5,0,1
17779,1,1,4,0,8,1,1
17780,1,1,1,4,6,0,1
17781,2,1,5,2,4,0,2
17782,1,1,1,5,9,0,1
17783,2,1,1,0,1,1,1
17784,1,6,4,0,2,1,1
17785,2,4,3,0,4,0,2
17786,1,1,5,4,4,0,2
17787,2,1,1,4,8,1,1
17788,1,1,3,2,3,1,1
17789,2,1,2,2,5,0,3
17790,1,1,4,2,2,0,2
17791,1,1,2,0,6,0,1
17792,2,6,2,3,1,0,1
17793,2,7,1,3,12,0,1
17794,2,7,3,1,5,0,3
17795,2,6,5,2,3,0,2
17796,2,1,1,1,4,0,2
17797,1,1,2,2,6,0,1
17798,2,1,1,3,5,0,1
17799,1,1,2,5,12,1,1
17800,1,1,1,3,4,1,1
17801,2,9,1,2,6,1,1
17802,1,1,1,6,2,0,1
17803,1,1,2,2,4,1,1
17804,2,2,5,5,1,1,1
17805,1,1,1,2,2,0,3
17806,2,1,1,2,5,1,1
17807,1,1,2,3,4,1,1
17808,2,1,2,3,2,1,1
17809,1,1,3,6,2,0,1
17810,2,1,2,0,1,0,1
17811,2,7,3,0,4,0,1
17812,2,9,1,0,3,1,1
17813,1,1,1,4,7,1,3
17814,1,1,1,2,10,0,2
17815,2,1,4,4,5,0,2
17816,2,1,3,3,4,0,2
17817,1,2,1,0,6,1,1
17818,2,1,1,4,3,0,2
17819,2,1,5,3,4,1,2
17820,2,1,1,0,1,0,2
17821,1,1,1,0,5,0,3
17822,1,2,1,0,1,1,1
17823,2,1,2,2,5,1,1
17824,2,7,1,0,9,0,1
17825,1,1,3,4,3,0,2
17826,1,2,2,2,2,1,1
17827,2,3,3,5,2,0,1
17828,2,8,3,4,4,0,3
17829,2,6,1,1,3,1,1
17830,2,1,2,1,3,1,1
17831,2,1,4,0,5,1,1
17832,1,1,4,2,3,1,2
17833,1,2,3,2,2,0,1
17834,1,2,1,0,3,1,2
17835,1,1,4,2,1,0,2
17836,2,1,2,0,1,1,1
17837,1,1,1,4,11,0,1
17838,2,1,3,5,2,1,1
17839,2,3,5,2,4,1,2
17840,1,1,2,1,3,1,1
17841,2,1,1,0,5,0,1
17842,1,2,1,2,12,1,1
17843,1,2,3,2,2,1,1
17844,2,1,3,0,1,0,2
17845,1,1,3,4,1,0,1
17846,2,1,3,3,3,1,1
17847,1,2,3,0,3,1,1
17848,2,1,4,3,1,1,1
17849,2,1,1,2,3,0,2
17850,2,1,1,2,7,0,2
17851,2,8,2,2,7,0,1
17852,2,2,4,0,2,1,2
17853,2,3,2,3,4,1,1
17854,1,2,3,2,3,0,2
17855,2,1,1,3,1,1,1
17856,1,1,1,3,4,0,1
17857,2,1,1,2,4,0,1
17858,2,6,5,2,4,0,2
17859,2,2,3,4,4,0,2
17860,2,1,1,0,1,0,1
17861,2,1,3,1,3,1,2
17862,2,1,2,1,4,1,1
17863,2,1,1,4,5,1,1
17864,1,1,3,6,3,0,1
17865,1,7,4,3,5,1,1
17866,2,1,2,3,4,1,1
