SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2,1,2,2,1,4,63,1,N,2
2,6,1,2,6,1,24,1,N,2
1,6,1,1,N,7,7,1,N,2
1,N,1,1,7,6,84,1,N,2
1,1,2,1,N,11,52,1,N,2
2,6,2,1,N,8,53,1,N,2
2,N,6,1,3,9,23,1,N,2
1,1,1,2,9,9,65,1,N,2
2,1,1,1,0,9,63,1,N,2
2,1,8,2,9,3,39,1,N,2
1,4,2,1,9,6,36,1,N,2
2,6,2,1,2,3,3,1,N,2
1,1,3,1,3,9,59,1,N,2
1,N,2,1,N,4,22,1,N,2
2,6,1,2,0,5,17,1,N,2
2,1,1,1,0,5,62,1,N,2
1,4,1,1,9,3,10,1,N,2
1,1,1,0,N,9,21,1,N,2
1,4,1,2,7,5,14,1,N,2
1,6,2,2,N,3,46,1,N,2
2,N,1,1,N,9,54,1,N,2
1,4,1,1,N,10,17,1,N,2
2,4,2,0,9,5,30,1,N,2
2,N,6,2,N,3,15,1,N,2
2,N,1,2,N,9,55,1,N,2
1,6,1,1,9,12,14,1,N,2
1,N,1,2,0,4,13,1,N,2
2,6,1,1,6,5,41,1,N,2
1,N,6,2,N,10,38,1,N,2
2,4,1,2,5,3,49,1,N,2
1,4,1,2,N,4,35,1,N,2
2,N,8,2,8,9,56,1,N,2
1,1,1,1,0,9,36,1,N,2
1,6,8,1,8,11,28,1,N,2
1,1,1,1,9,7,12,1,N,2
2,1,1,1,6,7,44,1,N,2
1,N,2,2,4,4,26,1,N,2
2,1,2,1,6,7,59,1,N,2
2,6,2,0,N,7,51,1,N,2
2,6,1,1,5,9,49,1,N,2
2,6,1,2,6,8,57,1,N,2
2,5,1,2,3,11,27,1,N,2
1,3,6,1,6,9,36,1,N,2
2,6,3,2,3,8,17,1,N,2
2,N,6,1,N,5,11,1,N,2
1,1,6,2,0,10,26,1,N,2
1,N,2,1,8,7,46,1,N,2
1,N,1,1,8,6,27,3,N,2
2,6,1,1,N,9,9,1,N,2
2,3,1,2,2,1,16,1,N,2
2,1,2,1,9,5,12,1,N,2
1,6,2,2,3,10,18,1,N,2
1,1,2,1,6,5,54,1,N,2
2,N,1,1,8,9,89,1,N,2
2,1,2,0,5,8,8,1,N,2
2,4,1,0,0,7,70,1,N,2
2,6,1,1,N,7,20,1,N,2
2,4,9,1,2,N,10,1,N,2
1,6,9,1,6,9,36,1,N,2
1,1,2,0,5,5,33,1,N,2
1,1,2,1,N,9,0,1,N,2
1,5,1,2,1,8,54,1,N,2
2,1,2,2,3,5,78,3,N,2
1,6,9,1,0,9,74,1,N,2
2,N,1,1,1,5,67,1,N,2
1,N,2,1,3,N,20,1,N,2
1,6,2,1,9,5,64,1,N,2
2,6,2,2,1,6,18,1,N,2
2,6,6,2,N,7,20,1,N,2
2,2,2,1,N,5,18,1,N,2
2,2,5,0,N,8,21,1,N,2
1,N,9,1,N,1,59,1,N,2
1,N,1,2,7,8,3,1,N,2
1,1,1,0,6,6,79,1,2,2
1,1,6,2,7,12,5,1,N,2
1,N,2,1,0,3,66,1,N,2
2,4,1,2,2,5,53,1,N,2
1,6,1,2,9,9,86,1,N,2
1,1,2,1,N,10,30,2,N,2
2,6,2,2,0,7,58,1,N,2
2,N,1,1,0,6,55,1,N,2
1,4,1,1,9,9,83,1,N,2
1,6,6,2,4,5,39,1,N,2
2,N,6,1,3,7,29,1,N,2
1,6,1,2,9,5,69,1,N,2
1,1,2,1,9,12,26,3,N,2
2,4,9,2,9,7,31,1,N,2
1,1,1,2,7,10,1,1,N,2
1,N,6,1,6,2,60,3,N,2
2,6,1,1,1,5,39,1,N,2
2,3,2,1,3,9,42,1,N,2
2,1,1,2,7,9,65,1,N,2
2,6,1,2,9,9,4,1,N,2
1,1,1,2,0,3,20,1,N,2
2,4,2,1,7,7,33,1,N,2
1,1,6,2,9,4,51,1,N,2
2,4,2,1,5,7,35,1,N,2
1,6,1,2,0,1,51,1,N,2
1,4,1,2,7,3,25,1,N,2
2,N,1,1,4,3,36,1,N,2
2,1,1,1,9,5,31,1,N,2
2,N,1,0,9,9,52,1,N,2
1,6,1,2,9,2,71,1,N,2
1,6,6,1,8,7,15,1,N,2
2,1,3,1,0,5,14,1,N,2
2,4,1,2,N,12,53,1,N,2
1,1,1,2,9,5,85,1,N,1
1,1,1,0,9,5,18,1,N,2
2,6,1,1,N,4,67,1,N,2
1,1,2,2,8,10,51,1,N,2
1,6,2,1,0,7,22,1,N,2
2,6,1,2,5,4,73,1,N,2
2,1,2,2,9,8,5,1,N,2
1,1,2,1,1,5,71,1,N,2
1,1,2,1,6,7,48,1,N,2
1,1,2,1,2,5,19,1,N,2
2,6,1,2,8,5,17,1,N,2
1,2,3,1,N,4,70,1,N,2
2,4,1,2,8,6,57,1,N,2
1,6,6,1,9,9,24,1,N,2
1,1,1,2,8,5,61,1,N,2
1,2,1,1,N,6,44,1,N,2
2,4,1,0,0,9,68,1,N,2
1,1,1,2,3,4,45,1,N,2
1,N,2,2,9,9,37,1,N,2
1,6,2,1,5,9,90,1,N,2
2,1,6,1,6,8,53,1,N,2
2,1,1,1,8,4,62,1,N,2
1,6,2,2,7,6,3,1,N,2
2,4,1,1,7,5,52,1,N,1
1,N,1,2,5,9,82,1,N,2
2,4,1,1,3,7,28,1,N,2
2,1,2,2,0,5,26,1,N,2
1,4,3,0,3,8,5,1,N,2
2,6,1,2,7,3,68,1,N,2
2,6,3,1,0,4,49,1,N,2
1,4,2,1,N,9,41,1,N,2
1,4,6,1,2,11,22,1,N,2
1,N,1,2,0,7,5,1,N,2
1,6,1,1,3,12,18,1,N,2
2,4,1,1,N,8,79,1,N,1
1,6,1,2,1,N,53,1,N,2
1,6,1,1,5,5,39,1,N,2
1,1,2,2,4,7,32,1,N,2
2,1,1,2,0,4,63,1,N,2
1,N,1,1,9,9,29,1,N,2
2,1,2,2,0,5,28,3,N,2
2,1,1,1,N,7,19,1,N,2
1,1,1,1,0,4,39,1,N,2
2,4,6,2,3,3,66,1,N,2
2,6,2,1,3,10,64,2,N,2
2,6,2,2,N,4,19,1,N,2
2,1,2,1,1,7,66,1,N,2
1,6,2,1,N,9,64,1,N,2
2,6,3,2,9,3,63,1,N,2
2,6,1,2,0,10,16,1,N,2
2,6,1,2,0,5,26,1,N,2
1,6,2,2,8,9,31,1,N,2
2,6,1,2,2,7,74,1,N,2
1,6,1,2,N,2,61,1,N,2
2,1,1,2,2,9,53,1,N,2
1,6,2,2,N,9,30,1,N,2
2,1,1,2,4,4,59,1,N,2
1,6,1,2,7,5,22,1,N,2
2,4,1,1,6,10,72,1,N,2
1,6,9,2,8,8,57,1,N,2
2,N,1,2,2,5,40,1,N,2
2,6,1,1,6,12,0,1,N,2
1,4,2,1,0,12,71,1,N,2
1,5,1,1,9,7,55,1,N,2
1,4,1,1,4,4,8,1,N,2
2,6,2,2,9,9,39,1,N,2
1,5,2,1,N,1,40,1,N,2
1,1,1,1,9,9,29,1,N,2
1,6,2,1,3,11,47,1,N,2
2,1,1,1,N,3,68,1,N,2
2,6,1,2,0,5,45,1,N,2
1,1,1,2,1,9,24,1,N,2
2,N,1,1,N,7,59,1,N,2
1,3,6,1,2,5,73,1,N,2
1,6,1,2,7,5,94,1,N,2
2,N,2,2,N,7,42,1,N,2
1,6,1,0,7,9,56,1,N,2
2,1,2,1,8,5,21,1,N,2
1,1,2,1,0,9,0,1,N,2
1,6,6,2,4,3,65,1,N,2
1,4,6,2,N,7,89,1,N,2
2,6,2,1,1,7,14,1,N,2
2,N,1,2,N,10,15,1,N,2
2,1,2,2,9,9,38,1,N,2
2,4,1,1,9,5,60,1,N,2
1,1,1,2,9,5,36,1,N,2
2,1,1,2,9,8,70,1,N,2
2,N,2,2,3,3,72,1,N,2
1,3,3,1,6,7,35,1,N,2
1,6,1,1,2,4,45,1,N,2
1,6,3,1,N,9,54,1,N,2
2,6,1,1,4,N,58,1,N,2
2,6,2,0,N,5,25,1,N,2
1,6,2,2,7,3,12,1,N,2
2,6,1,2,7,9,72,1,N,2
1,N,1,1,2,3,22,1,N,2
1,1,9,1,9,4,65,1,N,2
2,N,1,1,9,3,18,1,N,2
1,N,1,1,1,10,59,1,N,2
2,3,2,1,6,3,38,1,N,2
1,6,2,1,0,9,8,1,N,2
2,4,1,1,0,10,9,1,N,2
1,2,2,2,9,7,48,1,N,2
2,3,1,2,N,10,47,1,N,2
1,6,2,1,4,10,64,1,N,2
1,N,1,2,5,7,45,3,N,2
1,6,1,2,8,5,23,1,N,2
2,1,3,1,N,3,54,1,N,2
1,1,1,2,5,7,69,1,N,2
1,4,2,0,7,5,76,1,N,2
2,1,6,0,N,2,38,1,N,2
1,2,1,2,2,9,88,1,N,2
1,6,1,1,N,9,32,1,N,2
1,6,1,2,0,10,41,1,N,2
1,1,1,1,4,3,32,1,N,2
1,3,1,1,8,10,50,1,N,2
2,1,2,1,5,9,71,1,N,2
2,4,1,1,4,10,24,1,N,2
2,6,1,1,N,3,65,1,N,2
1,6,1,1,8,6,27,1,N,2
2,1,1,2,1,3,30,1,N,2
2,N,8,2,1,4,25,1,N,2
2,1,2,2,5,8,35,1,N,2
1,1,1,1,0,5,26,3,N,2
2,6,1,2,8,5,67,1,N,2
2,4,2,1,0,4,18,1,N,2
2,1,1,1,9,9,52,1,N,2
2,1,1,1,N,10,20,1,N,2
1,6,3,1,1,9,58,1,N,2
2,N,1,2,4,6,4,1,N,2
2,6,2,1,6,9,70,1,N,2
2,N,1,1,N,3,29,1,N,2
1,6,1,2,9,9,7,1,N,2
2,6,6,1,8,3,73,1,N,2
1,1,1,2,5,4,68,3,N,2
1,3,8,2,5,N,64,1,N,2
2,1,1,1,3,9,39,1,N,2
2,1,1,1,2,9,14,1,N,2
1,N,1,2,6,8,46,1,N,2
2,1,2,2,6,N,61,1,N,2
1,6,2,0,N,9,31,1,N,2
1,N,1,2,4,12,64,1,N,2
1,6,1,2,1,9,30,1,N,2
1,6,1,1,8,5,11,1,N,2
2,1,1,1,4,5,26,1,N,2
2,6,1,2,2,3,64,1,N,1
2,6,2,1,1,3,52,1,N,1
2,5,1,2,3,4,9,1,N,2
1,N,8,2,4,10,11,1,N,2
1,N,1,1,N,12,69,1,N,2
2,6,6,0,2,11,52,1,N,2
2,6,1,1,6,8,27,1,N,2
2,1,6,2,N,5,48,1,N,2
1,1,1,1,1,N,74,1,N,2
1,6,1,2,5,10,59,1,N,2
1,4,1,1,9,10,88,1,N,2
1,N,1,2,9,4,49,1,N,2
2,N,2,0,9,7,13,1,N,2
1,1,2,0,9,9,33,1,N,2
2,4,2,2,6,9,52,1,N,2
1,1,1,1,N,7,29,1,N,2
2,6,2,2,1,12,18,1,N,2
1,6,1,1,6,7,7,1,N,2
1,N,1,1,8,5,52,1,N,2
1,6,1,1,4,1,4,1,5,2
2,N,1,1,N,4,32,1,N,2
1,6,1,1,7,N,9,1,N,2
1,6,1,2,9,10,77,1,N,2
2,1,1,2,9,8,15,1,N,2
1,N,6,1,8,3,2,1,N,2
2,1,2,1,2,1,52,1,N,2
1,1,1,1,2,5,33,1,N,2
1,6,1,0,6,10,70,1,N,2
1,1,1,2,0,9,36,1,N,2
1,6,9,2,6,9,70,2,N,2
2,3,1,1,6,8,46,1,N,2
2,4,1,1,1,4,55,1,N,2
1,6,1,2,1,7,67,1,N,2
1,1,1,0,N,8,39,1,N,2
2,6,1,1,9,5,36,1,N,2
1,1,1,1,4,5,29,1,N,2
1,4,6,1,8,8,16,1,N,2
1,3,1,2,0,4,64,1,N,2
1,6,1,1,0,11,14,1,N,2
2,6,1,2,2,8,29,1,4,2
1,6,2,2,4,9,48,1,N,2
1,4,1,1,N,5,84,1,N,2
1,4,1,1,7,11,34,1,N,2
1,1,8,2,N,7,42,1,N,2
2,N,1,1,5,9,20,1,N,2
2,6,2,1,7,9,87,1,N,2
2,1,1,1,N,1,10,1,N,2
2,1,1,1,0,9,5,1,N,2
1,N,1,1,2,3,5,1,N,2
2,6,1,1,5,3,49,3,N,2
2,6,1,1,9,5,9,1,N,2
2,3,1,2,9,9,62,1,N,2
1,N,1,1,1,9,19,1,N,2
1,1,1,1,6,5,70,1,N,2
1,3,2,1,0,1,27,1,N,2
1,4,6,2,8,7,56,1,N,2
2,4,8,1,7,4,54,1,N,2
2,1,2,1,1,4,87,1,N,2
2,1,1,1,1,3,77,1,N,2
2,3,2,2,N,9,55,1,N,2
1,N,2,1,9,6,3,1,N,2
2,6,9,2,7,3,45,1,N,2
2,6,9,1,3,3,39,1,N,2
2,1,6,2,3,8,42,1,N,2
2,1,2,1,0,5,24,1,N,2
2,6,1,1,0,10,70,1,N,2
2,6,1,1,N,5,62,1,N,2
2,4,2,2,2,7,35,1,N,2
1,6,1,1,4,7,89,1,N,2
2,1,1,1,9,10,58,1,N,2
1,6,8,1,N,9,60,1,N,2
2,6,1,2,9,4,52,1,N,2
2,4,1,2,N,9,55,1,N,2
1,3,2,1,5,9,60,1,N,2
1,6,1,1,7,4,73,1,N,2
2,1,1,1,N,11,65,1,N,2
2,1,1,2,5,4,69,1,N,2
2,1,6,1,0,3,12,1,N,2
2,4,3,1,N,7,11,1,N,2
1,4,2,1,N,9,58,1,N,2
1,1,8,1,1,3,51,1,N,2
2,N,2,2,6,3,58,1,N,2
2,6,1,1,8,9,47,1,N,2
1,N,1,1,2,5,72,1,N,1
2,6,2,0,1,3,24,1,N,2
2,1,1,1,8,6,25,1,N,2
2,4,9,2,9,5,56,1,N,2
1,6,1,2,0,3,51,1,N,2
1,1,6,1,1,4,54,1,N,2
2,6,1,1,1,2,22,1,N,2
1,N,6,1,2,9,60,1,N,2
1,1,1,1,9,9,37,1,N,2
2,6,6,0,6,4,75,1,N,2
2,6,2,0,2,9,94,1,N,2
1,1,8,1,N,7,6,1,N,2
2,6,1,2,8,2,74,1,N,2
1,4,2,1,N,7,54,1,N,2
1,3,1,2,9,10,60,1,N,2
2,1,9,0,0,10,61,1,N,2
2,6,2,2,9,9,60,1,N,1
1,6,2,1,0,5,70,1,N,2
1,4,1,2,8,10,11,1,N,2
1,3,1,1,2,12,34,1,N,2
1,1,1,2,2,9,70,1,N,2
2,6,1,2,9,7,19,3,N,2
1,1,9,0,N,12,62,1,N,2
2,1,2,1,7,10,4,1,N,2
2,1,1,2,8,9,49,1,N,2
1,4,1,1,4,10,38,1,N,2
1,6,6,2,5,1,55,1,N,2
1,3,1,2,N,12,25,1,N,2
2,3,6,1,9,3,94,1,N,2
2,N,2,1,3,3,8,1,N,2
2,4,2,2,4,2,13,1,N,2
1,N,2,2,8,7,16,1,N,2
2,6,1,2,0,1,12,1,N,2
1,N,2,1,8,9,94,1,N,2
1,4,2,1,N,7,24,1,N,2
1,4,2,0,4,9,36,1,N,2
1,1,1,2,9,N,39,1,N,2
1,N,2,1,1,9,8,1,N,2
1,6,2,2,5,7,74,1,N,2
2,3,2,1,1,2,16,1,N,2
2,1,1,1,2,9,13,1,N,2
2,3,1,1,4,9,11,1,N,2
1,1,2,1,N,9,77,1,N,2
1,1,1,1,N,8,16,1,N,2
2,1,2,0,5,7,58,1,N,2
1,N,1,2,6,7,20,1,N,2
1,6,1,2,9,3,46,1,N,2
1,6,1,2,7,9,50,1,N,2
1,6,1,1,9,2,14,1,N,2
1,N,2,2,7,2,28,1,N,2
2,6,1,0,9,12,43,1,N,2
1,6,9,0,9,5,50,1,N,2
2,1,1,1,1,11,4,1,N,2
2,4,2,0,0,11,83,1,N,2
1,1,2,2,N,9,60,1,N,2
2,4,1,1,0,10,38,1,N,2
2,1,1,0,6,11,65,1,N,2
1,6,1,1,0,7,38,1,N,2
1,4,1,1,7,9,70,1,N,2
2,N,1,1,0,10,22,1,N,2
1,3,9,1,2,1,37,1,N,2
2,N,2,2,6,4,30,1,N,2
2,1,1,1,4,10,62,1,N,2
1,N,2,1,4,7,48,1,N,2
1,6,1,1,8,3,45,1,N,2
1,1,1,1,9,5,61,1,N,1
1,1,1,1,9,3,68,1,N,2
2,1,1,2,8,9,54,1,N,2
1,6,6,1,6,7,5,1,N,2
2,1,1,1,N,9,66,1,N,2
1,4,2,1,8,7,15,1,N,2
2,4,1,2,N,5,60,1,N,2
1,N,2,1,9,10,2,1,N,2
1,N,2,1,N,9,42,3,N,2
2,1,1,1,8,11,15,1,N,2
2,6,6,0,9,11,71,1,N,2
2,6,1,2,9,7,45,1,N,2
2,N,2,1,1,10,61,1,N,2
2,1,9,2,8,10,63,1,N,2
2,5,2,1,0,10,61,1,N,2
1,2,1,1,N,10,9,1,N,2
2,N,2,1,7,9,11,1,N,2
2,1,1,1,5,3,19,1,N,2
2,1,2,2,0,9,80,1,N,2
1,6,9,2,9,3,4,1,N,2
2,4,3,2,7,11,51,1,N,2
1,3,1,2,9,9,47,1,N,2
1,N,1,1,5,10,52,1,N,2
2,2,2,1,6,10,20,1,N,2
2,1,6,1,N,10,62,1,N,2
1,1,1,2,6,7,4,1,N,1
2,4,2,1,N,9,70,1,N,2
2,6,2,0,9,1,56,1,N,2
1,1,3,2,6,5,35,1,N,2
2,1,2,2,2,8,66,1,N,2
1,N,1,1,N,5,82,3,N,1
1,4,8,1,N,10,60,1,N,2
1,6,1,0,4,5,59,1,N,2
2,N,8,1,4,7,62,1,N,2
1,1,1,1,7,5,62,1,N,2
1,3,1,2,1,7,64,1,N,2
2,4,6,0,8,9,52,1,N,2
2,1,1,1,5,5,81,1,N,2
2,2,1,1,0,5,9,1,N,2
2,6,2,1,3,8,49,1,N,2
2,N,1,1,N,9,58,1,N,2
1,N,1,1,0,3,4,1,N,2
2,4,6,2,0,12,62,1,N,2
1,1,8,2,0,5,64,3,N,2
2,N,6,1,N,10,67,1,N,1
1,N,1,1,8,8,31,1,N,2
2,1,2,2,8,6,64,1,N,2
2,4,2,1,1,7,74,1,N,2
1,4,6,1,N,3,25,1,N,2
1,1,1,1,2,9,26,1,N,2
2,6,1,1,4,9,16,1,N,2
2,1,1,1,2,3,35,1,N,2
1,6,1,2,0,9,21,1,N,2
1,1,1,2,N,3,60,3,N,2
1,2,2,1,2,5,15,1,N,2
2,N,1,0,4,11,62,1,5,2
2,6,1,2,4,11,41,1,N,2
1,N,1,2,7,4,27,1,N,2
2,3,1,0,0,3,13,1,N,2
1,6,2,1,7,11,50,1,N,2
2,6,2,1,0,3,65,1,N,2
1,6,2,2,7,8,52,1,N,2
2,N,9,1,1,11,32,1,N,2
1,6,6,0,5,9,53,1,N,2
2,6,2,1,N,3,60,1,N,2
2,6,1,2,3,7,24,1,N,2
1,4,1,2,9,9,35,3,N,2
2,4,2,1,1,4,10,2,N,2
1,N,1,2,0,8,67,1,N,2
2,4,2,1,5,9,77,1,N,2
1,6,2,1,6,9,10,1,N,2
2,1,1,1,7,10,69,1,N,2
2,N,1,1,3,9,30,1,N,2
1,3,1,2,7,10,17,1,N,2
2,6,3,2,0,7,51,1,N,2
1,1,2,1,0,10,0,1,N,2
2,1,1,2,5,5,65,1,N,2
1,1,1,2,7,5,4,1,N,2
2,1,6,1,8,8,11,1,N,2
1,1,2,1,3,9,9,1,N,2
2,6,1,1,8,10,74,1,N,2
2,6,1,0,N,8,56,1,N,2
1,6,8,1,2,4,86,1,N,2
1,6,1,0,6,5,23,1,N,1
2,1,1,0,2,12,25,2,N,2
1,1,1,1,6,3,94,1,N,2
2,N,1,2,5,9,62,1,N,2
2,N,1,1,3,N,46,1,N,2
1,N,1,1,8,4,76,1,N,2
2,6,1,2,N,9,2,1,N,2
1,6,1,2,1,9,24,1,N,2
1,6,2,2,8,1,36,1,N,2
1,6,1,1,0,1,79,1,N,2
1,6,2,1,0,10,45,1,N,2
1,1,2,1,8,10,54,1,N,2
1,1,2,1,3,7,65,1,N,2
2,1,1,1,N,5,4,2,N,2
1,6,8,1,3,5,54,2,N,2
2,1,1,2,2,4,26,1,N,2
1,1,2,1,0,10,42,1,N,2
1,6,1,2,5,10,19,1,N,2
2,5,6,2,N,12,81,1,N,2
2,3,1,1,1,12,95,1,N,2
2,1,1,2,1,2,0,1,N,2
1,6,2,2,3,5,24,3,N,2
2,N,1,1,7,N,49,1,N,2
2,1,1,2,5,7,65,1,N,2
1,1,1,1,5,9,55,1,N,2
2,6,1,1,N,7,26,1,N,2
1,4,2,2,5,9,64,1,N,2
2,3,8,1,8,10,76,1,N,2
2,6,2,2,1,7,20,1,N,2
1,N,8,2,4,7,29,1,N,2
1,6,1,1,7,5,70,1,N,2
1,3,6,1,6,5,28,1,N,2
2,6,1,2,N,10,23,1,N,2
1,1,1,2,0,6,17,1,N,2
2,6,2,1,N,7,64,1,N,2
2,6,2,1,0,11,6,1,N,2
1,6,2,1,N,10,20,1,N,2
2,6,2,2,6,3,6,1,N,2
1,1,1,1,2,7,16,1,N,2
2,6,2,1,N,12,2,1,N,2
1,6,1,1,7,5,29,1,N,2
2,6,1,1,1,7,90,1,N,2
2,1,1,1,0,7,19,1,N,2
1,6,1,1,8,5,48,1,N,2
2,6,9,2,6,11,58,1,N,2
1,N,1,2,9,4,28,1,N,2
1,N,6,1,8,6,32,1,N,2
1,N,1,1,N,9,9,1,N,2
2,N,1,1,9,10,54,1,N,2
2,1,1,2,9,9,66,1,N,2
1,1,3,1,5,5,37,1,N,2
1,6,2,2,7,7,69,1,N,2
1,6,6,1,0,4,29,1,N,2
2,1,2,1,N,11,10,1,N,2
2,6,1,2,8,9,42,1,N,1
2,1,1,2,9,5,6,1,N,2
1,1,2,1,5,4,35,1,N,2
1,6,2,1,0,7,22,1,N,2
2,N,1,2,1,8,55,1,N,2
2,N,1,1,2,7,9,1,N,2
1,6,1,1,7,9,39,1,N,2
1,1,1,1,N,2,33,1,N,2
2,N,1,2,6,9,39,1,N,2
2,N,1,1,9,3,39,1,N,2
2,6,1,2,4,5,64,1,N,2
1,6,5,1,9,7,13,1,N,2
1,6,6,1,0,5,94,1,N,2
2,6,1,2,N,7,0,1,N,2
2,4,2,1,7,7,79,3,N,2
1,N,1,2,7,4,64,1,N,2
2,1,2,1,1,10,17,1,N,2
1,6,3,2,0,9,1,1,N,2
1,3,1,1,4,8,93,1,N,2
1,N,5,1,9,3,39,1,N,2
1,N,1,2,9,5,51,1,N,2
2,4,1,1,5,9,50,1,N,2
2,N,1,2,0,9,3,1,N,2
1,6,2,1,2,N,4,1,N,2
2,N,1,1,2,9,8,1,N,2
2,6,2,1,7,2,44,1,N,2
1,N,1,2,7,4,80,3,N,2
1,N,1,1,3,10,8,1,N,2
2,N,2,1,6,7,5,1,N,2
1,6,1,2,3,3,58,1,N,2
2,6,1,1,5,7,22,1,N,2
1,1,8,2,3,9,24,1,N,2
2,4,1,2,N,9,76,1,N,2
2,1,1,1,N,7,1,1,N,2
2,1,1,1,8,7,59,1,N,2
2,3,2,2,3,9,17,1,N,2
1,6,8,1,N,N,35,1,N,2
2,4,2,2,N,7,36,1,N,2
1,1,7,2,7,2,67,1,N,2
2,6,6,2,5,3,62,1,N,2
2,N,1,1,9,3,2,1,N,2
1,6,1,1,4,4,32,1,N,2
1,3,1,0,9,11,60,1,N,2
1,6,8,1,5,5,7,1,N,2
1,1,1,1,3,5,30,1,N,2
2,1,6,2,2,3,46,1,N,2
2,6,2,2,1,7,14,1,N,2
2,N,1,2,2,6,90,1,N,2
2,N,2,1,N,N,17,1,N,2
1,6,1,0,9,4,60,1,N,2
1,N,2,1,N,8,2,1,N,2
1,N,1,2,7,9,54,1,N,2
2,6,1,2,3,11,61,1,N,2
2,1,1,1,N,9,67,1,2,2
1,5,1,2,9,10,54,1,N,2
1,N,2,1,5,7,39,3,N,2
1,1,1,2,3,6,57,1,N,2
1,1,1,1,8,4,24,1,N,2
2,1,1,1,8,7,61,1,N,2
2,1,1,1,9,9,72,1,N,2
1,1,1,2,N,9,24,1,N,2
1,6,2,1,2,7,37,1,N,2
1,6,1,1,8,5,58,1,N,2
1,6,2,1,5,9,8,1,N,2
2,6,1,1,0,5,9,2,N,2
2,6,1,1,0,8,68,1,N,2
2,6,1,1,0,3,48,1,N,2
1,N,1,1,8,3,77,1,N,2
2,1,1,1,9,1,39,1,N,2
1,3,6,1,3,4,80,1,N,2
1,1,1,1,8,10,35,1,N,2
1,6,1,1,N,9,20,1,N,2
2,N,6,1,0,3,60,1,N,2
1,6,1,1,8,9,3,1,N,2
2,6,1,1,4,10,22,1,N,2
1,6,1,0,9,9,43,1,N,1
2,1,1,1,3,9,60,1,N,2
1,6,1,0,3,8,41,1,N,2
2,6,1,2,3,10,68,2,N,2
1,6,2,1,4,5,35,1,N,2
1,1,1,2,7,1,66,1,N,2
1,N,2,1,1,7,68,1,N,2
1,4,1,2,7,8,13,1,N,2
1,4,6,2,8,3,81,1,N,2
2,6,1,2,4,9,46,1,N,2
1,4,6,2,N,11,49,1,N,2
1,1,8,1,2,3,59,1,N,2
2,3,1,2,6,3,10,1,N,2
1,5,1,1,2,3,27,1,N,2
1,6,2,0,9,2,47,1,N,2
2,6,6,1,0,3,22,1,N,2
1,6,3,1,2,9,23,1,N,2
2,1,2,2,0,5,83,1,N,2
1,6,1,1,N,10,57,1,N,2
1,6,2,1,4,N,6,1,4,2
2,N,2,1,5,7,86,1,N,2
1,6,2,1,3,9,60,1,N,2
1,1,6,0,2,3,27,1,N,2
1,6,1,2,3,3,56,1,N,2
2,1,1,2,6,9,62,1,N,2
1,N,1,0,0,7,14,1,N,2
1,6,1,1,6,9,72,1,N,2
2,N,1,1,N,9,17,1,N,2
2,N,1,2,0,5,5,1,N,2
2,6,1,1,0,3,64,1,N,2
1,N,1,1,9,7,40,1,N,2
2,6,1,2,3,4,53,1,N,2
1,N,1,1,2,9,50,1,N,2
1,3,1,2,9,12,45,1,N,2
2,6,2,2,1,N,34,1,N,2
1,N,1,1,0,9,33,1,N,2
1,N,2,2,9,9,87,1,N,2
1,6,9,2,8,2,62,1,N,2
1,1,2,1,N,9,27,1,N,2
1,N,6,2,5,3,65,2,N,2
2,4,2,1,4,11,26,1,N,2
2,6,1,2,0,7,55,1,N,2
2,N,6,2,1,7,53,1,N,2
2,6,1,1,3,7,72,1,N,2
1,6,2,2,6,5,59,3,N,2
1,1,9,2,0,11,1,1,N,2
1,3,1,1,3,5,46,1,N,2
2,1,2,0,4,12,68,1,N,2
2,4,1,2,1,5,50,1,N,2
2,1,2,1,N,7,56,1,N,2
2,6,1,1,1,4,81,1,N,2
1,1,1,1,8,5,3,1,N,2
1,1,1,1,N,7,48,1,N,2
2,3,6,2,1,4,72,1,N,2
2,1,1,0,0,9,29,1,N,2
2,6,1,1,5,7,37,1,N,2
2,6,2,1,1,N,63,1,N,2
2,5,6,1,0,5,17,1,N,2
1,4,1,2,N,8,7,1,N,2
1,1,2,2,N,3,10,1,N,2
2,6,1,1,N,4,36,1,N,2
1,4,1,1,2,5,0,1,N,2
1,6,6,1,3,7,17,1,N,2
1,4,6,2,0,9,65,1,N,2
2,1,2,2,7,5,20,3,N,2
2,6,1,1,0,5,45,1,N,2
2,1,9,1,3,9,8,1,N,2
2,1,8,1,2,10,75,1,N,2
2,1,6,1,4,3,47,1,N,2
1,6,3,1,5,5,56,1,N,2
1,1,1,1,7,3,66,1,N,2
2,N,6,2,3,6,34,1,5,2
2,6,1,1,3,9,5,3,N,2
2,1,9,2,N,9,12,1,N,2
2,6,6,2,9,7,2,1,N,2
2,6,8,1,8,5,26,1,N,2
2,1,2,1,3,7,34,1,N,2
2,N,2,1,N,5,10,1,N,2
1,3,6,1,8,9,56,1,N,2
1,1,1,1,8,5,74,1,N,2
1,6,1,1,1,9,46,1,N,2
1,6,7,1,2,7,17,1,N,2
1,1,1,1,1,3,68,1,N,2
1,3,1,2,8,10,22,1,N,2
1,1,1,2,7,11,36,1,N,2
