,SEX,RAC1P,EDU,MSP,PINCP_DECILE,OWN_RENT,HOUSING_TYPE
19196,1,7,9,3,3,0,1
19197,1,1,5,5,5,2,2
19198,2,1,10,6,0,1,2
19199,2,1,9,1,3,1,1
19200,2,1,8,5,4,1,2
19201,1,1,8,4,1,1,2
19202,1,2,2,6,6,1,2
19203,1,7,8,1,3,2,2
19204,1,2,9,6,1,1,1
19205,1,1,9,3,0,0,1
19206,2,1,7,3,3,1,2
19207,2,1,9,1,3,1,1
19208,2,6,8,5,6,1,1
19209,1,6,9,1,4,1,1
19210,2,5,7,1,3,1,1
19211,1,9,9,5,0,0,1
19212,1,6,9,3,6,1,1
19213,2,6,5,5,4,2,2
19214,1,1,5,4,2,1,1
19215,2,1,10,1,3,1,2
19216,2,6,9,3,3,1,1
19217,2,1,5,3,3,2,2
19218,1,2,4,4,6,1,2
19219,2,1,9,3,1,0,1
19220,2,1,9,3,2,0,1
19221,1,2,5,1,2,1,1
19222,1,1,9,6,3,1,1
19223,1,5,8,6,9,0,1
19224,2,1,2,1,1,0,1
19225,1,2,11,3,0,2,2
19226,1,1,9,1,3,1,1
19227,2,1,9,4,2,0,1
19228,2,1,3,5,2,2,2
19229,2,1,3,4,2,0,3
19230,2,1,9,6,6,1,1
19231,2,1,9,3,0,0,1
19232,1,7,9,5,8,0,1
19233,1,1,7,3,4,1,1
19234,1,1,9,2,6,0,2
19235,1,1,8,4,5,1,2
19236,2,1,3,6,5,1,2
19237,2,2,8,2,0,2,3
19238,1,1,9,4,1,0,1
19239,1,1,2,1,5,0,1
19240,1,1,2,3,7,1,2
19241,2,1,7,5,8,1,2
19242,2,1,4,2,2,1,2
19243,1,1,8,6,5,2,2
19244,1,1,12,5,2,2,2
19245,1,1,9,4,2,0,3
19246,1,1,4,4,6,1,2
19247,1,1,4,1,2,1,1
19248,2,8,5,1,0,1,1
19249,1,1,9,4,4,1,1
19250,2,1,4,5,4,2,2
19251,2,1,3,4,6,2,2
19252,2,1,3,5,1,1,2
19253,2,8,3,1,1,2,1
19254,1,2,5,1,2,1,1
19255,2,2,6,4,0,0,3
19256,1,1,10,1,6,2,2
19257,1,1,9,3,4,0,1
19258,2,1,7,4,0,0,3
19259,2,1,2,4,0,2,2
19260,1,8,9,3,3,0,1
19261,2,7,4,5,3,0,2
19262,2,1,1,4,6,1,2
19263,2,1,9,4,5,0,1
19264,1,1,5,5,1,2,2
19265,2,1,9,3,0,0,1
19266,2,1,7,6,7,0,3
19267,2,1,8,5,6,1,2
19268,1,1,4,4,1,1,2
19269,2,5,10,2,1,1,1
19270,1,1,5,2,2,1,1
19271,1,9,9,4,2,0,1
19272,2,1,4,4,3,0,1
19273,1,1,5,3,3,0,1
19274,2,1,5,4,1,1,2
19275,1,1,2,5,3,1,2
19276,1,1,9,3,8,0,1
19277,1,3,9,3,6,1,2
19278,2,1,5,5,4,2,2
19279,1,7,5,1,1,1,1
19280,1,9,9,3,9,0,1
19281,1,1,7,1,3,1,1
19282,1,2,2,2,9,0,1
19283,2,9,9,1,1,1,1
19284,1,6,11,1,6,1,2
19285,2,1,7,5,0,2,2
19286,2,1,9,4,6,0,1
19287,1,8,2,2,2,1,1
19288,1,2,2,1,2,1,1
19289,2,8,8,4,6,1,2
19290,1,1,7,1,4,2,1
19291,1,1,3,1,2,1,1
19292,2,1,9,4,5,0,1
19293,1,1,5,6,2,2,2
19294,1,1,7,1,4,1,2
19295,1,3,4,1,0,1,1
19296,1,3,7,5,6,1,2
19297,2,1,9,3,3,1,1
19298,1,1,2,3,3,1,1
19299,1,2,4,1,2,1,1
19300,2,1,4,5,0,2,2
19301,2,6,2,3,6,1,2
19302,1,1,6,6,3,2,2
19303,1,1,5,3,0,2,2
19304,1,1,9,5,8,0,1
19305,1,1,7,4,6,2,2
19306,2,1,9,3,2,1,1
19307,2,1,2,1,3,0,1
19308,1,1,7,1,2,1,3
19309,2,1,6,4,3,1,2
19310,1,9,9,4,5,0,1
19311,2,1,12,6,3,1,1
19312,2,1,2,5,6,1,2
19313,2,1,9,1,1,1,1
19314,2,6,3,6,6,1,2
19315,1,2,7,6,6,1,2
19316,1,1,8,6,1,1,1
19317,2,8,7,1,0,1,1
19318,2,5,9,2,3,2,3
19319,1,1,9,5,2,2,2
19320,2,1,7,1,2,0,1
19321,1,1,3,5,6,1,2
19322,2,1,5,6,6,1,2
19323,2,1,7,1,4,2,2
19324,1,1,3,4,6,1,2
19325,1,1,3,1,1,1,2
19326,2,1,5,1,1,2,2
19327,1,8,2,1,1,0,1
19328,2,1,5,4,5,2,2
19329,2,5,8,5,1,0,1
19330,2,1,11,5,1,2,2
19331,2,1,4,2,0,1,2
19332,2,1,6,6,0,1,1
19333,2,1,10,5,3,1,1
19334,2,2,5,5,3,2,2
19335,2,2,4,3,3,2,2
19336,2,1,8,3,0,1,2
19337,1,9,9,3,3,0,1
19338,1,1,2,1,3,0,1
19339,2,1,9,4,4,0,1
19340,1,1,3,4,6,1,1
19341,1,1,9,4,1,0,1
19342,2,1,4,5,4,1,2
19343,1,1,9,6,3,0,1
19344,1,1,7,5,5,1,2
19345,2,7,4,1,5,0,1
19346,2,3,3,5,3,1,2
19347,2,1,7,4,2,0,1
19348,1,1,9,1,2,1,1
19349,2,6,2,1,4,2,2
19350,2,1,3,3,3,0,2
19351,2,6,3,6,6,2,2
19352,1,1,5,1,3,0,1
19353,2,1,1,5,7,1,2
19354,1,1,4,5,0,1,2
19355,2,1,4,2,1,1,2
19356,2,1,9,5,2,1,1
19357,1,1,5,4,0,1,2
19358,2,9,9,1,6,1,1
19359,2,1,4,6,1,2,2
19360,2,1,9,1,0,1,1
19361,2,6,7,5,5,2,2
19362,2,8,10,2,0,1,2
19363,2,1,10,3,2,2,2
19364,2,1,3,3,2,1,2
19365,1,1,8,6,0,2,2
19366,1,1,3,5,2,1,1
19367,2,2,5,3,2,1,1
19368,2,2,4,2,4,1,2
19369,2,6,1,5,2,1,1
19370,2,1,7,2,2,2,3
19371,2,1,9,6,2,0,1
19372,2,1,9,4,5,0,1
19373,2,1,6,1,2,2,2
19374,1,1,9,4,1,1,1
19375,2,1,9,1,1,2,3
19376,2,1,5,6,1,1,2
19377,1,1,5,2,2,1,2
19378,1,1,5,4,5,0,1
19379,2,1,6,6,2,0,1
19380,1,1,5,2,5,1,2
19381,2,1,9,3,6,0,1
19382,1,6,8,5,6,0,2
19383,2,1,12,2,3,1,1
19384,2,1,5,1,3,1,1
19385,2,1,7,3,4,1,2
19386,1,1,5,4,2,1,2
19387,2,1,9,6,4,0,1
19388,1,1,9,3,3,0,1
19389,2,1,3,6,3,1,1
19390,1,1,9,4,6,0,1
19391,2,9,10,5,1,1,2
19392,1,1,6,6,6,2,2
19393,2,9,9,3,4,0,1
19394,2,2,10,1,2,2,2
19395,2,2,7,1,0,1,1
19396,2,2,9,1,1,2,2
19397,1,1,5,2,6,2,2
19398,2,1,3,5,4,2,2
19399,1,1,3,4,3,1,2
19400,2,8,7,4,0,2,1
19401,2,2,4,6,1,0,2
19402,1,1,9,3,6,1,1
19403,1,6,9,4,2,1,1
19404,1,4,3,5,2,1,2
19405,2,1,7,5,5,2,2
19406,1,1,10,1,4,2,3
19407,2,7,5,1,0,2,3
19408,2,1,9,1,1,1,3
19409,1,4,3,4,0,2,1
19410,1,1,7,1,4,1,1
19411,2,1,9,4,4,0,1
19412,1,1,5,2,2,2,1
19413,1,7,9,5,3,1,2
19414,1,1,9,1,4,1,1
19415,1,1,3,4,4,1,2
19416,2,1,7,5,6,2,2
19417,1,6,5,6,0,2,2
19418,1,1,1,1,1,0,1
19419,1,1,9,2,2,1,1
19420,2,1,7,1,4,1,1
19421,2,2,8,3,6,0,3
19422,1,1,9,5,3,0,1
19423,2,2,4,1,2,1,1
19424,1,2,5,6,1,1,1
19425,2,1,4,1,4,0,1
19426,2,1,4,2,6,2,2
19427,1,2,7,3,3,1,2
19428,1,1,8,1,4,1,2
19429,2,2,4,1,2,1,1
19430,2,1,8,1,4,1,2
19431,2,1,6,1,1,1,1
19432,2,1,9,3,1,1,1
19433,1,1,3,3,3,1,2
19434,2,1,7,3,3,2,2
19435,1,1,3,5,1,1,1
19436,1,1,9,5,3,0,1
19437,1,7,2,3,3,1,1
19438,2,1,9,5,4,0,1
19439,2,1,5,6,3,2,2
19440,1,1,7,4,8,0,2
19441,2,1,7,6,6,0,1
19442,1,2,7,5,6,0,2
19443,1,1,9,1,2,2,3
19444,2,1,5,6,3,1,1
19445,2,1,2,2,8,1,1
19446,2,1,8,6,1,1,1
19447,1,1,9,5,3,0,1
19448,2,2,7,4,1,2,2
19449,2,1,9,3,2,1,1
19450,2,6,8,4,2,1,2
19451,2,1,7,5,3,2,2
19452,2,1,6,5,1,1,2
19453,2,9,9,1,2,1,1
19454,2,6,9,5,0,1,1
19455,1,1,5,1,2,1,1
19456,1,1,7,5,6,2,2
19457,1,7,9,4,3,2,1
19458,1,1,5,6,4,2,2
19459,2,1,7,3,1,2,2
19460,2,1,5,1,2,1,2
19461,2,1,2,5,1,0,1
19462,1,1,2,1,0,0,1
19463,1,1,3,5,1,1,1
19464,2,1,9,4,1,1,1
19465,2,1,9,1,5,1,1
19466,1,7,5,1,3,2,3
19467,2,1,8,6,2,0,1
19468,1,1,9,3,5,0,1
19469,2,1,9,1,1,2,1
19470,1,1,2,5,1,0,3
19471,1,1,9,6,4,0,3
19472,2,1,9,1,8,1,1
19473,2,9,9,4,3,1,1
19474,1,1,2,4,1,0,2
19475,1,1,3,5,6,2,2
19476,2,1,3,5,3,1,1
19477,1,1,9,1,3,1,1
19478,2,8,2,1,3,0,1
19479,1,5,2,3,0,1,2
19480,1,9,9,3,3,0,1
19481,1,1,4,6,1,0,3
19482,2,7,3,5,5,1,2
19483,2,1,9,4,6,1,1
19484,2,1,9,1,4,2,1
19485,2,1,9,1,3,1,1
19486,1,1,7,5,6,1,2
19487,1,6,9,6,7,0,1
19488,2,6,4,3,0,2,2
19489,1,1,9,1,1,1,1
19490,2,1,2,4,3,1,1
19491,2,1,8,1,5,2,2
19492,2,1,9,5,6,0,1
19493,2,5,4,2,1,1,1
19494,2,1,7,1,2,1,2
19495,2,2,1,5,5,0,3
19496,1,1,9,5,4,0,1
19497,2,7,7,1,3,2,2
19498,2,1,2,5,2,0,2
19499,2,1,7,3,6,0,3
19500,2,1,5,1,1,2,3
19501,1,9,9,6,3,0,1
19502,2,2,4,6,6,1,2
19503,2,1,5,3,1,1,1
19504,1,1,5,3,1,0,2
19505,1,2,5,5,6,2,2
19506,2,2,7,1,3,2,2
19507,2,1,3,5,5,2,2
19508,2,1,7,6,5,1,1
19509,2,1,9,1,7,1,2
19510,1,8,5,2,2,1,2
19511,1,1,5,2,8,0,2
19512,1,1,7,1,6,1,1
19513,1,6,6,6,6,1,2
19514,1,1,3,6,4,2,2
19515,2,1,9,4,5,0,1
19516,1,1,8,1,3,1,1
19517,1,1,5,5,6,1,2
19518,2,8,5,1,5,1,2
19519,2,1,6,1,0,1,3
19520,2,1,5,4,3,1,2
19521,1,6,4,3,6,2,2
19522,1,1,2,4,4,2,2
19523,1,1,9,4,1,0,1
19524,2,7,6,5,2,1,2
19525,2,1,9,3,1,0,1
19526,2,1,5,5,4,1,1
19527,2,6,9,4,3,0,1
19528,2,1,2,5,3,2,2
19529,2,1,5,2,1,1,1
19530,1,1,3,3,5,1,2
19531,2,8,5,5,4,2,2
19532,2,1,10,3,3,1,3
19533,2,1,7,3,1,2,2
19534,2,1,5,6,3,2,2
19535,1,1,5,1,2,2,2
19536,1,1,4,5,2,0,3
19537,1,1,9,3,5,1,1
19538,2,1,3,3,2,1,1
19539,2,1,9,3,1,1,1
19540,1,1,7,5,9,1,2
19541,2,9,9,3,3,0,1
19542,1,1,9,6,8,0,1
19543,2,6,9,1,2,1,1
19544,2,6,3,5,6,1,1
19545,1,1,3,2,6,1,2
19546,2,8,3,3,0,1,3
19547,2,1,6,6,5,1,2
19548,1,1,3,6,6,1,2
19549,2,1,3,1,2,0,1
19550,2,1,6,4,5,1,2
19551,1,1,10,4,8,1,2
19552,1,1,2,4,1,1,2
19553,1,1,9,4,1,0,1
19554,2,1,3,1,1,1,2
19555,2,1,8,3,6,1,2
19556,2,1,5,5,4,1,3
19557,1,1,9,4,6,0,1
19558,1,2,5,5,3,2,2
19559,1,1,9,4,2,0,1
19560,1,1,10,2,5,2,2
19561,2,1,4,3,7,0,1
19562,2,2,8,6,5,0,2
19563,1,1,5,2,3,1,1
19564,1,1,3,4,3,1,2
19565,2,5,2,3,9,1,2
19566,1,1,3,1,8,1,1
19567,1,1,4,4,2,1,3
19568,2,1,3,3,2,2,2
19569,1,2,9,1,0,2,2
19570,2,2,2,3,2,1,2
19571,1,1,8,4,0,2,2
19572,2,6,4,5,1,1,2
19573,1,1,9,2,3,1,1
19574,2,8,9,1,3,1,1
19575,1,1,5,3,2,1,2
19576,1,1,3,6,1,2,2
19577,2,1,3,6,2,0,2
19578,2,1,5,6,6,2,2
19579,2,2,2,1,4,1,1
19580,2,2,7,1,2,1,3
19581,2,1,9,3,2,0,1
19582,2,1,3,6,2,1,3
19583,2,1,1,1,1,0,1
19584,1,1,5,5,5,1,1
19585,1,7,3,2,1,1,2
19586,1,1,3,5,0,2,2
19587,1,1,5,5,3,2,2
19588,2,1,7,4,4,1,1
19589,1,6,7,6,5,2,2
19590,1,1,9,3,3,0,1
19591,1,1,5,3,0,0,1
19592,1,1,2,6,1,1,1
19593,1,5,9,1,1,1,2
19594,2,1,9,3,1,1,1
19595,1,1,5,4,2,1,2
19596,1,6,9,3,2,1,1
19597,2,1,1,3,5,1,2
19598,2,1,3,3,1,0,2
19599,1,9,9,1,1,1,1
19600,1,1,5,1,0,2,2
19601,1,1,6,5,6,1,2
19602,1,1,2,5,7,1,2
19603,2,1,5,3,6,2,2
19604,1,2,3,1,6,1,1
19605,2,1,5,1,2,1,3
19606,2,1,5,2,5,1,2
19607,1,1,10,5,4,2,1
19608,1,8,9,3,3,1,1
19609,2,1,9,4,4,0,1
19610,1,2,7,1,1,1,1
19611,2,1,5,3,3,0,3
19612,2,2,8,6,4,2,2
19613,2,6,7,1,3,1,2
19614,1,1,3,5,0,2,2
19615,1,2,8,4,8,1,1
19616,1,2,5,5,1,1,1
19617,1,2,3,1,2,0,1
19618,2,1,8,1,0,0,1
19619,2,7,7,5,1,2,1
19620,2,1,3,5,1,1,2
19621,2,5,5,2,5,0,2
19622,1,1,9,3,4,0,1
19623,1,1,7,5,0,2,2
19624,1,1,3,1,2,0,1
19625,2,1,5,1,3,2,2
19626,1,5,7,2,0,2,3
19627,1,1,9,5,3,1,1
19628,1,1,4,6,1,2,2
19629,1,1,2,1,1,0,1
19630,2,1,6,4,3,1,1
19631,2,1,2,3,3,1,1
19632,2,1,7,4,0,1,1
19633,1,1,9,4,6,1,1
19634,2,1,4,3,9,1,1
19635,1,1,7,5,5,2,2
19636,1,1,5,1,1,2,2
19637,1,1,9,3,3,1,1
19638,1,1,9,3,2,0,1
19639,2,1,12,5,1,1,1
19640,1,6,9,6,9,0,1
19641,1,5,5,1,1,1,1
19642,2,1,5,3,0,1,2
19643,1,1,3,4,6,1,1
19644,2,1,6,5,9,0,3
19645,1,1,9,4,1,0,1
19646,1,2,5,3,2,2,2
19647,1,1,5,4,0,2,1
19648,2,1,11,4,3,1,1
19649,2,1,5,6,0,2,2
19650,1,1,8,5,0,1,1
19651,2,6,10,3,4,2,2
19652,1,1,9,4,2,2,3
19653,2,2,5,3,6,1,2
19654,1,7,5,2,3,1,2
19655,2,1,9,1,6,1,1
19656,2,1,5,2,1,2,2
19657,2,1,5,6,1,2,2
19658,1,2,3,5,8,0,3
19659,1,1,5,3,1,1,2
19660,1,1,9,1,4,1,1
19661,1,1,10,2,5,2,2
19662,1,1,7,2,5,1,2
19663,1,1,5,6,4,2,2
19664,1,1,9,1,5,1,3
19665,1,8,5,5,2,2,2
19666,2,1,9,2,5,2,3
19667,1,1,4,3,1,1,1
19668,2,1,6,3,2,1,2
19669,2,1,8,1,0,1,2
19670,2,1,9,3,1,0,1
19671,1,5,2,2,3,0,1
19672,1,8,9,2,3,1,2
19673,1,3,6,4,8,1,2
19674,2,1,5,5,1,0,2
19675,1,1,5,6,2,2,2
19676,1,6,3,6,1,0,2
19677,2,7,5,2,1,1,1
19678,2,1,2,3,2,1,2
19679,2,1,9,4,2,2,2
19680,1,1,10,1,5,0,1
19681,2,1,6,3,3,0,3
19682,1,2,5,5,4,2,2
19683,1,2,5,3,2,0,2
19684,1,2,4,5,1,1,2
19685,1,1,3,3,6,1,2
19686,1,1,9,6,0,0,1
19687,1,5,3,5,8,1,1
19688,2,1,4,3,1,2,2
19689,1,7,9,1,2,1,1
19690,1,7,4,1,6,1,2
19691,1,2,1,1,6,1,1
19692,1,1,7,5,5,2,2
19693,1,2,5,6,1,0,1
19694,2,1,9,4,7,1,1
19695,1,1,6,5,2,2,2
19696,2,1,2,2,0,1,1
19697,1,1,3,3,4,0,1
19698,1,1,7,3,6,2,2
19699,1,2,9,3,1,2,2
19700,1,1,5,1,2,2,2
19701,1,5,4,4,0,1,1
19702,1,1,5,2,2,1,2
19703,2,1,8,2,9,1,2
19704,1,1,7,6,0,0,3
19705,1,1,6,2,3,1,2
19706,1,1,1,1,6,0,3
19707,1,1,3,2,6,2,2
19708,1,1,10,3,4,1,2
19709,2,1,2,6,2,0,1
19710,1,2,5,4,1,1,2
19711,2,1,9,3,4,0,1
19712,1,1,4,2,4,1,2
19713,2,1,7,3,0,1,1
19714,2,6,5,5,4,1,2
19715,2,1,5,1,1,2,2
19716,1,1,5,4,2,0,1
19717,1,1,9,3,0,0,1
19718,2,1,3,1,5,1,2
19719,1,1,4,1,5,1,1
19720,1,1,5,1,1,1,2
19721,2,1,5,3,5,2,2
19722,2,2,5,6,1,0,1
19723,2,1,9,3,1,2,2
19724,2,1,7,4,4,2,3
19725,2,1,5,2,1,1,2
19726,1,1,6,4,4,1,2
19727,1,1,7,2,1,2,2
19728,1,1,9,6,6,1,2
19729,1,1,9,4,1,0,1
19730,2,1,3,3,2,1,1
19731,2,1,4,4,3,2,2
19732,1,1,8,5,3,1,1
19733,2,1,5,4,1,1,2
19734,1,1,7,1,1,0,1
19735,1,1,8,2,5,2,2
19736,1,2,5,3,3,1,1
19737,1,6,9,6,1,0,1
19738,2,8,7,1,3,1,3
19739,2,5,2,6,6,1,1
19740,1,1,11,1,2,1,1
19741,1,1,9,2,2,2,2
19742,1,1,8,3,5,1,1
19743,2,1,9,5,1,1,1
19744,2,1,7,1,2,2,2
19745,2,8,5,5,3,1,2
19746,2,7,5,1,0,1,1
19747,1,6,9,4,2,1,1
19748,2,6,9,4,3,0,1
19749,1,1,5,3,1,1,2
19750,2,6,9,3,0,1,1
19751,2,1,9,5,0,2,2
19752,1,5,2,6,2,0,2
19753,2,3,7,1,7,0,3
19754,1,1,6,2,1,2,2
19755,1,1,7,5,0,2,2
19756,2,7,3,5,6,0,2
19757,1,1,9,3,3,0,1
19758,2,7,5,3,3,2,3
19759,2,2,5,5,3,1,2
19760,1,1,5,5,4,1,2
19761,1,1,9,3,3,0,1
19762,2,5,9,3,3,0,1
19763,2,3,8,5,6,1,2
19764,1,2,6,6,6,0,3
19765,2,1,9,5,1,2,1
19766,1,1,6,4,4,1,2
19767,1,1,3,6,3,2,2
19768,2,4,11,1,3,1,1
19769,1,1,4,4,2,2,2
19770,2,5,5,3,5,0,3
19771,1,1,10,3,4,1,1
19772,2,1,3,5,1,0,1
19773,2,1,6,1,3,2,2
19774,1,1,9,3,3,0,1
19775,2,1,4,1,6,1,1
19776,1,1,5,5,5,2,2
19777,2,1,4,1,3,2,2
19778,2,1,5,5,2,2,2
19779,1,1,7,5,5,1,2
19780,2,2,5,3,0,0,2
19781,1,1,9,5,8,0,1
19782,1,3,9,1,6,1,1
19783,1,6,9,4,3,0,1
19784,2,1,8,4,6,2,2
19785,2,5,4,2,0,1,3
19786,1,1,3,3,7,1,2
19787,1,1,8,1,2,0,1
19788,1,1,5,1,3,1,1
19789,2,1,6,3,1,2,2
19790,2,1,5,3,3,2,2
19791,1,2,3,3,4,2,2
19792,1,1,10,3,3,1,1
19793,1,1,3,3,6,2,2
19794,1,1,9,1,1,1,1
19795,2,1,7,1,4,1,1
19796,1,1,5,4,8,1,1
19797,2,1,5,1,7,0,2
19798,1,1,4,4,3,1,2
19799,2,1,2,2,5,1,1
19800,2,1,7,1,3,1,1
19801,2,1,7,1,5,1,1
19802,1,1,4,5,0,1,3
19803,1,4,9,6,2,1,1
19804,2,1,3,3,2,0,1
19805,2,1,7,5,4,2,2
19806,2,4,3,5,2,1,2
19807,2,1,9,1,6,1,1
19808,1,1,11,3,5,1,1
19809,1,9,6,3,1,2,2
19810,2,1,5,2,1,1,2
19811,2,1,8,6,6,1,2
19812,2,1,9,1,2,1,1
19813,1,8,4,2,0,2,2
19814,2,1,9,4,7,0,1
19815,2,1,5,3,2,0,3
19816,2,1,7,1,6,1,1
19817,2,6,5,2,0,2,2
19818,1,1,3,1,5,1,1
19819,1,7,7,3,6,2,2
19820,1,1,9,4,2,0,1
19821,2,1,9,3,2,0,1
19822,1,3,5,2,3,1,3
19823,2,4,7,3,3,2,2
19824,1,6,9,3,1,0,1
19825,2,2,5,1,5,1,2
19826,1,1,9,1,5,1,1
19827,2,1,4,3,8,1,1
19828,2,1,8,6,0,2,2
19829,2,1,2,1,5,0,1
19830,1,1,9,1,0,1,1
19831,1,8,7,1,3,2,2
19832,1,1,5,2,2,2,3
19833,1,8,4,3,2,1,3
19834,2,1,9,1,4,1,1
19835,2,1,2,6,4,1,1
19836,2,1,3,4,4,2,2
19837,2,1,9,3,0,1,1
19838,2,1,7,3,0,2,2
19839,2,1,5,1,2,1,2
19840,1,1,9,4,1,1,1
19841,2,1,8,1,6,1,2
19842,1,2,5,2,2,2,1
19843,1,1,8,6,1,1,2
19844,1,5,9,3,3,1,3
19845,2,1,9,3,3,0,1
19846,2,1,5,6,6,1,1
19847,1,1,5,1,1,1,2
19848,2,1,3,3,0,2,2
19849,1,1,9,3,2,1,1
19850,2,2,6,4,4,1,2
19851,2,1,7,2,3,1,2
19852,2,1,5,6,4,1,1
19853,1,1,5,3,1,2,2
19854,2,7,5,1,1,2,2
19855,2,1,3,4,6,0,1
19856,1,1,7,1,2,2,1
19857,1,8,11,3,3,2,1
19858,1,2,5,1,6,0,3
19859,2,1,6,2,2,2,2
19860,1,2,5,1,1,0,2
19861,2,1,5,4,5,1,2
19862,2,1,3,5,4,0,2
19863,2,5,2,1,3,1,1
19864,2,3,2,4,6,1,2
19865,1,2,7,1,2,1,1
19866,1,8,5,3,3,2,2
19867,1,1,5,1,0,2,3
19868,2,1,3,4,9,1,2
19869,1,1,3,1,0,1,1
19870,2,1,2,1,2,1,1
19871,1,1,5,6,0,0,1
19872,1,4,4,5,1,1,2
19873,1,1,6,5,4,0,1
19874,2,8,7,2,2,2,2
19875,1,1,4,6,5,2,2
19876,2,4,9,1,2,1,1
19877,2,1,3,6,6,1,1
19878,2,2,6,4,6,1,2
19879,1,6,5,5,3,2,2
19880,2,1,4,4,2,1,2
19881,2,5,5,5,1,1,1
19882,1,5,3,5,2,1,1
19883,1,1,7,1,6,0,2
19884,1,1,11,1,6,1,2
19885,1,1,3,3,0,2,2
19886,2,1,9,5,1,0,1
19887,2,2,4,6,4,1,2
19888,2,1,9,4,3,0,1
19889,1,1,9,3,2,0,1
19890,2,1,7,1,3,0,2
19891,2,9,9,3,0,0,1
19892,2,1,9,3,3,0,1
19893,1,2,2,1,1,1,1
19894,2,2,5,4,2,2,3
19895,2,1,4,5,6,1,2
19896,2,2,5,6,4,1,2
19897,2,1,7,1,0,2,2
19898,1,1,2,3,2,1,1
19899,2,1,8,2,4,2,2
19900,2,2,4,6,6,0,2
19901,1,1,8,2,6,1,2
19902,2,5,8,2,5,1,2
19903,1,1,6,2,1,2,1
19904,2,1,4,5,1,1,1
19905,2,1,9,2,4,1,1
19906,1,1,9,1,4,1,1
19907,2,1,9,3,0,0,1
19908,2,2,3,4,4,1,2
19909,2,1,9,3,2,1,1
19910,2,8,8,4,6,2,2
19911,1,8,2,5,3,2,2
19912,2,1,3,1,2,1,1
19913,1,1,2,1,5,1,2
19914,2,1,2,6,3,0,1
19915,2,1,9,3,5,1,1
19916,2,1,5,5,6,1,2
19917,2,1,1,5,6,1,2
19918,2,1,5,4,4,0,3
19919,2,1,5,1,0,2,2
19920,2,4,3,6,6,1,2
19921,1,1,9,1,4,1,1
19922,2,2,3,4,1,1,1
19923,1,2,4,3,2,2,2
19924,1,8,2,5,1,2,2
19925,1,1,3,4,5,1,2
19926,1,2,2,3,1,0,1
19927,1,1,2,2,0,1,3
19928,2,1,9,4,1,1,1
19929,2,1,3,2,5,1,2
19930,2,2,5,5,6,1,2
19931,1,1,4,3,5,1,1
19932,2,1,9,1,1,1,1
19933,1,2,4,5,5,0,3
19934,2,2,4,5,5,1,2
19935,2,1,10,2,5,1,2
19936,1,1,7,6,2,2,2
19937,1,2,5,2,3,1,2
19938,2,1,9,5,3,1,1
19939,1,1,4,6,2,1,1
19940,1,1,6,6,2,1,2
19941,1,1,5,4,3,2,1
19942,2,1,8,1,3,2,2
19943,1,5,9,4,1,1,1
19944,2,1,7,3,5,2,2
19945,2,1,8,6,6,2,2
19946,2,3,8,1,2,1,2
19947,2,1,10,1,5,1,1
19948,1,2,2,3,2,1,1
19949,1,1,3,1,1,1,1
19950,1,1,9,1,0,1,2
19951,1,1,4,4,2,2,2
19952,2,1,5,5,6,1,2
19953,2,1,9,3,2,0,1
19954,2,1,7,3,3,2,2
19955,2,1,2,3,3,0,1
19956,2,5,7,5,3,2,2
19957,2,1,5,4,6,1,2
19958,1,1,6,3,4,1,2
19959,1,9,9,1,4,1,1
19960,2,1,5,5,6,1,2
19961,2,1,5,4,8,1,1
19962,2,1,3,1,2,0,1
19963,1,1,8,6,5,1,2
19964,2,1,9,5,8,0,1
19965,1,1,5,3,2,1,1
19966,1,1,4,6,1,1,2
19967,2,1,2,3,3,0,2
19968,1,1,9,1,4,1,1
19969,1,1,5,3,1,1,2
19970,2,5,3,3,6,2,2
19971,1,2,10,4,1,1,1
19972,1,2,4,1,8,1,1
19973,2,7,6,1,0,1,1
19974,2,2,4,3,0,1,1
19975,2,2,2,5,4,0,2
19976,2,2,5,1,1,2,2
19977,1,1,8,1,2,1,1
19978,1,1,5,5,2,2,2
19979,2,1,9,1,4,1,1
19980,1,2,6,5,5,1,2
19981,1,2,4,2,3,1,2
19982,1,1,9,3,4,0,1
19983,1,3,1,2,2,2,2
19984,1,1,9,4,5,0,1
19985,1,9,9,1,3,1,1
19986,1,2,7,1,3,2,2
19987,2,1,7,4,4,1,3
19988,2,1,5,6,0,2,2
19989,2,5,7,4,0,1,2
19990,1,1,4,3,1,1,2
19991,1,1,10,3,3,1,3
19992,1,1,2,5,2,2,2
19993,2,1,9,3,2,1,1
19994,2,1,9,3,4,0,1
19995,1,9,9,3,4,1,1
19996,1,1,7,6,4,1,1
19997,2,1,4,1,1,1,3
19998,2,1,5,3,8,1,1
19999,2,1,5,1,5,1,1
20000,2,1,3,1,0,1,3
20001,2,9,4,5,7,1,2
20002,1,1,5,4,1,2,2
20003,2,2,3,1,5,1,1
20004,1,2,7,1,2,1,1
20005,2,1,2,5,0,2,2
20006,2,1,9,3,2,0,1
20007,1,1,3,2,3,1,2
20008,2,7,4,1,1,1,3
20009,2,5,8,5,8,1,2
20010,2,1,3,1,6,0,1
20011,1,6,5,5,1,2,2
20012,1,1,5,3,3,2,1
20013,1,1,8,4,0,0,3
20014,2,6,9,1,1,1,1
20015,1,1,1,5,3,1,2
