,SEX,RAC1P,EDU,MSP,HOUSING_TYPE,PINCP_DECILE,OWN_RENT
17922,1,1,5,1,2,1,2
17923,1,1,3,3,2,6,1
17924,1,1,5,6,1,5,0
17925,1,1,9,3,1,2,0
17926,2,1,5,6,1,6,0
17927,2,1,4,5,3,5,0
17928,1,6,9,3,1,3,0
17929,1,1,2,3,1,1,1
17930,1,1,1,1,1,3,0
17931,1,1,2,4,1,2,0
17932,2,1,3,6,2,1,0
17933,2,1,1,4,1,2,1
17934,2,1,3,3,2,6,2
17935,2,5,6,1,1,3,1
17936,1,1,8,1,3,2,0
17937,1,1,2,5,2,1,1
17938,1,1,6,5,2,5,1
17939,2,9,9,4,1,0,0
17940,2,2,1,1,1,0,0
17941,1,1,5,5,2,1,2
17942,2,1,7,6,3,4,1
17943,2,1,8,1,1,1,0
17944,1,5,7,3,1,2,1
17945,1,8,2,4,1,7,0
17946,2,6,9,1,2,6,1
17947,2,1,5,4,1,8,2
17948,2,2,5,5,2,3,2
17949,2,1,7,6,3,1,0
17950,1,1,4,4,2,1,1
17951,1,1,2,1,1,2,1
17952,1,1,9,1,1,2,1
17953,2,2,4,6,2,7,1
17954,1,1,8,2,1,2,1
17955,2,1,7,6,1,6,1
17956,1,1,5,5,2,3,1
17957,2,8,4,3,2,1,1
17958,1,5,6,5,2,5,1
17959,2,1,4,1,1,3,1
17960,2,1,3,5,3,2,0
17961,1,1,1,3,2,5,1
17962,1,1,8,4,2,3,1
17963,2,1,7,6,1,5,0
17964,1,2,2,1,1,4,0
17965,2,2,4,5,1,4,0
17966,2,1,2,1,3,4,0
17967,1,1,1,1,1,1,0
17968,2,1,8,2,1,2,0
17969,1,2,3,5,2,2,1
17970,2,1,7,6,1,6,1
17971,2,1,7,4,2,6,1
17972,1,2,6,1,1,4,0
17973,1,1,1,2,1,0,1
17974,1,1,3,1,2,3,2
17975,2,1,3,6,1,3,2
17976,2,2,3,1,2,2,2
17977,2,1,5,6,2,3,2
17978,2,2,4,6,2,4,1
17979,2,7,9,2,1,2,2
17980,1,1,9,6,2,5,2
17981,1,1,9,1,1,4,1
17982,2,1,8,1,1,5,1
17983,1,1,9,6,1,4,0
17984,2,1,10,1,1,4,1
17985,1,1,9,6,1,5,0
17986,1,2,8,5,1,7,1
17987,2,4,2,2,2,1,1
17988,1,1,1,1,1,0,0
17989,2,7,5,1,1,3,1
17990,2,1,5,3,2,2,2
17991,1,2,3,5,1,1,1
17992,2,2,6,1,1,7,0
17993,2,2,4,3,1,1,1
17994,2,9,9,4,1,2,1
17995,2,1,7,4,1,3,1
17996,2,1,7,1,1,4,1
17997,1,1,1,1,3,1,0
17998,1,5,7,1,1,1,0
17999,2,1,8,5,2,2,2
18000,1,6,9,4,1,5,1
18001,2,3,5,5,2,4,2
18002,1,1,2,3,1,2,1
18003,1,1,5,6,1,1,1
18004,2,3,1,2,1,1,1
18005,1,2,5,5,2,2,1
18006,1,1,7,1,2,1,2
18007,1,6,9,4,1,2,0
18008,2,1,4,3,1,6,0
18009,2,1,5,4,1,1,1
18010,1,1,5,1,1,2,1
18011,2,9,9,5,1,5,0
18012,1,1,2,1,1,3,0
18013,2,1,7,1,1,4,1
18014,2,1,9,3,1,5,0
18015,1,1,7,5,1,1,0
18016,2,2,7,1,1,1,1
18017,1,7,9,6,1,4,0
18018,2,1,2,6,1,2,1
18019,2,2,1,1,1,1,0
18020,2,1,8,1,1,5,1
18021,2,2,8,2,1,0,1
18022,1,1,3,6,2,1,2
18023,2,5,7,2,1,4,1
18024,1,1,8,1,1,9,1
18025,2,1,5,3,2,1,2
18026,2,1,1,1,1,2,0
18027,2,1,5,5,2,3,1
18028,2,1,5,3,2,0,2
18029,2,1,5,3,1,0,1
18030,1,3,10,6,2,1,1
18031,1,2,5,3,3,3,1
18032,2,1,9,4,1,4,1
18033,2,4,7,5,2,2,2
18034,1,6,5,6,2,3,2
18035,2,2,6,1,1,2,1
18036,1,1,8,3,3,3,2
18037,1,1,7,1,1,6,1
18038,1,2,8,3,1,3,0
18039,2,7,5,3,1,3,2
18040,2,1,9,5,1,3,0
18041,1,1,2,5,1,4,1
18042,1,1,5,4,3,1,0
18043,2,2,3,1,3,1,0
18044,1,8,4,5,2,6,1
18045,2,1,8,5,1,9,1
18046,2,1,4,4,3,0,0
18047,2,1,5,1,1,3,1
18048,2,1,3,6,1,2,0
18049,1,1,2,1,1,3,1
18050,1,1,1,4,1,2,1
18051,2,2,2,3,1,9,1
18052,2,6,9,3,1,0,0
18053,1,1,9,5,1,4,0
18054,2,9,9,3,1,4,0
18055,1,1,3,1,3,1,0
18056,1,1,2,2,1,0,1
18057,2,1,5,6,1,8,1
18058,2,1,7,4,2,6,1
18059,1,1,9,3,2,2,0
18060,1,2,5,6,2,5,2
18061,2,1,9,1,1,0,1
18062,2,1,9,2,1,1,1
18063,1,1,3,1,1,1,1
18064,1,1,5,1,1,8,0
18065,1,1,4,3,1,7,1
18066,1,1,5,2,1,0,1
18067,2,1,4,1,3,7,0
18068,1,1,1,4,1,2,0
18069,1,1,3,5,1,5,1
18070,1,2,12,3,1,2,1
18071,1,1,9,5,1,0,0
18072,1,1,5,4,2,5,2
18073,1,1,3,1,3,2,0
18074,2,1,5,2,2,0,2
18075,1,8,5,3,1,1,1
18076,1,1,7,6,1,6,0
18077,1,6,9,1,1,3,1
18078,2,2,5,6,2,5,2
18079,2,5,3,3,1,3,1
18080,2,1,8,3,2,4,2
18081,2,7,8,1,1,6,1
18082,2,1,1,6,1,1,1
18083,1,1,5,1,3,4,2
18084,1,8,5,2,1,2,1
18085,2,1,1,2,1,4,1
18086,2,1,7,5,1,4,1
18087,1,2,7,1,3,5,0
18088,2,1,6,1,2,4,1
18089,2,1,5,6,2,5,1
18090,1,1,7,1,1,2,0
18091,1,7,4,1,1,7,1
18092,1,1,4,1,1,1,1
18093,1,1,5,1,1,1,2
18094,1,1,11,6,2,4,1
18095,1,1,1,1,1,2,0
18096,2,2,3,3,2,6,2
18097,1,1,7,1,1,6,0
18098,1,1,9,1,3,5,1
18099,1,1,5,3,1,1,1
18100,1,1,2,1,1,3,1
18101,1,2,8,6,1,1,1
18102,2,9,9,1,1,2,1
18103,2,1,5,6,1,2,0
18104,2,1,10,6,1,4,1
18105,2,2,5,1,3,1,1
18106,2,2,7,2,2,1,1
18107,1,6,9,1,1,2,1
18108,1,1,7,4,3,2,2
18109,1,1,4,1,2,2,2
18110,1,1,9,3,1,2,0
18111,2,2,2,1,1,0,0
18112,1,1,3,1,3,3,0
18113,1,1,7,1,1,4,0
18114,2,2,7,4,1,7,0
18115,2,1,5,1,1,4,1
18116,2,2,2,6,1,1,1
18117,2,8,8,2,3,4,2
18118,1,1,9,1,1,6,0
18119,2,1,4,5,3,0,0
18120,1,2,4,6,2,1,1
18121,2,6,2,2,1,4,1
18122,2,1,7,2,3,4,0
18123,2,1,2,2,1,2,0
18124,2,1,7,2,1,5,0
18125,2,2,3,1,1,5,1
18126,1,2,3,1,1,2,2
18127,2,2,7,1,3,1,0
18128,2,1,3,1,1,2,1
18129,1,5,3,6,2,2,2
18130,1,1,7,6,2,6,2
18131,2,4,5,1,1,2,1
18132,2,5,8,4,2,3,1
18133,2,1,8,6,3,8,2
18134,2,1,5,1,1,7,1
18135,1,1,8,4,1,2,0
18136,1,1,7,5,2,3,2
18137,1,1,4,1,1,0,0
18138,2,1,2,4,1,2,1
18139,2,5,7,2,1,0,0
18140,2,1,3,3,1,0,1
18141,1,2,2,1,1,1,0
18142,2,1,8,5,1,1,1
18143,1,1,5,3,1,5,0
18144,2,1,1,4,1,4,1
18145,1,8,6,3,3,0,2
18146,2,1,1,1,3,5,2
18147,1,7,7,4,1,4,1
18148,2,1,9,4,1,9,1
18149,2,1,5,1,1,5,1
18150,1,5,3,4,3,0,0
18151,1,1,4,1,3,0,0
18152,2,1,6,1,2,6,0
18153,2,1,2,1,3,1,0
18154,1,1,6,1,1,1,0
18155,1,6,9,3,1,4,0
18156,2,3,3,1,1,1,0
18157,1,1,1,6,1,2,0
18158,1,1,7,2,1,5,1
18159,1,1,6,1,1,2,1
18160,1,1,5,1,1,4,1
18161,2,1,9,4,1,4,0
18162,2,1,9,3,1,4,1
18163,1,4,5,3,1,0,1
18164,2,1,9,6,2,0,1
18165,1,2,7,1,2,4,2
18166,2,1,4,4,3,1,0
18167,2,1,5,1,1,3,1
18168,1,1,1,1,3,4,1
18169,1,2,5,1,1,1,1
18170,1,2,3,1,1,1,0
18171,2,3,5,2,1,2,1
18172,1,1,5,1,1,3,1
18173,2,1,7,1,1,0,1
18174,1,5,5,5,2,3,2
18175,2,1,4,1,3,3,2
18176,2,1,3,4,1,0,1
18177,1,1,3,4,2,8,1
18178,2,1,4,1,1,2,1
18179,1,2,3,4,2,0,2
18180,1,1,4,6,2,1,0
18181,1,1,5,2,1,2,2
18182,1,1,2,1,1,6,1
18183,1,1,9,6,1,5,0
18184,2,1,3,5,3,4,0
18185,2,1,2,4,1,8,0
18186,1,3,3,5,2,8,1
18187,1,1,2,1,1,3,0
18188,2,5,8,6,1,3,2
18189,2,1,9,3,1,1,0
18190,2,1,3,1,1,2,0
18191,2,1,7,5,1,4,1
18192,2,1,9,5,3,2,0
18193,1,1,1,1,1,2,0
18194,1,1,7,1,3,4,0
18195,1,1,5,2,3,2,0
18196,1,1,5,1,1,1,1
18197,2,1,5,1,1,4,0
18198,1,2,2,4,1,4,0
18199,2,1,9,4,1,2,0
18200,2,1,4,3,2,3,1
18201,1,1,3,1,1,2,0
18202,2,1,5,4,2,6,0
18203,1,1,3,2,2,5,1
18204,1,7,9,3,1,9,1
18205,1,1,6,4,1,1,0
18206,2,1,5,6,1,5,0
18207,2,1,4,2,1,2,1
18208,1,3,5,1,1,1,1
18209,2,6,4,6,1,4,2
18210,1,1,4,6,1,5,0
18211,1,1,7,5,3,0,0
18212,2,1,7,6,1,5,1
18213,2,1,2,2,1,0,1
18214,2,1,3,2,1,1,1
18215,1,1,5,4,1,3,0
18216,1,1,12,3,2,5,2
18217,1,1,4,1,3,0,0
18218,2,1,7,5,1,5,0
18219,1,1,3,5,1,8,1
18220,2,1,4,6,1,5,0
18221,2,1,4,1,1,1,1
18222,2,3,5,1,1,0,1
18223,1,1,5,1,2,1,0
18224,2,1,5,5,2,5,1
18225,2,1,7,1,1,3,1
18226,2,1,2,6,3,2,0
18227,1,1,4,1,1,2,0
18228,1,1,7,1,2,5,2
18229,1,1,7,2,1,7,1
18230,2,1,5,1,1,3,1
18231,1,1,5,2,1,2,1
18232,1,1,7,3,1,2,0
18233,1,1,7,4,2,3,1
18234,1,1,5,1,3,1,2
18235,1,5,3,4,1,3,0
18236,2,2,7,5,2,6,2
18237,1,1,5,1,1,2,1
18238,1,1,9,3,1,4,0
18239,2,1,7,4,1,5,0
18240,1,4,9,2,2,5,0
18241,2,2,7,1,1,1,1
18242,1,1,3,1,2,1,1
18243,1,1,4,5,2,1,2
18244,1,1,4,1,1,0,0
18245,2,1,7,3,1,0,0
18246,1,1,8,5,2,6,0
18247,2,1,7,6,1,3,2
18248,1,1,9,3,1,1,1
18249,1,1,6,1,1,4,1
18250,1,1,7,3,1,0,0
18251,1,8,8,4,1,3,0
18252,2,1,5,1,1,2,1
18253,1,1,5,5,2,0,2
18254,1,2,4,5,1,2,1
18255,2,1,11,1,3,0,0
18256,2,1,1,1,1,4,1
18257,2,1,7,1,3,1,0
18258,1,2,5,6,2,0,2
18259,1,1,2,1,1,0,0
18260,1,3,4,5,2,3,2
18261,1,1,4,1,1,6,1
18262,2,1,7,2,2,0,2
18263,1,1,3,4,1,7,1
18264,2,1,7,3,1,6,0
18265,1,5,9,4,1,1,0
18266,2,2,4,2,2,4,2
18267,1,7,7,1,1,4,1
18268,2,1,1,1,1,1,0
18269,1,5,7,3,3,3,0
18270,1,7,6,2,1,3,2
18271,1,1,3,5,2,4,2
18272,1,9,9,1,1,1,1
18273,1,1,3,1,1,2,1
18274,2,7,6,5,3,0,1
18275,1,1,7,5,2,0,2
18276,2,2,3,1,1,2,0
18277,1,6,9,6,1,4,0
18278,1,1,4,2,1,4,1
18279,2,1,7,1,2,4,2
18280,1,1,4,3,2,5,1
18281,2,2,1,2,2,2,1
18282,1,1,5,1,3,1,1
18283,2,1,5,1,1,1,1
18284,1,1,5,6,2,2,0
18285,1,1,4,6,3,2,0
18286,1,1,9,4,1,1,0
18287,2,6,5,3,1,3,1
18288,2,1,9,5,3,1,0
18289,2,2,5,2,2,1,2
18290,2,1,7,6,2,4,2
18291,2,1,5,2,2,3,1
18292,1,1,11,2,2,3,1
18293,2,6,4,2,1,1,1
18294,2,1,3,3,1,0,1
18295,1,1,1,2,1,0,1
18296,1,1,1,1,1,7,1
18297,2,2,7,1,2,2,2
18298,1,8,2,1,1,7,1
18299,2,1,1,2,1,3,1
18300,1,2,2,1,3,2,1
18301,1,1,9,1,3,4,2
18302,2,1,2,1,1,0,0
18303,2,1,1,4,1,1,0
18304,1,2,5,1,1,4,1
18305,1,1,7,1,1,5,2
18306,1,5,8,6,1,2,1
18307,2,1,9,4,1,0,0
18308,2,1,9,3,1,5,1
18309,2,1,4,1,1,2,0
18310,2,1,4,4,1,5,0
18311,1,1,5,6,2,6,2
18312,1,1,5,6,2,1,2
18313,2,1,2,6,2,5,1
18314,1,1,8,6,1,5,1
18315,1,1,9,5,1,1,0
18316,2,7,2,1,2,0,1
18317,1,1,5,1,1,4,1
18318,1,4,1,5,2,1,1
18319,1,2,5,2,2,0,1
18320,2,1,5,4,2,4,2
18321,2,7,10,2,2,5,1
18322,1,2,1,1,1,4,1
18323,1,2,3,1,1,1,1
18324,1,1,9,1,1,3,1
18325,2,7,9,1,3,3,0
18326,1,1,4,4,1,3,1
18327,1,1,3,5,2,4,2
18328,2,1,1,1,1,2,0
18329,1,7,4,3,1,6,1
18330,1,7,8,6,1,0,2
18331,1,1,3,6,2,4,2
18332,2,1,9,3,3,1,0
18333,1,1,3,1,1,2,0
18334,2,3,10,3,2,1,1
18335,2,2,5,1,2,3,2
18336,2,1,5,1,3,4,2
18337,2,1,4,2,2,1,1
18338,2,7,7,5,1,4,1
18339,1,1,6,2,1,1,2
18340,2,5,2,5,3,0,0
18341,1,1,7,2,1,6,1
18342,2,7,8,1,3,1,2
18343,1,1,3,1,1,8,1
18344,1,1,3,3,1,2,1
18345,1,1,11,1,1,1,1
18346,1,1,2,1,2,2,1
18347,2,1,2,5,3,4,0
18348,2,1,9,1,3,1,0
18349,2,1,7,4,1,6,0
18350,1,1,5,1,2,2,2
18351,2,1,2,2,1,3,1
18352,2,2,9,1,2,5,1
18353,2,2,2,1,1,3,1
18354,2,1,2,1,1,2,1
18355,1,8,1,4,1,0,1
18356,1,1,7,2,2,4,1
18357,1,2,7,6,1,5,1
18358,1,1,6,3,2,5,1
18359,2,2,9,3,1,0,0
18360,2,2,6,6,1,2,0
18361,1,2,5,1,1,3,2
18362,2,8,5,1,1,1,1
18363,1,7,9,3,1,4,0
18364,1,1,5,5,1,0,1
18365,2,1,6,1,1,2,1
18366,1,1,4,1,1,1,0
18367,1,1,1,2,1,1,1
18368,1,1,9,6,1,5,1
18369,1,1,7,1,1,5,0
18370,2,1,3,6,1,2,1
18371,1,6,4,1,1,5,1
18372,2,5,6,1,1,6,0
18373,1,6,5,3,1,3,1
18374,1,7,9,3,1,5,0
18375,2,1,9,1,1,1,1
18376,1,5,2,1,1,3,1
18377,1,7,5,6,2,3,2
18378,2,1,5,1,1,2,1
18379,1,1,6,4,2,2,0
18380,2,1,1,4,1,3,1
18381,2,1,5,3,1,0,1
18382,1,1,7,5,1,2,0
18383,2,1,5,1,1,4,1
18384,1,1,9,3,1,1,2
18385,1,2,6,1,1,1,1
18386,1,1,9,5,1,4,0
18387,1,2,2,2,1,0,1
18388,2,1,5,4,1,1,0
18389,1,1,6,6,2,0,0
18390,1,1,9,3,1,2,0
18391,2,2,5,4,1,1,1
18392,1,1,9,1,1,6,1
18393,1,1,4,4,1,0,1
18394,1,1,1,1,1,2,0
18395,1,1,5,3,1,3,1
18396,2,1,1,1,1,0,0
18397,2,1,4,6,1,7,1
18398,1,1,2,1,3,1,0
18399,2,7,5,3,1,2,1
18400,1,1,4,1,3,0,0
18401,2,1,9,4,1,3,0
18402,1,7,9,4,1,2,0
18403,2,1,4,6,2,5,1
18404,2,2,8,1,3,4,2
18405,2,1,9,4,1,2,0
18406,2,1,9,2,1,2,1
18407,2,2,2,5,3,0,0
18408,2,2,7,1,1,9,1
18409,2,1,2,2,1,4,1
18410,2,1,4,5,1,6,1
18411,2,6,2,1,1,2,1
18412,1,1,2,1,1,2,0
18413,2,1,7,1,1,4,1
18414,1,1,9,6,1,0,0
18415,1,2,6,1,1,0,1
18416,2,1,4,4,1,2,1
18417,1,1,2,6,2,4,2
18418,2,1,2,2,3,2,1
18419,1,1,3,3,3,1,0
18420,1,1,9,6,2,1,2
18421,1,1,9,1,1,3,1
18422,2,9,9,4,1,4,0
18423,2,1,2,6,1,1,0
18424,2,1,2,3,1,6,0
18425,1,1,4,1,1,0,0
18426,2,3,5,2,2,2,1
18427,2,5,5,1,1,4,1
18428,2,1,5,1,1,0,1
18429,2,1,3,1,3,1,0
18430,1,1,2,1,1,0,0
18431,1,1,7,1,1,4,1
18432,2,5,2,6,1,0,1
18433,1,5,9,6,1,4,0
18434,1,2,4,3,1,5,1
18435,2,1,7,1,3,3,2
18436,2,2,3,5,1,5,1
18437,2,1,10,1,1,3,1
18438,2,1,5,5,2,3,1
18439,1,1,7,1,3,4,0
18440,1,1,2,4,3,3,0
18441,2,1,5,1,1,4,1
18442,1,2,4,3,1,8,1
18443,1,1,7,2,2,4,1
18444,1,4,5,3,1,2,1
18445,2,1,9,4,1,4,0
18446,1,7,9,3,1,1,0
18447,1,2,9,6,1,5,0
18448,1,1,7,1,3,1,0
18449,1,2,4,1,1,1,1
18450,2,1,2,1,1,9,1
18451,2,1,2,3,3,3,1
18452,2,1,1,1,1,4,1
18453,2,2,4,5,1,9,1
18454,2,1,2,1,1,1,0
18455,1,1,9,3,1,4,0
18456,1,1,4,3,1,0,1
18457,1,1,9,1,1,1,1
18458,2,1,6,1,1,1,1
18459,2,1,5,6,1,1,0
18460,1,1,6,1,1,4,1
18461,2,1,3,4,1,4,2
18462,1,1,6,6,1,4,0
18463,2,2,4,1,1,2,1
18464,1,7,10,3,1,1,1
18465,1,8,9,1,1,3,1
18466,1,6,9,4,1,2,1
18467,2,1,9,3,1,3,1
18468,1,1,3,1,1,5,1
18469,1,1,1,1,1,4,0
18470,2,1,3,4,1,1,2
18471,2,1,1,1,1,1,1
18472,2,1,2,4,3,4,0
18473,1,2,6,1,1,1,1
18474,2,1,2,2,1,4,1
18475,2,1,2,3,1,2,1
18476,2,1,5,6,1,8,0
18477,1,1,1,1,1,2,0
18478,2,1,9,1,1,4,0
18479,1,1,8,2,2,4,1
18480,1,1,8,3,1,5,0
18481,2,5,5,3,1,9,0
18482,2,1,5,5,1,3,1
18483,1,1,2,5,2,3,2
18484,1,1,7,1,1,8,1
18485,2,6,1,2,1,0,1
18486,2,1,4,3,3,5,0
18487,1,1,8,1,1,2,1
18488,1,1,4,4,1,0,0
18489,1,2,9,1,2,4,1
18490,2,6,7,4,2,5,1
18491,1,1,2,4,1,2,1
18492,2,1,9,4,1,6,0
18493,2,1,3,2,2,4,2
18494,2,1,3,4,3,4,2
18495,2,1,9,3,1,1,0
18496,2,1,7,3,3,4,0
18497,2,1,9,1,1,6,1
18498,1,1,5,2,1,2,1
18499,2,1,5,2,2,6,1
18500,1,1,1,1,1,3,0
18501,2,1,9,4,2,4,1
18502,2,1,3,1,1,0,0
18503,2,1,4,3,1,0,0
18504,2,1,1,1,2,0,0
18505,2,1,4,4,1,2,0
18506,1,1,9,1,3,3,0
18507,2,1,5,4,1,3,2
18508,1,1,9,1,1,1,1
18509,2,1,8,4,1,6,0
18510,2,1,10,4,1,0,2
18511,1,1,7,6,1,5,0
18512,2,1,3,6,2,1,1
18513,1,1,8,1,1,4,1
18514,1,1,9,1,1,2,1
18515,2,1,5,4,2,2,0
18516,1,2,11,1,1,1,1
18517,2,8,7,1,2,0,2
18518,2,1,8,1,2,2,2
18519,1,1,9,6,1,4,0
18520,1,1,7,1,1,5,2
18521,1,1,6,4,1,5,0
18522,2,1,5,1,2,0,2
18523,2,1,10,1,1,7,1
18524,2,1,9,2,1,2,1
18525,2,3,6,5,1,3,1
18526,2,1,5,1,1,4,1
18527,1,2,8,1,1,6,0
18528,1,1,9,3,1,3,0
18529,2,6,8,1,2,2,2
18530,1,1,5,2,2,1,1
18531,1,1,7,1,1,3,2
18532,1,1,9,3,1,7,1
18533,1,1,7,2,2,2,1
18534,2,1,8,3,1,3,1
18535,2,1,5,1,2,3,2
18536,2,1,8,6,1,1,1
18537,2,1,4,1,1,6,0
18538,2,1,9,4,1,4,0
18539,1,1,3,3,1,1,1
18540,1,6,1,4,1,2,0
18541,1,2,7,1,3,3,1
18542,2,1,3,2,1,0,0
18543,1,1,7,3,1,4,1
18544,2,6,6,4,2,6,1
18545,1,1,10,1,3,7,0
18546,2,1,2,5,2,6,2
18547,2,1,2,2,1,0,1
18548,2,1,2,1,1,2,0
18549,2,1,10,1,2,4,1
18550,1,1,4,2,1,2,2
18551,2,1,7,1,1,6,0
18552,2,1,7,3,2,5,2
18553,1,1,3,1,2,2,0
18554,1,1,5,1,1,2,2
18555,2,1,2,1,1,5,1
18556,1,1,1,2,1,2,1
18557,1,1,2,4,1,4,1
18558,2,2,1,1,1,2,1
18559,2,1,6,1,1,3,1
18560,2,2,2,1,1,3,0
18561,1,1,3,4,1,4,1
18562,2,1,5,1,2,0,2
18563,1,1,7,3,1,4,2
18564,2,1,2,1,1,0,0
18565,1,2,7,2,2,6,1
18566,1,1,9,6,1,1,0
18567,1,7,9,2,1,3,1
18568,2,1,3,5,1,1,1
18569,1,8,10,4,1,6,1
18570,2,1,7,5,2,6,1
18571,1,1,7,1,3,1,0
18572,2,1,9,1,1,0,1
18573,2,1,3,4,2,5,1
18574,2,1,8,6,1,5,1
18575,1,1,9,3,1,4,0
18576,1,1,3,1,1,0,0
18577,2,1,9,6,2,4,2
18578,2,1,3,1,1,2,1
18579,2,1,4,1,1,2,0
18580,1,2,5,3,1,0,1
18581,1,1,5,1,1,1,1
18582,1,1,5,1,3,5,0
18583,2,1,9,5,3,1,0
18584,2,1,3,1,3,7,0
18585,1,1,9,4,1,4,1
18586,2,1,9,1,1,1,1
18587,1,1,7,5,2,1,2
18588,1,2,8,4,2,6,1
18589,1,1,2,2,2,5,1
18590,1,3,5,1,1,4,1
18591,2,1,5,1,1,6,1
18592,2,1,9,6,1,3,1
18593,2,1,2,4,2,1,2
18594,2,1,1,1,1,3,2
18595,2,2,2,3,1,5,0
18596,1,1,9,4,1,0,0
18597,1,2,4,4,1,4,1
18598,2,1,4,1,3,1,1
18599,2,1,8,6,1,4,0
18600,2,2,4,2,1,4,1
18601,1,1,3,3,1,1,1
18602,1,1,1,2,1,4,1
18603,1,1,11,1,1,0,1
18604,2,3,4,3,2,7,1
18605,1,1,9,4,1,2,0
18606,1,2,3,1,1,1,1
18607,2,1,2,2,1,0,1
18608,2,2,7,5,3,2,0
18609,2,1,2,5,1,4,1
18610,2,1,5,2,2,6,1
18611,2,1,9,2,2,4,1
18612,2,1,9,3,1,1,0
18613,1,1,4,5,3,0,1
18614,1,1,7,1,1,4,1
18615,1,1,1,1,1,3,0
18616,2,5,8,1,3,2,0
18617,2,2,9,2,1,4,2
18618,1,6,6,2,2,6,2
18619,1,2,7,3,3,0,2
18620,1,1,5,1,3,6,0
18621,1,1,3,5,3,0,0
18622,1,2,4,4,1,3,1
18623,1,1,5,6,2,6,2
18624,1,1,9,3,1,4,0
18625,2,1,2,4,1,2,1
18626,1,1,8,5,1,5,0
18627,2,1,9,3,1,2,0
18628,1,5,6,1,1,3,1
18629,1,1,4,3,2,4,1
18630,2,2,5,4,2,2,1
18631,2,1,4,4,1,7,1
18632,2,1,9,1,1,2,1
18633,2,1,9,4,1,5,1
18634,1,7,5,3,1,2,1
18635,2,1,9,4,1,0,0
18636,1,1,2,5,1,6,0
18637,2,1,4,1,1,2,1
18638,1,1,4,4,2,1,2
18639,1,1,4,6,1,5,1
18640,2,1,2,1,1,5,0
18641,2,1,2,4,1,4,1
18642,2,4,3,2,2,4,1
18643,1,1,2,3,2,4,1
18644,2,1,2,3,1,2,1
18645,2,1,9,3,1,9,0
18646,1,1,5,1,1,1,0
18647,2,1,7,1,3,2,2
18648,2,2,7,4,2,3,0
18649,1,1,5,6,1,5,0
18650,2,1,7,1,1,0,0
18651,2,1,5,3,2,3,2
18652,2,1,11,2,2,3,1
18653,2,1,7,2,2,3,2
18654,2,1,5,3,2,0,2
18655,2,1,6,5,1,4,1
18656,1,1,8,2,1,5,0
18657,2,1,2,5,2,1,1
18658,2,1,5,1,1,4,1
18659,2,2,1,3,2,1,1
18660,1,1,5,2,2,2,2
18661,1,1,11,2,1,4,1
18662,2,1,5,6,1,5,1
18663,1,1,4,5,1,6,1
18664,1,1,6,3,1,0,1
18665,2,8,11,1,1,3,1
18666,1,5,8,1,1,5,0
18667,1,5,7,1,1,6,0
18668,1,2,7,1,1,4,0
18669,1,1,3,2,1,4,1
18670,2,1,9,5,1,4,0
18671,2,1,3,6,1,4,1
18672,2,1,4,5,2,6,2
18673,1,1,9,4,1,7,0
18674,2,6,4,1,1,3,0
18675,1,3,2,4,2,3,1
18676,2,1,9,3,1,0,0
18677,2,1,6,6,2,6,2
18678,2,5,4,3,1,0,0
18679,2,1,9,2,2,5,2
18680,2,1,4,6,1,2,0
18681,2,1,6,5,1,5,0
18682,1,1,4,2,2,4,1
18683,1,1,9,3,1,3,0
18684,2,1,3,3,1,6,1
18685,2,1,6,5,1,3,1
18686,2,1,2,5,2,0,2
18687,1,6,5,5,1,0,1
18688,2,6,3,3,1,4,1
18689,2,1,3,3,1,1,0
18690,2,1,7,4,3,2,0
18691,1,1,3,1,1,2,0
18692,1,1,10,6,1,4,1
18693,1,1,7,1,1,6,1
18694,1,6,9,3,1,2,0
18695,2,1,3,1,1,1,0
18696,1,7,7,6,1,2,0
18697,2,1,6,6,1,1,0
18698,1,1,7,4,3,5,0
18699,2,5,5,6,1,2,1
18700,2,3,5,5,2,5,1
18701,2,1,8,1,3,3,0
18702,2,1,5,3,1,2,1
18703,2,2,7,1,1,1,1
18704,2,1,7,6,3,5,1
18705,2,1,9,3,1,3,0
18706,2,1,2,2,1,3,1
18707,1,1,8,5,2,1,1
18708,1,1,9,6,1,0,1
18709,1,1,4,5,2,5,1
18710,2,2,2,5,1,5,1
18711,2,3,2,1,1,4,1
18712,1,1,9,4,1,2,0
18713,1,1,12,3,2,2,1
18714,2,1,8,3,3,3,0
18715,2,8,6,1,1,6,0
18716,1,1,4,3,2,1,1
18717,1,1,9,1,1,2,1
18718,2,1,2,1,1,1,1
18719,2,1,9,4,1,3,0
18720,1,1,1,1,1,3,1
18721,2,1,4,5,3,6,0
18722,1,1,6,3,1,3,1
18723,2,6,1,1,1,4,0
18724,1,9,9,3,1,4,1
18725,2,1,8,6,2,6,0
18726,2,1,4,1,1,7,1
18727,1,1,4,3,2,0,2
18728,1,2,1,4,1,7,0
18729,2,1,9,3,1,1,1
18730,1,6,6,4,2,5,1
18731,1,1,2,3,1,2,1
18732,2,1,8,5,1,4,1
18733,1,1,4,1,1,2,0
18734,2,1,4,2,1,1,1
18735,1,1,5,6,1,1,1
18736,2,2,7,3,1,1,1
18737,2,1,9,3,1,6,1
18738,1,8,5,1,2,2,2
18739,2,1,2,2,1,2,1
18740,1,1,9,6,1,4,0
18741,1,1,2,4,1,3,1
