,RAC1P,SEX,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
19350,1,1,4,5,4,2,1
19351,7,1,12,6,6,1,1
19352,1,2,2,5,2,1,0
19353,1,1,12,5,2,1,1
19354,1,2,8,6,0,1,0
19355,2,2,6,1,6,1,1
19356,4,1,6,1,2,1,1
19357,1,2,8,6,2,1,0
19358,1,2,7,5,3,1,1
19359,8,1,3,6,5,1,0
19360,1,1,5,1,3,1,1
19361,3,2,6,6,2,1,0
19362,1,1,4,1,6,2,0
19363,2,1,8,6,6,1,0
19364,5,1,10,6,6,1,1
19365,1,1,8,6,9,1,0
19366,1,1,2,1,3,2,1
19367,1,1,9,2,1,3,0
19368,1,2,10,1,3,1,2
19369,1,1,6,1,3,1,1
19370,1,1,3,1,2,2,0
19371,1,2,5,3,0,1,1
19372,1,2,2,3,3,3,0
19373,1,2,7,2,1,2,2
19374,6,2,2,3,2,2,0
19375,1,1,2,1,2,2,0
19376,1,1,6,1,2,1,1
19377,5,2,4,2,1,2,0
19378,4,2,1,4,2,3,1
19379,6,2,3,4,0,3,1
19380,1,2,6,1,1,1,1
19381,2,2,7,5,5,2,0
19382,1,2,7,5,0,2,1
19383,4,1,4,4,2,2,1
19384,1,2,12,1,2,2,2
19385,1,1,4,1,4,3,0
19386,1,2,3,2,0,2,1
19387,2,2,7,4,1,3,0
19388,1,1,6,2,3,1,1
19389,7,1,8,1,3,1,1
19390,1,1,5,4,2,2,1
19391,1,2,8,1,5,1,1
19392,2,2,7,6,6,3,1
19393,2,2,3,3,2,2,0
19394,2,1,9,1,0,2,0
19395,1,2,4,1,2,3,1
19396,2,2,3,3,2,1,1
19397,2,1,4,6,7,1,0
19398,2,1,7,6,4,1,0
19399,1,1,8,4,0,1,1
19400,1,1,8,1,1,2,0
19401,1,1,4,2,1,1,0
19402,1,2,7,1,5,1,1
19403,1,2,7,4,4,3,1
19404,1,2,10,5,1,3,2
19405,1,1,7,6,9,1,0
19406,1,1,5,1,6,3,1
19407,1,1,3,2,3,2,0
19408,1,2,9,4,4,2,0
19409,1,1,5,1,0,3,1
19410,1,2,6,4,4,1,1
19411,1,2,5,5,1,1,1
19412,1,2,5,1,1,2,0
19413,1,1,9,1,3,3,1
19414,4,2,7,5,3,1,1
19415,2,1,6,1,1,2,2
19416,3,2,5,6,2,3,1
19417,2,1,8,6,3,1,1
19418,5,2,4,1,2,3,1
19419,6,1,6,4,2,2,1
19420,1,1,5,1,2,3,1
19421,4,1,8,1,1,1,2
19422,1,2,7,1,2,1,1
19423,1,1,4,2,2,2,1
19424,8,2,2,4,3,1,1
19425,8,2,3,3,6,1,0
19426,1,2,3,6,1,1,0
19427,4,1,3,2,3,2,0
19428,6,1,7,1,1,3,0
19429,1,2,9,1,1,2,0
19430,2,1,6,1,4,2,1
19431,1,1,10,4,7,3,1
19432,1,1,2,3,1,3,0
19433,1,2,8,1,0,1,2
19434,1,1,5,6,4,3,1
19435,1,2,4,1,1,3,1
19436,1,2,7,2,4,1,1
19437,1,2,3,2,1,1,0
19438,1,2,6,3,3,2,1
19439,1,2,8,6,3,3,1
19440,1,1,6,1,2,1,2
19441,7,1,1,3,1,1,0
19442,8,1,12,1,5,1,1
19443,9,2,2,1,1,1,1
19444,8,1,3,2,2,1,0
19445,7,2,3,1,2,2,0
19446,1,1,5,1,0,2,1
19447,2,2,5,1,2,1,1
19448,2,1,2,6,5,3,1
19449,6,2,3,4,1,3,0
19450,1,1,8,4,2,3,1
19451,2,1,7,6,0,3,0
19452,4,1,6,1,3,3,2
19453,2,2,5,2,3,1,1
19454,1,1,2,3,2,2,0
19455,1,1,2,1,2,3,0
19456,2,1,5,6,3,1,0
19457,1,2,9,2,4,2,0
19458,4,2,6,6,3,3,1
19459,2,2,5,6,5,3,1
19460,6,1,3,1,1,2,0
19461,8,2,3,2,3,2,1
19462,8,2,3,1,5,2,1
19463,6,2,4,1,3,1,1
19464,1,2,6,1,2,1,1
19465,1,2,6,3,3,1,1
19466,1,2,6,3,1,2,2
19467,1,1,6,1,3,3,1
19468,4,1,6,4,3,1,1
19469,1,1,4,4,6,2,0
19470,5,1,8,4,2,1,1
19471,4,1,6,1,1,1,1
19472,1,1,7,4,4,1,1
19473,1,2,7,1,2,1,1
19474,1,2,3,2,1,3,1
19475,1,2,7,6,4,2,0
19476,1,1,4,2,0,1,0
19477,1,2,6,3,2,1,1
19478,1,2,4,2,0,1,1
19479,1,2,2,3,1,2,0
19480,2,2,7,2,5,1,1
19481,5,1,6,1,3,1,2
19482,7,2,8,1,2,1,2
19483,6,1,7,5,2,1,1
19484,1,1,5,2,0,3,0
19485,4,1,3,3,3,2,0
19486,2,1,8,4,4,1,2
19487,1,2,7,3,2,1,1
19488,5,2,6,6,4,2,0
19489,6,2,7,3,2,1,1
19490,1,1,7,1,4,2,1
19491,1,2,5,1,4,3,1
19492,1,2,7,2,6,1,1
19493,3,1,3,1,4,2,0
19494,1,1,9,4,5,3,1
19495,7,1,8,5,2,1,1
19496,1,2,7,3,2,2,0
19497,1,1,6,6,2,1,1
19498,1,1,8,5,3,1,2
19499,1,1,12,1,4,1,2
19500,6,2,5,1,2,3,1
19501,1,1,6,3,1,2,0
19502,1,2,6,1,0,3,1
19503,1,1,3,4,1,3,0
19504,1,1,5,2,2,3,1
19505,4,1,6,6,1,3,1
19506,1,2,3,2,1,2,0
19507,5,2,2,6,3,1,1
19508,1,2,6,1,3,1,2
19509,7,1,8,1,2,2,2
19510,2,2,2,5,5,2,2
19511,1,2,6,1,1,1,2
19512,1,1,6,5,1,1,2
19513,1,1,6,1,3,1,2
19514,2,2,1,6,3,1,1
19515,1,2,2,4,3,3,0
19516,1,2,5,1,5,1,1
19517,1,2,6,1,1,3,1
19518,1,2,8,1,3,1,1
19519,2,1,5,2,1,1,2
19520,2,1,7,1,5,1,1
19521,2,1,5,6,5,3,0
19522,1,2,8,6,6,1,0
19523,1,1,6,3,1,1,1
19524,1,1,6,1,2,1,1
19525,1,1,7,2,1,1,1
19526,1,2,4,2,2,1,0
19527,1,1,6,4,3,1,1
19528,6,2,2,6,5,2,0
19529,2,1,3,2,1,1,0
19530,1,2,6,1,0,1,1
19531,1,2,8,6,0,1,0
19532,1,1,9,1,2,3,0
19533,2,2,1,6,7,1,1
19534,3,2,1,6,1,1,1
19535,1,1,3,1,1,2,0
19536,1,1,6,1,2,1,1
19537,6,1,5,5,1,1,1
19538,5,1,4,3,1,2,1
19539,2,1,5,2,1,1,1
19540,2,1,6,1,4,1,2
19541,1,1,6,1,1,1,1
19542,6,1,2,3,2,2,0
19543,1,1,6,3,2,3,0
19544,1,2,9,1,3,1,1
19545,1,2,6,1,3,1,2
19546,1,1,3,1,0,3,0
19547,1,1,9,1,3,1,2
19548,7,1,6,4,1,3,2
19549,6,1,1,1,2,2,1
19550,1,2,9,1,2,1,1
19551,1,1,12,1,0,1,1
19552,1,1,6,4,3,1,1
19553,1,2,7,3,1,1,1
19554,1,1,4,1,2,3,1
19555,1,1,8,1,2,1,1
19556,7,2,4,6,2,1,0
19557,1,1,5,4,2,2,1
19558,4,1,8,6,3,1,0
19559,1,2,7,4,3,1,1
19560,2,2,7,6,1,1,0
19561,1,2,4,3,1,3,1
19562,1,2,12,1,2,1,2
19563,1,2,4,3,3,2,1
19564,1,1,9,1,3,1,2
19565,2,1,3,5,1,1,0
19566,1,1,7,5,1,3,1
19567,1,2,5,1,1,3,1
19568,6,1,7,6,3,3,1
19569,1,1,4,4,2,3,1
19570,6,2,8,1,1,1,2
19571,1,1,5,6,3,1,1
19572,8,1,9,1,3,1,1
19573,1,2,7,3,1,1,1
19574,1,2,6,1,0,3,0
19575,2,2,6,5,2,1,1
19576,7,2,2,6,5,1,1
19577,1,1,7,1,4,1,1
19578,1,2,6,6,4,1,0
19579,8,1,1,4,1,1,0
19580,8,2,3,1,0,2,1
19581,1,1,3,3,2,2,0
19582,2,2,3,6,0,1,0
19583,1,1,3,2,2,1,1
19584,1,1,6,1,3,3,2
19585,1,2,3,1,4,2,0
19586,2,2,7,6,4,1,0
19587,2,1,3,6,3,2,0
19588,2,2,3,1,2,2,1
19589,7,1,5,6,2,1,0
19590,2,1,7,5,3,1,1
19591,1,1,3,1,1,2,0
19592,1,1,3,5,1,1,0
19593,1,2,5,3,0,2,2
19594,1,1,6,5,2,2,1
19595,8,2,4,1,2,3,1
19596,1,2,6,3,2,1,1
19597,1,1,6,1,0,1,2
19598,1,2,2,4,2,1,0
19599,5,2,7,5,2,1,1
19600,1,2,8,1,2,1,1
19601,2,2,7,1,2,1,1
19602,7,1,6,1,4,1,1
19603,4,1,8,6,4,3,1
19604,1,1,8,1,4,1,2
19605,1,2,5,1,0,2,0
19606,2,2,9,4,3,3,1
19607,1,2,7,4,0,3,0
19608,1,2,7,5,2,1,1
19609,1,1,3,3,2,2,0
19610,2,2,5,2,4,3,2
19611,1,2,10,1,5,1,1
19612,3,1,6,6,2,1,0
19613,1,2,6,1,1,1,2
19614,2,1,1,6,2,1,1
19615,1,1,4,1,3,1,0
19616,1,1,2,4,1,2,0
19617,1,2,6,3,1,3,1
19618,1,1,3,2,1,2,1
19619,1,2,9,2,4,3,2
19620,1,1,4,2,4,2,0
19621,8,1,8,1,5,1,1
19622,6,2,6,4,3,2,0
19623,1,2,2,6,5,1,0
19624,7,1,4,2,3,1,1
19625,1,1,8,1,0,2,0
19626,1,1,6,4,1,3,0
19627,2,2,7,3,6,3,1
19628,1,1,7,6,1,3,1
19629,1,1,4,5,1,3,1
19630,1,1,6,1,3,1,1
19631,8,1,3,1,1,3,1
19632,2,2,11,1,2,1,1
19633,1,2,6,3,2,2,1
19634,1,2,3,6,3,2,1
19635,4,2,7,6,4,3,1
19636,2,1,6,1,2,3,1
19637,1,1,7,3,3,2,0
19638,1,1,2,3,2,2,0
19639,1,2,1,2,2,1,0
19640,1,1,7,3,6,1,1
19641,1,1,4,1,0,2,0
19642,5,2,3,2,1,3,0
19643,1,1,2,1,5,2,1
19644,1,2,7,4,1,3,2
19645,1,2,7,4,2,3,1
19646,7,2,6,6,8,1,0
19647,1,1,3,1,0,3,1
19648,2,1,11,4,9,1,2
19649,1,1,3,6,5,1,0
19650,1,2,4,1,0,2,1
19651,3,1,9,6,5,1,0
19652,1,1,4,5,0,2,2
19653,1,1,6,1,5,1,1
19654,1,1,9,1,3,2,0
19655,2,2,2,4,2,2,0
19656,1,1,7,6,2,1,0
19657,4,2,6,6,4,3,0
19658,3,1,6,5,1,1,2
19659,1,2,6,4,1,2,0
19660,1,1,7,3,3,1,1
19661,1,2,3,1,3,2,0
19662,8,1,6,1,1,1,2
19663,2,2,7,6,4,1,0
19664,1,1,4,2,3,3,0
19665,9,1,4,4,1,1,2
19666,1,2,5,1,2,3,0
19667,1,2,7,2,0,3,0
19668,1,2,5,1,1,3,1
19669,2,2,5,6,5,1,1
19670,1,2,7,1,1,1,1
19671,1,1,6,3,4,1,1
19672,1,2,3,1,3,3,0
19673,1,2,6,1,2,1,1
19674,2,1,6,5,8,2,1
19675,2,2,7,6,2,1,1
19676,1,2,9,1,7,1,1
19677,1,1,5,1,2,3,0
19678,1,2,6,1,6,3,1
19679,2,2,8,6,2,1,1
19680,1,2,5,1,2,3,1
19681,1,2,11,1,1,1,2
19682,1,1,5,6,4,3,1
19683,1,2,12,1,3,1,1
19684,1,2,6,1,0,1,2
19685,8,2,11,1,2,1,2
19686,1,2,7,5,4,1,1
19687,1,2,4,2,3,1,0
19688,1,2,5,6,0,3,1
19689,2,2,6,1,2,1,1
19690,1,2,6,4,2,1,1
19691,1,2,6,4,1,1,1
19692,9,2,12,6,9,1,0
19693,1,2,3,1,0,2,1
19694,1,2,7,3,5,3,1
19695,6,2,9,1,1,3,0
19696,1,1,4,2,2,1,0
19697,1,2,2,1,2,1,0
19698,2,2,7,6,2,1,0
19699,2,2,2,6,3,1,1
19700,1,1,5,1,3,2,0
19701,1,2,4,1,2,1,0
19702,4,1,11,6,5,1,1
19703,4,2,6,1,1,1,2
19704,1,1,4,2,4,1,0
19705,2,1,5,1,0,3,0
19706,1,2,6,4,1,3,1
19707,2,1,7,6,4,3,1
19708,1,2,7,6,8,1,1
19709,1,2,4,2,2,1,1
19710,7,1,8,5,1,1,1
19711,1,1,7,3,3,1,1
19712,1,1,7,4,5,1,1
19713,6,2,3,1,4,1,1
19714,1,1,6,1,4,3,1
19715,2,1,5,6,4,1,0
19716,1,1,3,1,2,3,1
19717,1,1,5,4,0,1,1
19718,1,2,6,4,1,1,2
19719,7,1,6,4,2,2,2
19720,1,1,7,1,6,3,0
19721,3,2,5,6,1,1,0
19722,8,2,4,4,2,1,1
19723,1,1,8,6,4,1,1
19724,6,1,3,1,3,3,1
19725,8,1,7,1,1,1,1
19726,1,1,8,1,2,1,1
19727,1,1,5,6,0,1,0
19728,2,2,6,1,3,1,2
19729,6,2,5,3,3,1,1
19730,1,1,4,5,1,3,0
19731,2,2,8,6,4,1,0
19732,1,2,6,4,3,2,1
19733,1,1,7,1,2,1,1
19734,5,1,4,1,1,1,0
19735,6,2,8,6,8,1,1
19736,2,1,2,1,3,1,1
19737,1,2,6,3,2,2,0
19738,1,2,2,1,4,1,1
19739,1,1,6,1,2,1,2
19740,2,2,7,4,3,3,2
19741,1,1,4,1,1,1,1
19742,1,2,5,1,2,1,1
19743,1,1,7,3,3,1,1
19744,1,2,5,4,1,3,2
19745,7,2,6,1,1,1,2
19746,1,2,5,2,3,3,2
19747,6,2,7,4,3,1,1
19748,1,1,7,3,3,1,1
19749,5,2,6,1,9,1,1
19750,1,1,7,1,2,1,1
19751,2,1,3,6,5,1,0
19752,1,2,1,2,2,2,1
19753,2,1,6,1,1,1,2
19754,1,2,8,1,0,2,0
19755,5,2,6,6,2,1,1
19756,8,1,6,5,6,1,2
19757,1,2,7,5,3,3,0
19758,1,1,5,1,8,3,0
19759,1,1,8,6,9,3,1
19760,1,1,7,1,0,3,1
19761,1,1,7,4,2,1,1
19762,1,1,6,5,2,1,1
19763,5,2,6,5,2,1,1
19764,8,2,7,4,1,1,2
19765,1,2,5,2,7,2,0
19766,1,2,6,1,0,3,2
19767,1,2,5,6,2,1,1
19768,6,2,11,1,4,2,0
19769,2,1,2,1,1,1,1
19770,1,1,12,1,5,2,1
19771,6,2,6,4,1,3,0
19772,1,2,2,1,2,1,0
19773,4,1,1,6,4,1,0
19774,1,1,7,2,3,1,1
19775,7,2,9,1,8,1,1
19776,1,1,7,6,4,1,0
19777,7,2,1,6,8,1,1
19778,5,2,3,6,2,1,0
19779,1,1,6,1,2,3,1
19780,8,1,3,2,1,2,1
19781,4,2,2,3,2,3,0
19782,1,1,9,1,5,1,1
19783,1,1,5,3,0,3,0
19784,1,1,7,6,5,1,0
19785,1,1,4,1,2,3,0
19786,7,1,8,1,2,1,2
19787,8,2,1,4,1,1,0
19788,5,1,5,3,2,3,1
19789,5,2,2,6,1,1,0
19790,1,1,2,1,3,3,0
19791,2,1,3,6,2,1,0
19792,1,2,6,4,3,3,0
19793,1,1,8,6,1,1,0
19794,1,2,7,4,3,2,1
19795,1,1,6,1,2,1,2
19796,2,2,5,5,2,1,1
19797,1,2,2,2,1,1,0
19798,2,2,6,1,3,1,1
19799,1,2,4,1,2,2,1
19800,1,1,6,1,4,1,1
19801,7,2,4,4,1,1,0
19802,1,1,6,3,1,3,0
19803,2,2,5,3,3,2,1
19804,1,2,5,1,7,1,1
19805,2,1,8,6,5,1,0
19806,7,1,6,1,4,1,1
19807,2,2,5,5,1,2,1
19808,1,2,5,4,3,1,1
19809,3,1,6,6,3,1,0
19810,1,1,5,1,3,2,0
19811,5,2,8,6,0,1,0
19812,4,2,4,3,2,2,0
19813,2,1,4,5,0,3,1
19814,1,2,5,4,1,2,1
19815,1,2,8,1,0,1,2
19816,5,2,8,4,0,2,1
19817,2,1,5,6,5,1,1
19818,7,2,2,2,5,1,0
19819,1,2,7,6,2,1,1
19820,1,1,6,3,2,2,0
19821,6,2,7,3,3,1,1
19822,6,2,7,4,1,1,2
19823,3,1,4,6,3,1,1
19824,1,2,6,3,1,2,1
19825,1,2,6,5,2,3,1
19826,1,1,4,1,1,2,0
19827,1,1,4,2,1,3,1
19828,8,2,7,6,3,1,0
19829,5,1,2,4,1,2,1
19830,1,1,5,1,3,1,1
19831,1,1,7,2,3,2,0
19832,2,2,7,1,2,2,0
19833,1,1,4,2,1,1,0
19834,6,2,7,3,1,1,1
19835,1,1,2,4,3,1,0
19836,2,2,6,6,5,1,0
19837,2,2,7,5,4,1,1
19838,2,2,6,6,2,1,0
19839,2,1,3,2,2,3,2
19840,1,2,6,5,2,1,1
19841,7,1,8,1,1,1,2
19842,1,2,5,2,1,2,0
19843,1,2,6,1,1,1,1
19844,1,1,7,1,3,1,1
19845,1,1,5,3,3,2,1
19846,7,2,5,1,1,1,1
19847,1,1,7,2,0,3,2
19848,2,1,5,6,1,2,0
19849,1,2,7,3,1,2,0
19850,7,1,9,1,4,1,2
19851,1,1,3,1,3,2,0
19852,1,2,5,1,3,3,1
19853,5,1,4,6,3,1,0
19854,2,2,9,1,2,3,1
19855,1,1,3,3,0,3,1
19856,4,1,6,2,0,2,0
19857,1,1,6,1,7,3,0
19858,1,1,6,1,2,1,2
19859,8,2,12,6,7,1,1
19860,1,1,3,2,1,1,1
19861,5,2,6,1,3,1,1
19862,1,2,4,4,1,1,1
19863,1,1,4,5,2,3,1
19864,2,2,9,1,2,1,2
19865,1,2,4,1,2,1,1
19866,6,1,3,1,1,1,1
19867,1,2,7,2,2,2,0
19868,4,1,6,1,4,1,1
19869,1,1,3,1,2,3,0
19870,1,2,3,1,0,2,1
19871,2,1,2,5,1,2,1
19872,2,2,6,5,1,1,1
19873,1,1,3,3,2,1,0
19874,2,2,7,1,0,3,1
19875,1,2,5,6,3,3,1
19876,1,1,3,3,3,2,0
19877,2,2,6,1,1,3,2
19878,7,2,6,1,2,1,2
19879,2,1,4,6,1,3,1
19880,1,2,11,1,3,2,1
19881,1,1,7,1,2,1,1
19882,5,1,3,1,4,1,0
19883,2,2,1,5,1,1,0
19884,1,2,7,1,2,1,1
19885,2,2,8,6,3,1,0
19886,1,2,5,1,0,1,1
19887,1,1,4,2,4,1,1
19888,1,2,5,4,0,1,1
19889,1,1,7,5,3,2,1
19890,5,2,6,5,5,1,1
19891,1,2,7,5,3,1,1
19892,3,1,6,3,3,1,1
19893,1,1,4,3,2,3,1
19894,2,2,9,1,6,2,0
19895,1,1,6,1,2,1,1
19896,1,2,6,1,3,1,2
19897,9,2,11,6,8,1,1
19898,2,1,4,1,1,1,0
19899,7,1,4,6,4,2,0
19900,1,2,3,1,2,1,0
19901,5,1,7,1,4,1,2
19902,1,2,6,1,0,1,1
19903,1,1,7,4,0,2,0
19904,1,2,7,4,0,2,2
19905,6,2,6,3,1,1,1
19906,4,2,6,1,1,1,1
19907,1,1,6,3,3,2,1
19908,7,1,6,1,1,1,2
19909,4,1,6,3,3,2,0
19910,2,2,7,6,4,3,1
19911,7,1,6,6,3,1,1
19912,1,1,4,2,0,1,0
19913,1,2,6,4,5,2,1
19914,1,2,3,3,1,3,1
19915,1,2,7,2,5,1,1
19916,1,2,10,1,3,1,2
19917,1,1,6,4,3,3,1
19918,6,2,6,1,3,1,1
19919,1,2,2,1,1,2,0
19920,7,1,6,1,4,1,2
19921,1,1,5,5,0,2,1
19922,1,1,5,3,1,3,2
19923,4,1,5,6,3,1,0
19924,4,2,8,6,2,1,1
19925,1,1,7,1,1,3,2
19926,5,1,4,6,1,1,0
19927,1,1,4,4,0,2,1
19928,1,2,7,3,1,1,1
19929,1,1,6,6,3,3,0
19930,8,1,6,1,2,1,1
19931,5,1,4,6,2,2,1
19932,1,1,5,1,2,1,1
19933,1,2,8,1,0,1,2
19934,7,2,6,1,3,1,2
19935,8,2,8,1,0,1,2
19936,1,2,3,6,3,1,0
19937,2,1,4,1,1,2,0
19938,2,1,7,1,2,1,1
19939,8,1,3,2,0,2,1
19940,1,1,7,1,3,1,1
19941,1,1,5,2,0,2,0
19942,5,2,3,6,4,3,1
19943,1,1,5,1,4,3,1
19944,2,1,1,6,4,2,0
19945,9,2,8,6,3,1,0
19946,1,1,2,5,4,2,0
19947,1,1,6,1,1,2,0
19948,1,1,4,2,1,2,1
19949,1,2,9,2,0,2,0
19950,1,1,4,4,3,1,1
19951,7,1,8,6,1,1,0
19952,5,2,8,1,2,1,1
19953,1,2,5,1,3,1,1
19954,2,1,5,6,5,1,0
19955,5,1,1,1,2,2,1
19956,1,1,4,6,2,1,0
19957,6,1,7,1,1,1,2
19958,1,2,11,1,4,1,2
19959,1,2,7,5,1,3,0
19960,1,2,9,1,0,1,2
19961,1,1,3,3,1,1,0
19962,2,2,2,3,3,2,1
19963,2,2,2,6,3,1,0
19964,1,2,7,3,2,1,1
19965,1,1,3,1,2,3,0
19966,1,1,3,6,1,3,0
19967,1,1,4,3,2,2,1
19968,1,1,6,3,1,2,0
19969,8,2,10,6,5,3,1
19970,9,2,3,6,5,3,1
19971,2,2,6,2,1,2,0
19972,1,2,6,1,3,1,2
19973,1,1,3,5,6,3,2
19974,1,1,3,1,2,3,1
19975,5,1,7,1,2,1,1
19976,1,2,4,2,8,1,2
19977,1,1,2,2,0,2,1
19978,9,2,2,6,9,1,0
19979,1,1,3,3,3,2,0
19980,1,2,6,1,4,1,1
19981,1,2,6,1,2,3,2
19982,1,2,5,4,1,1,1
19983,1,2,8,6,0,1,1
19984,1,2,7,2,2,1,1
19985,1,2,6,3,1,1,1
19986,7,2,4,4,4,3,0
19987,1,2,7,4,3,3,1
19988,3,2,7,6,3,1,0
19989,9,2,12,6,6,1,0
19990,2,2,6,1,4,1,2
19991,2,2,6,4,1,3,1
19992,2,2,1,6,3,3,1
19993,1,2,6,3,3,3,1
19994,1,1,3,4,1,2,0
19995,1,1,5,5,2,1,1
19996,7,2,5,1,2,2,1
19997,2,2,4,2,1,2,0
19998,7,1,11,1,1,1,1
19999,1,1,8,1,1,1,2
20000,1,2,5,1,3,3,1
20001,1,1,7,1,3,1,2
20002,1,1,5,6,1,3,1
20003,5,2,7,1,1,1,1
20004,8,1,1,4,1,3,1
20005,8,2,1,6,2,1,0
20006,1,2,7,3,1,3,0
20007,4,1,9,6,5,3,1
20008,1,2,3,4,3,3,2
20009,1,2,6,1,2,1,1
20010,8,1,1,4,2,1,0
20011,7,1,8,6,3,1,0
20012,6,2,3,2,6,2,2
20013,8,1,3,1,5,1,0
20014,1,2,7,3,2,1,1
20015,1,1,6,4,3,1,1
20016,1,1,2,3,3,2,0
20017,6,2,4,6,1,3,1
20018,1,2,6,1,2,1,1
20019,1,2,3,2,2,1,0
20020,1,2,7,6,0,2,0
20021,2,2,7,5,2,1,1
20022,1,2,3,5,3,1,1
20023,1,1,5,2,0,2,2
20024,9,1,6,6,2,3,1
20025,7,1,1,4,2,2,0
20026,6,2,7,4,3,1,1
20027,2,1,4,1,1,2,1
20028,1,2,6,1,9,3,2
20029,1,2,6,4,3,1,2
20030,9,2,3,6,3,3,1
20031,1,2,5,1,1,1,1
20032,1,2,3,1,0,2,1
20033,4,2,5,1,0,1,1
20034,3,2,1,6,2,1,1
20035,1,2,7,4,1,1,1
20036,2,2,5,6,5,1,0
20037,7,1,3,6,1,1,0
20038,1,1,1,1,1,1,0
20039,2,1,7,1,3,1,1
20040,1,1,5,4,4,2,0
20041,1,2,4,4,3,2,1
20042,2,1,2,1,3,2,1
20043,1,2,7,1,1,3,1
20044,1,2,9,1,4,2,0
20045,6,2,6,3,1,2,0
20046,2,1,5,6,0,1,0
20047,8,2,8,5,2,1,1
20048,2,2,7,6,9,1,1
20049,1,1,3,1,4,1,1
20050,2,1,9,6,8,1,0
20051,1,2,7,1,2,1,2
20052,1,1,3,3,2,3,0
20053,4,2,6,5,1,3,1
20054,1,1,4,1,1,3,1
20055,2,2,9,6,5,1,0
20056,1,1,6,4,3,3,2
20057,7,1,6,1,2,1,2
20058,7,2,8,6,3,1,0
20059,1,1,8,1,4,1,2
20060,2,1,5,5,3,1,1
20061,1,2,7,2,2,3,2
20062,1,2,3,4,7,2,0
20063,1,1,5,1,6,2,1
20064,1,1,5,4,4,2,0
20065,1,1,6,1,2,1,2
20066,1,2,12,1,2,1,2
20067,3,1,1,6,6,1,0
20068,1,1,6,4,3,1,1
20069,1,1,8,1,2,3,1
20070,2,1,5,1,1,1,1
20071,1,2,3,2,3,2,0
20072,2,1,5,3,1,3,2
20073,7,2,6,5,2,1,1
20074,1,1,4,5,2,2,1
20075,1,1,7,1,1,2,0
20076,1,2,5,3,2,2,1
20077,2,1,2,2,0,2,0
20078,1,2,6,1,0,1,2
20079,7,2,6,1,0,1,1
20080,1,1,6,1,1,1,2
20081,1,2,7,1,4,3,0
20082,2,1,9,1,0,1,2
20083,2,1,7,1,2,2,1
20084,1,1,12,1,1,1,2
20085,1,1,5,2,2,2,2
20086,1,2,3,5,8,1,2
20087,1,1,6,1,2,1,1
20088,7,2,2,6,3,1,1
20089,2,1,1,6,2,1,0
20090,1,2,7,6,5,1,1
20091,1,2,4,3,5,1,0
20092,6,1,4,1,0,3,0
20093,3,1,3,6,4,3,1
20094,2,2,5,4,3,2,1
20095,1,1,3,5,2,3,1
20096,1,1,3,6,1,1,0
20097,5,2,6,3,1,3,0
20098,1,1,4,4,2,3,0
20099,1,2,3,1,1,3,1
20100,1,1,4,1,2,2,1
20101,1,1,5,2,5,2,2
20102,1,1,3,1,1,2,0
20103,1,1,3,2,0,1,0
20104,1,1,7,3,2,1,1
20105,9,2,7,1,1,2,0
20106,1,1,7,6,1,1,0
20107,1,1,6,1,2,3,2
20108,7,2,3,1,2,1,0
20109,1,1,2,3,3,1,0
20110,1,2,5,4,2,1,1
20111,1,2,5,2,1,1,1
20112,1,1,6,3,3,2,1
20113,2,1,3,3,3,1,0
20114,1,2,8,1,0,3,1
20115,8,2,3,1,3,2,1
20116,1,1,5,1,2,2,0
20117,1,2,2,1,4,3,0
20118,8,1,8,6,4,1,0
20119,1,1,6,5,7,3,1
20120,7,1,5,6,3,1,0
20121,4,1,6,5,3,1,1
20122,1,2,7,1,3,1,1
20123,3,2,7,6,4,1,1
20124,1,2,3,1,3,2,0
20125,1,2,4,2,3,1,1
20126,2,2,4,1,2,1,1
20127,1,2,6,1,2,1,2
20128,5,1,6,4,3,1,2
20129,1,1,7,6,2,2,0
20130,3,2,11,6,6,1,1
20131,1,2,3,2,1,1,1
20132,1,2,5,2,2,3,2
20133,1,2,7,1,2,1,1
20134,7,1,2,2,2,2,1
20135,1,1,12,1,3,1,1
20136,1,2,3,6,0,1,0
20137,2,1,7,6,4,3,1
20138,8,1,4,3,1,1,0
20139,1,1,7,6,0,1,0
20140,2,2,2,4,2,2,0
20141,2,1,3,3,3,2,0
20142,9,1,2,6,5,1,0
20143,2,2,7,5,1,2,1
20144,2,2,6,5,2,2,1
20145,1,2,5,2,3,2,2
20146,1,2,5,3,1,3,2
20147,1,1,5,1,0,2,0
20148,1,2,12,1,2,3,1
20149,1,2,4,6,1,1,0
20150,1,1,4,1,0,2,0
20151,1,1,5,4,1,1,1
20152,5,2,7,1,3,3,1
20153,2,1,4,1,3,1,0
20154,2,2,11,6,8,1,1
20155,5,1,8,1,2,1,1
20156,1,2,7,4,3,1,1
20157,7,2,8,6,2,1,0
20158,7,2,6,4,4,3,1
20159,1,1,4,4,0,3,1
20160,1,1,4,5,1,1,0
20161,1,1,8,4,3,1,2
20162,1,2,2,1,6,3,1
20163,1,2,6,1,1,1,1
20164,1,2,5,6,5,3,1
20165,2,2,8,6,2,1,0
20166,8,2,2,3,2,2,1
20167,2,1,6,1,2,1,2
20168,1,2,7,6,8,3,0
20169,1,2,6,1,3,1,2
